campaign_variant_name,scope,sizing_mode,risk_pct,max_contracts,skip_trade_if_too_small,fixed_contracts,initial_capital_usd,worst_trade_loss_usd,worst_day_pnl_usd,max_daily_drawdown_usd,days_below_minus_500_usd,days_below_minus_1000_usd,trades_loss_gt_250_usd,trades_loss_gt_500_usd,pass_target_3000_usd_without_breaching_2000_dd,days_to_target_3000_usd,max_trailing_drawdown_observed_usd,max_static_drawdown_observed_usd
risk_pct_0p0050__max_contracts_5__skip_trade_if_too_small_false,oos,risk_percent,0.005,5.0,False,,50000.0,242.49999999997272,-242.49999999997272,605.4999999999563,0,0,0,0,True,926.0,605.4999999999563,32.49999999998545
risk_pct_0p0050__max_contracts_10__skip_trade_if_too_small_true,full,risk_percent,0.005,10.0,True,,50000.0,284.9999999999909,-284.9999999999909,1621.9499999997206,0,0,16,0,True,2701.0,1621.9499999997206,213.69999999998254
risk_pct_0p0050__max_contracts_10__skip_trade_if_too_small_true,oos,risk_percent,0.005,10.0,True,,50000.0,284.9999999999909,-284.9999999999909,1095.2999999997992,0,0,6,0,True,896.0,1095.2999999997992,64.99999999996362
risk_pct_0p0050__max_contracts_10__skip_trade_if_too_small_false,full,risk_percent,0.005,10.0,False,,50000.0,284.9999999999909,-284.9999999999909,1621.9499999997206,0,0,16,0,True,2701.0,1621.9499999997206,213.69999999998254
risk_pct_0p0050__max_contracts_10__skip_trade_if_too_small_false,oos,risk_percent,0.005,10.0,False,,50000.0,284.9999999999909,-284.9999999999909,1095.2999999997992,0,0,6,0,True,896.0,1095.2999999997992,64.99999999996362
risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_true,full,risk_percent,0.005,15.0,True,,50000.0,307.4999999999932,-307.4999999999932,2465.6499999994994,0,0,35,0,False,3083.0,2465.6499999994994,599.2999999986714
risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_true,oos,risk_percent,0.005,15.0,True,,50000.0,307.4999999999591,-307.4999999999591,1425.7999999997483,0,0,8,0,True,896.0,1425.7999999997483,97.49999999994179
risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,full,risk_percent,0.005,15.0,False,,50000.0,307.4999999999932,-307.4999999999932,2465.6499999994994,0,0,35,0,False,3083.0,2465.6499999994994,599.2999999986714
risk_pct_0p0050__max_contracts_15__skip_trade_if_too_small_false,oos,risk_percent,0.005,15.0,False,,50000.0,307.4999999999591,-307.4999999999591,1425.7999999997483,0,0,8,0,True,896.0,1425.7999999997483,97.49999999994179
risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_true,full,risk_percent,0.0075,3.0,True,,50000.0,286.49999999999864,-286.49999999999864,587.3999999999651,0,0,2,0,True,3085.0,587.3999999999651,173.24999999989814
risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_true,oos,risk_percent,0.0075,3.0,True,,50000.0,235.49999999999727,-235.49999999999727,457.4999999999709,0,0,0,0,False,,457.4999999999709,19.499999999985448
risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_false,full,risk_percent,0.0075,3.0,False,,50000.0,286.49999999999864,-286.49999999999864,587.3999999999651,0,0,2,0,True,3085.0,587.3999999999651,173.24999999989814
risk_pct_0p0075__max_contracts_3__skip_trade_if_too_small_false,oos,risk_percent,0.0075,3.0,False,,50000.0,235.49999999999727,-235.49999999999727,457.4999999999709,0,0,0,0,True,926.0,457.4999999999709,19.499999999985448
risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_true,full,risk_percent,0.0075,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,883.4999999999563,0,0,7,0,True,3041.0,883.4999999999563,273.8999999998414
risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_true,oos,risk_percent,0.0075,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,762.4999999999563,0,0,2,0,True,896.0,762.4999999999563,32.49999999998545
risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_false,full,risk_percent,0.0075,5.0,False,,50000.0,392.49999999999545,-392.49999999999545,883.4999999999563,0,0,7,0,True,3041.0,883.4999999999563,273.8999999998414
risk_pct_0p0075__max_contracts_5__skip_trade_if_too_small_false,oos,risk_percent,0.0075,5.0,False,,50000.0,392.49999999999545,-392.49999999999545,762.4999999999563,0,0,2,0,True,896.0,762.4999999999563,32.49999999998545
risk_pct_0p0075__max_contracts_10__skip_trade_if_too_small_true,full,risk_percent,0.0075,10.0,True,,50000.0,424.99999999997726,-424.99999999997726,1548.2499999997162,0,0,25,0,True,2357.0,1548.2499999997162,235.39999999991414
risk_pct_0p0075__max_contracts_10__skip_trade_if_too_small_true,oos,risk_percent,0.0075,10.0,True,,50000.0,409.49999999997544,-409.49999999997544,1168.6999999997643,0,0,9,0,True,894.0,1168.6999999997643,64.99999999996362
risk_pct_0p0075__max_contracts_10__skip_trade_if_too_small_false,full,risk_percent,0.0075,10.0,False,,50000.0,424.99999999997726,-424.99999999997726,1548.2499999997162,0,0,25,0,True,2357.0,1548.2499999997162,235.39999999991414
risk_pct_0p0075__max_contracts_10__skip_trade_if_too_small_false,oos,risk_percent,0.0075,10.0,False,,50000.0,409.49999999997544,-409.49999999997544,1168.6999999997643,0,0,9,0,True,894.0,1168.6999999997643,64.99999999996362
risk_pct_0p0075__max_contracts_15__skip_trade_if_too_small_true,full,risk_percent,0.0075,15.0,True,,50000.0,437.99999999998363,-437.99999999998363,2427.249999999578,0,0,44,0,False,2357.0,2427.249999999578,446.54999999990105
risk_pct_0p0075__max_contracts_15__skip_trade_if_too_small_true,oos,risk_percent,0.0075,15.0,True,,50000.0,427.49999999998636,-427.49999999998636,1743.6999999996988,0,0,11,0,True,852.0,1743.6999999996988,97.49999999994179
risk_pct_0p0075__max_contracts_15__skip_trade_if_too_small_false,full,risk_percent,0.0075,15.0,False,,50000.0,437.99999999998363,-437.99999999998363,2427.249999999578,0,0,44,0,False,2357.0,2427.249999999578,446.54999999990105
risk_pct_0p0075__max_contracts_15__skip_trade_if_too_small_false,oos,risk_percent,0.0075,15.0,False,,50000.0,427.49999999998636,-427.49999999998636,1743.6999999996988,0,0,11,0,True,852.0,1743.6999999996988,97.49999999994179
risk_pct_0p0100__max_contracts_3__skip_trade_if_too_small_true,full,risk_percent,0.01,3.0,True,,50000.0,286.49999999999864,-286.49999999999864,587.3999999999651,0,0,2,0,True,3083.0,587.3999999999651,173.24999999989814
risk_pct_0p0100__max_contracts_3__skip_trade_if_too_small_true,oos,risk_percent,0.01,3.0,True,,50000.0,235.49999999999727,-235.49999999999727,457.4999999999709,0,0,0,0,True,896.0,457.4999999999709,19.499999999985448
risk_pct_0p0100__max_contracts_3__skip_trade_if_too_small_false,full,risk_percent,0.01,3.0,False,,50000.0,286.49999999999864,-286.49999999999864,587.3999999999651,0,0,2,0,True,3083.0,587.3999999999651,173.24999999989814
risk_pct_0p0100__max_contracts_3__skip_trade_if_too_small_false,oos,risk_percent,0.01,3.0,False,,50000.0,235.49999999999727,-235.49999999999727,457.4999999999709,0,0,0,0,True,896.0,457.4999999999709,19.499999999985448
risk_pct_0p0100__max_contracts_5__skip_trade_if_too_small_true,full,risk_percent,0.01,5.0,True,,50000.0,477.4999999999977,-477.4999999999977,978.9999999999491,0,0,7,0,True,3001.0,978.9999999999491,327.24999999983265
risk_pct_0p0100__max_contracts_5__skip_trade_if_too_small_true,oos,risk_percent,0.01,5.0,True,,50000.0,392.49999999999545,-392.49999999999545,762.4999999999563,0,0,2,0,True,894.0,762.4999999999563,32.49999999998545
risk_pct_0p0100__max_contracts_5__skip_trade_if_too_small_false,full,risk_percent,0.01,5.0,False,,50000.0,477.4999999999977,-477.4999999999977,978.9999999999491,0,0,7,0,True,3001.0,978.9999999999491,327.24999999983265
risk_pct_0p0100__max_contracts_5__skip_trade_if_too_small_false,oos,risk_percent,0.01,5.0,False,,50000.0,392.49999999999545,-392.49999999999545,762.4999999999563,0,0,2,0,True,894.0,762.4999999999563,32.49999999998545
risk_pct_0p0100__max_contracts_10__skip_trade_if_too_small_true,full,risk_percent,0.01,10.0,True,,50000.0,549.4999999999936,-549.4999999999936,1480.4999999999054,4,0,26,4,True,2357.0,1480.4999999999054,332.4999999999782
risk_pct_0p0100__max_contracts_10__skip_trade_if_too_small_true,oos,risk_percent,0.01,10.0,True,,50000.0,521.4999999999873,-521.4999999999873,1210.9999999999127,1,0,10,1,True,852.0,1210.9999999999127,64.99999999996362
risk_pct_0p0100__max_contracts_10__skip_trade_if_too_small_false,full,risk_percent,0.01,10.0,False,,50000.0,549.4999999999936,-549.4999999999936,1480.4999999999054,4,0,26,4,True,2357.0,1480.4999999999054,332.4999999999782
risk_pct_0p0100__max_contracts_10__skip_trade_if_too_small_false,oos,risk_percent,0.01,10.0,False,,50000.0,521.4999999999873,-521.4999999999873,1210.9999999999127,1,0,10,1,True,852.0,1210.9999999999127,64.99999999996362
risk_pct_0p0100__max_contracts_15__skip_trade_if_too_small_true,full,risk_percent,0.01,15.0,True,,50000.0,591.4999999999645,-591.4999999999645,2353.5499999995664,11,0,45,11,True,1479.0,2353.5499999995664,406.09999999996944
risk_pct_0p0100__max_contracts_15__skip_trade_if_too_small_true,oos,risk_percent,0.01,15.0,True,,50000.0,552.4999999999704,-552.4999999999704,1723.1999999996624,6,0,12,6,True,591.0,1723.1999999996624,97.49999999994179
risk_pct_0p0100__max_contracts_15__skip_trade_if_too_small_false,full,risk_percent,0.01,15.0,False,,50000.0,591.4999999999645,-591.4999999999645,2353.5499999995664,11,0,45,11,True,1479.0,2353.5499999995664,406.09999999996944
risk_pct_0p0100__max_contracts_15__skip_trade_if_too_small_false,oos,risk_percent,0.01,15.0,False,,50000.0,552.4999999999704,-552.4999999999704,1723.1999999996624,6,0,12,6,True,591.0,1723.1999999996624,97.49999999994179
