order_index,campaign_variant_name,alpha_variant_name,sizing_mode,fixed_contracts,risk_pct,max_contracts,skip_trade_if_too_small,initial_capital_usd,full_net_pnl_usd,full_return_pct,full_cagr_pct,full_sharpe,full_sortino,full_profit_factor,full_expectancy_usd,full_nb_trades,full_win_rate,full_avg_win_usd,full_avg_loss_usd,full_max_drawdown_pct,full_max_drawdown_usd,full_annualized_vol_pct,full_exposure_time_in_market_pct,full_worst_trade_loss_usd,full_trades_loss_gt_250_usd,full_trades_loss_gt_500_usd,full_worst_day_pnl_usd,full_max_daily_drawdown_usd,full_days_below_minus_500_usd,full_days_below_minus_1000_usd,full_pass_target_3000_usd_without_breaching_2000_dd,full_days_to_target_3000_usd,full_max_trailing_drawdown_observed_usd,full_max_static_drawdown_observed_usd,full_signal_attempt_count,full_entered_trade_count,full_skip_too_small_count,full_forced_one_contract_count,full_avg_contracts_entered,full_max_contracts_used,full_avg_contracts_raw,full_cap_hit_count,full_cap_hit_rate,oos_net_pnl_usd,oos_return_pct,oos_cagr_pct,oos_sharpe,oos_sortino,oos_profit_factor,oos_expectancy_usd,oos_nb_trades,oos_win_rate,oos_avg_win_usd,oos_avg_loss_usd,oos_max_drawdown_pct,oos_max_drawdown_usd,oos_annualized_vol_pct,oos_exposure_time_in_market_pct,oos_worst_trade_loss_usd,oos_trades_loss_gt_250_usd,oos_trades_loss_gt_500_usd,oos_worst_day_pnl_usd,oos_max_daily_drawdown_usd,oos_days_below_minus_500_usd,oos_days_below_minus_1000_usd,oos_pass_target_3000_usd_without_breaching_2000_dd,oos_days_to_target_3000_usd,oos_max_trailing_drawdown_observed_usd,oos_max_static_drawdown_observed_usd,oos_signal_attempt_count,oos_entered_trade_count,oos_skip_too_small_count,oos_forced_one_contract_count,oos_avg_contracts_entered,oos_max_contracts_used,oos_avg_contracts_raw,oos_cap_hit_count,oos_cap_hit_rate,full_net_pnl_delta_vs_baseline_usd,full_cagr_delta_vs_baseline_pct,full_sharpe_delta_vs_baseline,full_max_drawdown_delta_vs_baseline_usd,oos_net_pnl_delta_vs_baseline_usd,oos_cagr_delta_vs_baseline_pct,oos_sharpe_delta_vs_baseline,oos_max_drawdown_delta_vs_baseline_usd
0,fixed_1_contract,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,fixed_contracts,1.0,,,,50000.0,1737.2500000001605,3.474500000000321,0.22116009927899416,0.6503377179948924,0.2771398494256041,1.9632658719158806,13.787698412699687,126,0.42063492063492064,66.80660377358538,-24.705479452052945,0.39159999999998035,195.79999999999018,0.43041477357315594,1.1949572802772301,95.49999999999955,0,0,-95.49999999999955,195.79999999998836,0,0,False,,195.79999999998836,57.74999999996362,130,126,0,0,1.0,1,1.0,0,0.0,1515.2000000000317,3.0304000000000633,0.6969485789528607,1.1838636293646474,0.6675678645351645,3.9478599221792665,44.56470588235387,34,0.5294117647058824,112.733333333333,-32.12499999999764,0.3049999999999818,152.4999999999909,0.6869628117356867,1.0743969187107236,78.49999999999909,0,0,-78.49999999999909,152.49999999999272,0,0,False,,152.49999999999272,6.5,35,34,0,0,1.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_true,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,3.0,True,50000.0,2122.700000000457,4.245400000000914,0.269287016930142,0.48415548218808496,0.16151778998405847,1.4965380116960567,17.118548387100457,124,0.4112903225806452,125.44509803921734,-58.56164383561133,0.9912999999998282,495.64999999991414,0.7064274364236925,1.1710581346716855,136.49999999999181,0,0,-136.49999999999181,495.64999999991414,0,0,False,,495.64999999991414,34.09999999997672,130,124,2,0,2.6129032258064515,3,10.233753894731295,93,0.7153846153846154,1446.9500000000994,2.893900000000199,0.6658961895620319,0.8302942242019771,0.30650732522213237,2.2506050129647597,45.21718750000311,32,0.5,162.74687499999985,-72.31249999999363,0.5427999999998702,271.39999999993506,0.9353764931064246,0.9933103588080275,136.49999999999181,0,0,-136.49999999999181,271.39999999993597,0,0,False,,271.39999999993597,19.499999999985448,35,32,2,0,2.34375,3,6.912823796160652,19,0.5428571428571428,385.4500000002963,0.04812691765114785,-0.1661822358068074,299.84999999992397,-68.24999999993224,-0.031052389390828772,-0.3535694051626703,118.89999999994416
2,risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_false,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,3.0,False,50000.0,2831.3500000004456,5.662700000000891,0.35690620640427273,0.5956567248895125,0.21543948493491194,1.6623040935674136,22.471031746035283,126,0.42063492063492064,134.08207547169948,-58.56164383561133,0.9912999999998282,495.64999999991414,0.765881009733812,1.1949572802772301,136.49999999999181,0,0,-136.49999999999181,495.64999999991414,0,0,False,,495.64999999991414,34.09999999997672,130,126,0,2,2.5873015873015874,3,10.080127778231768,93,0.7153846153846154,2155.600000000088,4.311200000000176,0.9867907375461726,1.072027102196195,0.45662060903888185,2.863094209161865,63.40000000000259,34,0.5294117647058824,184.03333333333256,-72.31249999999363,0.5427999999998702,271.39999999993506,1.0792631628921876,1.0743969187107236,136.49999999999181,0,0,-136.49999999999181,271.39999999993597,0,0,False,,271.39999999993597,19.499999999985448,35,34,0,2,2.264705882352941,3,6.538449564608775,19,0.5428571428571428,1094.100000000285,0.13574610712527857,-0.05468099310537988,299.84999999992397,640.4000000000565,0.28984215859331197,-0.1118365271684525,118.89999999994416
3,risk_pct_0p0025__max_contracts_5__skip_trade_if_too_small_true,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,5.0,True,50000.0,2534.5000000006803,5.069000000001361,0.32033755985441115,0.40694565534417404,0.14151650030474852,1.4236523192646746,20.439516129037745,124,0.4112903225806452,167.00000000000236,-81.95205479451289,1.684299999999721,842.1499999998605,1.0035053019963502,1.1710581346716855,142.49999999999545,0,0,-142.49999999999545,842.1499999998632,0,0,False,,842.1499999998632,120.14999999997235,130,124,2,0,3.7903225806451615,5,10.223465459685029,67,0.5153846153846153,2007.0000000001414,4.014000000000283,0.9197793979454971,0.7865876656426671,0.34408730338415183,2.363451086956754,62.71875000000442,32,0.5,217.43749999999963,-91.99999999999079,1.0027999999998154,501.3999999999078,1.3695099270764126,0.9933103588080275,142.49999999999545,0,0,-142.49999999999545,501.39999999990687,0,0,False,,501.39999999990687,32.49999999998545,35,32,2,0,3.25,5,6.944332586522636,14,0.4,797.2500000005198,0.09917746057541699,-0.24339206265071833,646.3499999998703,491.8000000001098,0.22283081899263646,-0.39727596372198026,348.8999999999169
4,risk_pct_0p0025__max_contracts_5__skip_trade_if_too_small_false,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,5.0,False,50000.0,3243.150000000669,6.486300000001338,0.40731847998891624,0.4994863076349676,0.18108472596698233,1.542106142917003,25.739285714291025,126,0.42063492063492064,174.06886792453037,-81.95205479451289,1.684299999999721,842.1499999998605,1.0461819925295293,1.1949572802772301,142.49999999999545,0,0,-142.49999999999545,842.1499999998632,0,0,True,3115.0,842.1499999998632,120.14999999997235,130,126,0,2,3.746031746031746,5,10.070018939667749,67,0.5153846153846153,2715.65000000013,5.4313000000002605,1.2380368254500507,0.9907337473757656,0.46558080988298506,2.8448709239133168,79.87205882353324,34,0.5294117647058824,232.6472222222213,-91.99999999999079,1.0027999999998154,501.3999999999078,1.4712341048401802,1.0743969187107236,142.49999999999545,0,0,-142.49999999999545,501.39999999990687,0,0,False,,501.39999999990687,32.49999999998545,35,34,0,2,3.1176470588235294,5,6.568253615041435,14,0.4,1505.9000000005085,0.18615838070992208,-0.15085141035992478,646.3499999998703,1200.4500000000985,0.54108824649719,-0.1931298819888818,348.8999999999169
5,risk_pct_0p0025__max_contracts_10__skip_trade_if_too_small_true,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,10.0,True,50000.0,3492.1500000009837,6.984300000001968,0.43762425495834645,0.36054488904778004,0.1575780326358388,1.4595841284465845,28.162500000007935,124,0.4112903225806452,217.4637254901988,-104.08904109587884,2.704499999999439,1352.2499999997194,1.560620611354256,1.1710581346716855,154.99999999997272,0,0,-154.99999999997272,1352.2499999997162,0,0,True,3085.0,1352.2499999997162,216.3499999992564,130,124,2,0,5.258064516129032,10,10.218004176042545,25,0.19230769230769232,3292.8000000002066,6.585600000000413,1.4948202505165264,0.7350989322189356,0.49800978390457196,2.9011547344114565,102.90000000000646,32,0.5,314.0499999999986,-108.24999999998568,1.372799999999743,686.3999999998714,2.4042770193036973,0.9933103588080275,143.4999999999809,0,0,-143.4999999999809,686.3999999998705,0,0,True,896.0,686.3999999998705,64.99999999996362,35,32,2,0,4.46875,10,6.981124629950346,6,0.17142857142857143,1754.9000000008232,0.2164641556793523,-0.28979282894711234,1156.4499999997292,1777.600000000175,0.7978716715636658,-0.44876469714571177,533.8999999998805
6,risk_pct_0p0025__max_contracts_10__skip_trade_if_too_small_false,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,10.0,False,50000.0,4200.800000000972,8.401600000001945,0.5231574131921324,0.4261360715218046,0.18955480133917454,1.5528459564389603,33.33968253969026,126,0.42063492063492064,222.62830188679487,-104.08904109587884,2.704499999999439,1352.2499999997194,1.5883547256390265,1.1949572802772301,154.99999999997272,0,0,-154.99999999997272,1352.2499999997162,0,0,True,3085.0,1352.2499999997162,216.3499999992564,130,126,0,2,5.190476190476191,10,10.064673507742,25,0.19230769230769232,4001.4500000001954,8.002900000000391,1.8072077159457578,0.8719261479676595,0.6051874543868203,3.310306004619356,117.68970588235868,34,0.5294117647058824,318.5249999999981,-108.24999999998568,1.372799999999743,686.3999999998714,2.4632167942165926,1.0743969187107236,143.4999999999809,0,0,-143.4999999999809,686.3999999998705,0,0,True,896.0,686.3999999998705,64.99999999996362,35,34,0,2,4.264705882352941,10,6.603185078773624,6,0.17142857142857143,2463.550000000812,0.3019973139131382,-0.22420164647308777,1156.4499999997292,2486.2500000001637,1.1102591369928971,-0.31193748139698785,533.8999999998805
7,risk_pct_0p0025__max_contracts_15__skip_trade_if_too_small_true,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,15.0,True,50000.0,3663.8500000011527,7.327700000002306,0.4584450854364208,0.3307142720630085,0.15468059948806154,1.4467564931107924,29.547177419364136,124,0.4112903225806452,232.64411764706148,-112.3424657534107,3.0094999999993615,1504.7499999996808,1.7850424140306156,1.1710581346716855,172.49999999997954,0,0,-172.49999999997954,1504.7499999996799,0,0,True,3085.0,1504.7499999996799,279.9499999991531,130,124,2,0,5.975806451612903,15,10.215633496350904,16,0.12307692307692308,3528.1000000002678,7.056200000000536,1.598896928011162,0.6754395470044126,0.4851955813157663,2.8452405857744902,110.25312500000837,32,0.5,340.00624999999786,-119.49999999998113,1.5827999999996882,791.3999999998441,2.80362126516715,0.9933103588080275,157.49999999995907,0,0,-157.49999999995907,791.3999999998487,0,0,True,896.0,791.3999999998487,97.49999999994179,35,32,2,0,5.15625,15,6.970851829127007,4,0.11428571428571428,1926.6000000009922,0.23728498615742666,-0.31962344593188385,1308.9499999996906,2012.900000000236,0.9019483490583013,-0.5084240823602348,638.8999999998532
8,risk_pct_0p0025__max_contracts_15__skip_trade_if_too_small_false,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.0025,15.0,False,50000.0,4372.500000001141,8.745000000002284,0.543723922967021,0.3893813441760283,0.18459842003944288,1.533166686989597,34.70238095239001,126,0.42063492063492064,237.2358490566061,-112.3424657534107,3.0094999999993615,1504.7499999996808,1.8093328581241592,1.1949572802772301,172.49999999997954,0,0,-172.49999999997954,1504.7499999996799,0,0,True,3085.0,1504.7499999996799,279.9499999991531,130,126,0,2,5.896825396825397,15,10.062318131718246,16,0.12307692307692308,4236.7500000002565,8.473500000000513,1.9102370292585213,0.7967173166666179,0.5826513928572152,3.215873430962827,124.6102941176546,34,0.5294117647058824,341.59722222221967,-119.49999999998113,1.5827999999996882,791.3999999998441,2.8542599628342753,1.0743969187107236,157.49999999995907,0,0,-157.49999999995907,791.3999999998487,0,0,True,896.0,791.3999999998487,97.49999999994179,35,34,0,2,4.911764705882353,15,6.59347172777836,4,0.11428571428571428,2635.250000000981,0.32256382368802683,-0.26095637381886405,1308.9499999996906,2721.550000000225,1.2132884503056607,-0.38714631269802946,638.8999999998532
9,risk_pct_0p0050__max_contracts_3__skip_trade_if_too_small_true,regime_filtered_ema_mild_atr_20_80_compression_off_atr_target_1p0_ts3_vq0p95_bf0p5_ra1p2,risk_percent,,0.005,3.0,True,50000.0,2957.0000000004984,5.914000000000997,0.3723270422957503,0.5409713718032966,0.16874474948783022,1.5665836367121526,23.65600000000399,125,0.416,157.23076923077107,-71.49315068492601,0.983799999999942,491.899999999971,0.8807260331435856,1.188982493875844,235.49999999999727,0,0,-235.49999999999727,491.89999999997235,0,0,False,,491.89999999997235,159.59999999999127,130,125,1,0,2.912,3,20.27414528207726,115,0.8846153846153846,2235.150000000117,4.4703000000002335,1.022603711319725,0.9992596655006438,0.3282546445828537,2.449513618677225,67.73181818182172,33,0.5151515151515151,222.1852941176473,-96.37499999999292,0.9149999999999454,457.4999999999727,1.200585959806189,1.0541252787350497,235.49999999999727,0,0,-235.49999999999727,457.4999999999709,0,0,False,,457.4999999999709,19.499999999985448,35,33,1,0,2.8181818181818183,3,13.488236822923666,28,0.8,1219.7500000003379,0.15116694301675615,-0.1093663461915958,296.0999999999808,719.9500000000853,0.3256551323668644,-0.18460396386400357,304.9999999999818
