scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,hit_rate,avg_win,avg_loss,n_days_traded,pct_days_traded,avg_trades_per_day,mean_daily_pnl,median_daily_pnl,worst_day,pct_days_gt_plus_1r,pct_days_lt_minus_1r,longest_losing_streak_daily,longest_losing_streak_trade,cut_day_freq,hard_loss_cap_freq,profit_lock_freq,giveback_freq,daily_loss_limit_breach_freq,expected_profit_per_trading_day
overall,15532.83999999999,0.8542091721134706,0.766204814457742,1.1724544744586443,13.697389770723095,-3355.499999999989,1134,0.5123456790123457,181.7591394148021,-162.87381555153706,1134,0.6491127647395535,0.6491127647395535,8.891150543789347,0.0,-489.74,0.11562678878076703,0.2169433314253005,8,11,0.040641099026903264,0.0,0.0,0.040641099026903264,0.0,13.697389770723095
is,6860.699999999993,0.551588902247767,0.4975864060940852,1.1081387717067221,8.629811320754708,-2710.2400000000002,795,0.49433962264150944,178.89104325699745,-157.81960199004973,795,0.6505728314238952,0.6505728314238952,5.614320785597376,0.0,-489.74,0.11374795417348608,0.22913256955810146,8,11,0.036824877250409165,0.0,0.0,0.036824877250409165,0.0,8.629811320754708
oos,8672.139999999998,1.5139830759195794,1.3301489993372126,1.3257051259420394,25.581533923303827,-3355.499999999989,339,0.5545722713864307,187.75468085106377,-176.32940397350993,339,0.6457142857142857,0.6457142857142857,16.518361904761896,0.0,-442.74,0.12,0.18857142857142858,4,5,0.049523809523809526,0.0,0.0,0.049523809523809526,0.0,25.581533923303827
