simulation_mode,variant,base_variant,source_variant_name,leverage_factor,run_id,start_session_date,status,pass,fail,expire,failure_reason,days_to_pass,days_to_fail,cycle_trading_days,trading_days_elapsed,calendar_days_elapsed,daily_loss_limit_breached,trailing_drawdown_breached,final_profit_usd,final_equity_usd
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1838,,pass,True,False,False,,3.0,,3.0,3,12,False,False,4552.799999999996,54552.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1839,,fail,False,True,False,trailing_drawdown,,8.0,8.0,8,14,False,True,-1824.6000000000058,48175.399999999994
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1840,,pass,True,False,False,,27.0,,27.0,27,48,False,False,3026.4000000000233,53026.40000000002
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1841,,pass,True,False,False,,13.0,,13.0,13,17,False,False,3509.4000000000015,53509.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1842,,pass,True,False,False,,6.0,,6.0,6,15,False,False,3591.0,53591.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1843,,fail,False,True,False,trailing_drawdown,,3.0,3.0,3,6,False,True,-2553.5999999999985,47446.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1844,,pass,True,False,False,,2.0,,2.0,2,2,False,False,3344.4000000000015,53344.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1845,,fail,False,True,False,trailing_drawdown,,8.0,8.0,8,8,False,True,-1629.5999999999985,48370.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1846,,pass,True,False,False,,13.0,,13.0,13,13,False,False,3493.2000000000044,53493.200000000004
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1847,,fail,False,True,False,trailing_drawdown,,13.0,13.0,13,16,False,True,-665.3999999999942,49334.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1848,,fail,False,True,False,trailing_drawdown,,8.0,8.0,8,9,False,True,73.79999999999563,50073.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1849,,fail,False,True,False,trailing_drawdown,,13.0,13.0,13,40,False,True,-2521.199999999997,47478.8
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1850,,pass,True,False,False,,7.0,,7.0,7,9,False,False,3039.5999999999985,53039.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1851,,fail,False,True,False,trailing_drawdown,,18.0,18.0,18,21,False,True,577.7999999999956,50577.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1852,,pass,True,False,False,,8.0,,8.0,8,9,False,False,3049.7999999999956,53049.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1853,,fail,False,True,False,trailing_drawdown,,11.0,11.0,11,23,False,True,-352.1999999999971,49647.8
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1854,,pass,True,False,False,,2.0,,2.0,2,2,False,False,3110.4000000000015,53110.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1855,,pass,True,False,False,,18.0,,18.0,18,27,False,False,3459.0000000000146,53459.000000000015
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1856,,pass,True,False,False,,12.0,,12.0,12,18,False,False,4308.0,54308.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1857,,pass,True,False,False,,11.0,,11.0,11,11,False,False,3931.7999999999956,53931.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1858,,pass,True,False,False,,13.0,,13.0,13,17,False,False,3714.0,53714.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1859,,pass,True,False,False,,7.0,,7.0,7,7,False,False,3871.7999999999956,53871.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1860,,pass,True,False,False,,4.0,,4.0,4,4,False,False,3396.0,53396.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1861,,fail,False,True,False,trailing_drawdown,,3.0,3.0,3,3,False,True,-2242.7999999999956,47757.200000000004
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1862,,fail,False,True,False,trailing_drawdown,,4.0,4.0,4,12,False,True,-2470.7999999999956,47529.200000000004
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1863,,pass,True,False,False,,7.0,,7.0,7,10,False,False,3612.0000000000073,53612.00000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1864,,pass,True,False,False,,13.0,,13.0,13,20,False,False,4672.799999999996,54672.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1865,,pass,True,False,False,,6.0,,6.0,6,10,False,False,3316.7999999999956,53316.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1866,,pass,True,False,False,,5.0,,5.0,5,7,False,False,3357.0000000000073,53357.00000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1867,,pass,True,False,False,,18.0,,18.0,18,21,False,False,4020.0000000000073,54020.00000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1868,,fail,False,True,False,trailing_drawdown,,5.0,5.0,5,6,False,True,-2480.399999999994,47519.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1869,,pass,True,False,False,,3.0,,3.0,3,10,False,False,3848.399999999994,53848.399999999994
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1870,,pass,True,False,False,,10.0,,10.0,10,14,False,False,3661.2000000000044,53661.200000000004
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1871,,pass,True,False,False,,3.0,,3.0,3,6,False,False,4396.799999999996,54396.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1872,,pass,True,False,False,,6.0,,6.0,6,6,False,False,3927.5999999999985,53927.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1873,,pass,True,False,False,,5.0,,5.0,5,8,False,False,3229.199999999997,53229.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1874,,pass,True,False,False,,5.0,,5.0,5,5,False,False,3752.4000000000015,53752.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1875,,fail,False,True,False,trailing_drawdown,,11.0,11.0,11,12,False,True,226.79999999999563,50226.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1876,,pass,True,False,False,,8.0,,8.0,8,11,False,False,3233.4000000000015,53233.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1877,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,8,False,True,-1229.9999999999927,48770.00000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1878,,pass,True,False,False,,7.0,,7.0,7,16,False,False,3670.19999999999,53670.19999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1879,,pass,True,False,False,,13.0,,13.0,13,19,False,False,4260.599999999991,54260.59999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1880,,fail,False,True,False,trailing_drawdown,,10.0,10.0,10,13,False,True,-631.7999999999956,49368.200000000004
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1881,,fail,False,True,False,trailing_drawdown,,9.0,9.0,9,15,False,True,-415.20000000000437,49584.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1882,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,12,False,True,-622.2000000000044,49377.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1883,,fail,False,True,False,trailing_drawdown,,7.0,7.0,7,9,False,True,-1229.3999999999942,48770.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1884,,pass,True,False,False,,6.0,,6.0,6,8,False,False,3195.600000000006,53195.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1885,,pass,True,False,False,,5.0,,5.0,5,5,False,False,3168.0,53168.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1886,,fail,False,True,False,trailing_drawdown,,3.0,3.0,3,6,False,True,-2312.399999999994,47687.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1887,,pass,True,False,False,,15.0,,15.0,15,24,False,False,3214.800000000003,53214.8
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1888,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,8,False,True,-2090.9999999999927,47909.00000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1889,,pass,True,False,False,,13.0,,13.0,13,21,False,False,3574.7999999999884,53574.79999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1890,,pass,True,False,False,,4.0,,4.0,4,6,False,False,3564.0,53564.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1891,,fail,False,True,False,trailing_drawdown,,14.0,14.0,14,17,False,True,-179.99999999999272,49820.00000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1892,,pass,True,False,False,,9.0,,9.0,9,26,False,False,3641.4000000000015,53641.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1893,,pass,True,False,False,,7.0,,7.0,7,7,False,False,3415.199999999997,53415.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1894,,pass,True,False,False,,12.0,,12.0,12,19,False,False,3281.9999999999927,53281.99999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1895,,fail,False,True,False,trailing_drawdown,,9.0,9.0,9,14,False,True,-719.3999999999942,49280.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1896,,pass,True,False,False,,11.0,,11.0,11,18,False,False,3814.19999999999,53814.19999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1897,,fail,False,True,False,trailing_drawdown,,4.0,4.0,4,5,False,True,-2457.0,47543.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1898,,fail,False,True,False,trailing_drawdown,,13.0,13.0,13,24,False,True,-1693.199999999997,48306.8
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1899,,pass,True,False,False,,13.0,,13.0,13,24,False,False,3906.600000000006,53906.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1900,,pass,True,False,False,,12.0,,12.0,12,14,False,False,3061.80000000001,53061.80000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1901,,pass,True,False,False,,7.0,,7.0,7,8,False,False,4579.199999999997,54579.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1902,,pass,True,False,False,,3.0,,3.0,3,4,False,False,3019.199999999997,53019.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1903,,pass,True,False,False,,4.0,,4.0,4,9,False,False,3567.5999999999985,53567.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1904,,fail,False,True,False,trailing_drawdown,,14.0,14.0,14,19,False,True,536.9999999999927,50536.99999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1905,,pass,True,False,False,,5.0,,5.0,5,7,False,False,4146.5999999999985,54146.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1906,,pass,True,False,False,,8.0,,8.0,8,12,False,False,4126.199999999997,54126.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1907,,pass,True,False,False,,12.0,,12.0,12,13,False,False,3878.4000000000015,53878.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1908,,pass,True,False,False,,13.0,,13.0,13,24,False,False,3457.199999999997,53457.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1909,,pass,True,False,False,,3.0,,3.0,3,4,False,False,3337.199999999997,53337.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1910,,pass,True,False,False,,4.0,,4.0,4,6,False,False,3378.0,53378.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1911,,pass,True,False,False,,4.0,,4.0,4,4,False,False,3396.0,53396.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1912,,pass,True,False,False,,20.0,,20.0,20,33,False,False,3483.5999999999985,53483.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1913,,pass,True,False,False,,4.0,,4.0,4,19,False,False,3000.0,53000.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1914,,pass,True,False,False,,19.0,,19.0,19,24,False,False,4076.399999999994,54076.399999999994
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1915,,fail,False,True,False,trailing_drawdown,,21.0,21.0,21,35,False,True,223.80000000001746,50223.80000000002
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1916,,pass,True,False,False,,9.0,,9.0,9,10,False,False,3631.2000000000116,53631.20000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1917,,fail,False,True,False,trailing_drawdown,,12.0,12.0,12,15,False,True,-2224.199999999997,47775.8
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1918,,pass,True,False,False,,13.0,,13.0,13,21,False,False,4421.999999999993,54421.99999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1919,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,9,False,True,-2183.9999999999927,47816.00000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1920,,fail,False,True,False,trailing_drawdown,,25.0,25.0,25,38,False,True,543.5999999999913,50543.59999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1921,,fail,False,True,False,trailing_drawdown,,16.0,16.0,16,29,False,True,490.79999999999563,50490.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1922,,pass,True,False,False,,15.0,,15.0,15,26,False,False,4047.5999999999985,54047.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1923,,pass,True,False,False,,20.0,,20.0,20,26,False,False,3194.399999999994,53194.399999999994
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1924,,pass,True,False,False,,20.0,,20.0,20,30,False,False,3085.7999999999956,53085.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1925,,fail,False,True,False,trailing_drawdown,,3.0,3.0,3,6,False,True,-2288.4000000000015,47711.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1926,,fail,False,True,False,trailing_drawdown,,34.0,34.0,34,52,False,True,254.400000000016,50254.400000000016
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1927,,pass,True,False,False,,5.0,,5.0,5,5,False,False,3420.0,53420.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1928,,pass,True,False,False,,16.0,,16.0,16,24,False,False,3405.5999999999913,53405.59999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1929,,fail,False,True,False,trailing_drawdown,,20.0,20.0,20,34,False,True,223.20000000000437,50223.200000000004
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1930,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,6,False,True,-2164.800000000003,47835.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1931,,fail,False,True,False,trailing_drawdown,,20.0,20.0,20,34,False,True,416.400000000016,50416.400000000016
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1932,,fail,False,True,False,trailing_drawdown,,11.0,11.0,11,21,False,True,-1340.4000000000015,48659.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1933,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,6,False,True,-1852.800000000003,48147.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1934,,pass,True,False,False,,11.0,,11.0,11,15,False,False,3278.4000000000015,53278.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1935,,pass,True,False,False,,6.0,,6.0,6,16,False,False,3141.5999999999985,53141.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1936,,fail,False,True,False,trailing_drawdown,,14.0,14.0,14,20,False,True,472.1999999999971,50472.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1937,,pass,True,False,False,,7.0,,7.0,7,11,False,False,4071.0,54071.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1938,,fail,False,True,False,trailing_drawdown,,5.0,5.0,5,14,False,True,-1495.2000000000044,48504.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1939,,pass,True,False,False,,5.0,,5.0,5,14,False,False,3229.199999999997,53229.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1940,,pass,True,False,False,,10.0,,10.0,10,11,False,False,3649.19999999999,53649.19999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1941,,fail,False,True,False,trailing_drawdown,,4.0,4.0,4,17,False,True,-2135.4000000000015,47864.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1942,,pass,True,False,False,,17.0,,17.0,17,20,False,False,3094.19999999999,53094.19999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1943,,pass,True,False,False,,12.0,,12.0,12,17,False,False,3906.0000000000073,53906.00000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1944,,pass,True,False,False,,3.0,,3.0,3,3,False,False,3362.4000000000015,53362.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1945,,fail,False,True,False,trailing_drawdown,,8.0,8.0,8,14,False,True,-1351.2000000000044,48648.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1946,,pass,True,False,False,,9.0,,9.0,9,9,False,False,3030.0,53030.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1947,,pass,True,False,False,,8.0,,8.0,8,18,False,False,4323.600000000006,54323.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1948,,pass,True,False,False,,4.0,,4.0,4,9,False,False,3368.4000000000015,53368.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1949,,pass,True,False,False,,7.0,,7.0,7,7,False,False,3453.5999999999985,53453.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1950,,pass,True,False,False,,19.0,,19.0,19,22,False,False,3532.800000000003,53532.8
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1951,,fail,False,True,False,trailing_drawdown,,12.0,12.0,12,15,False,True,-469.8000000000102,49530.19999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1952,,fail,False,True,False,trailing_drawdown,,4.0,4.0,4,5,False,True,-2011.1999999999898,47988.80000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1953,,pass,True,False,False,,2.0,,2.0,2,10,False,False,3336.0,53336.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1954,,fail,False,True,False,trailing_drawdown,,11.0,11.0,11,17,False,True,-1396.1999999999898,48603.80000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1955,,pass,True,False,False,,12.0,,12.0,12,16,False,False,3105.5999999999985,53105.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1956,,pass,True,False,False,,6.0,,6.0,6,6,False,False,3591.600000000006,53591.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1957,,pass,True,False,False,,10.0,,10.0,10,15,False,False,3379.199999999997,53379.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1958,,fail,False,True,False,trailing_drawdown,,12.0,12.0,12,14,False,True,-476.9999999999927,49523.00000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1959,,pass,True,False,False,,10.0,,10.0,10,18,False,False,4443.600000000006,54443.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1960,,fail,False,True,False,trailing_drawdown,,5.0,5.0,5,10,False,True,63.0,50063.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1961,,fail,False,True,False,trailing_drawdown,,19.0,19.0,19,33,False,True,317.40000000000146,50317.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1962,,fail,False,True,False,trailing_drawdown,,22.0,22.0,22,40,False,True,368.40000000000146,50368.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1963,,fail,False,True,False,trailing_drawdown,,14.0,14.0,14,21,False,True,-1582.2000000000044,48417.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1964,,pass,True,False,False,,3.0,,3.0,3,12,False,False,3328.800000000003,53328.8
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1965,,fail,False,True,False,trailing_drawdown,,11.0,11.0,11,19,False,True,-2121.0,47879.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1966,,fail,False,True,False,trailing_drawdown,,8.0,8.0,8,15,False,True,-2263.800000000003,47736.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1967,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,6,False,True,-839.9999999999927,49160.00000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1968,,fail,False,True,False,trailing_drawdown,,5.0,5.0,5,6,False,True,-2491.7999999999956,47508.200000000004
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1969,,fail,False,True,False,trailing_drawdown,,15.0,15.0,15,20,False,True,-1845.0,48155.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1970,,pass,True,False,False,,5.0,,5.0,5,5,False,False,3168.0,53168.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1971,,pass,True,False,False,,3.0,,3.0,3,3,False,False,3247.199999999997,53247.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1972,,fail,False,True,False,trailing_drawdown,,8.0,8.0,8,15,False,True,-2682.5999999999985,47317.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1973,,pass,True,False,False,,4.0,,4.0,4,4,False,False,3664.800000000003,53664.8
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1974,,pass,True,False,False,,4.0,,4.0,4,7,False,False,4596.0,54596.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1975,,pass,True,False,False,,6.0,,6.0,6,9,False,False,3528.0,53528.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1976,,pass,True,False,False,,4.0,,4.0,4,7,False,False,3019.7999999999956,53019.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1977,,pass,True,False,False,,9.0,,9.0,9,11,False,False,4261.800000000003,54261.8
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1978,,fail,False,True,False,trailing_drawdown,,3.0,3.0,3,8,False,True,-2359.800000000003,47640.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1979,,fail,False,True,False,trailing_drawdown,,9.0,9.0,9,16,False,True,-813.0000000000073,49186.99999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1980,,pass,True,False,False,,5.0,,5.0,5,9,False,False,3031.2000000000044,53031.200000000004
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1981,,pass,True,False,False,,3.0,,3.0,3,5,False,False,3019.199999999997,53019.2
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1982,,pass,True,False,False,,2.0,,2.0,2,10,False,False,3240.0,53240.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1983,,pass,True,False,False,,5.0,,5.0,5,9,False,False,3012.5999999999985,53012.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1984,,fail,False,True,False,trailing_drawdown,,8.0,8.0,8,10,False,True,-1883.3999999999942,48116.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1985,,fail,False,True,False,trailing_drawdown,,18.0,18.0,18,21,False,True,-969.0000000000073,49030.99999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1986,,pass,True,False,False,,10.0,,10.0,10,16,False,False,4118.399999999994,54118.399999999994
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1987,,pass,True,False,False,,11.0,,11.0,11,13,False,False,3054.599999999984,53054.599999999984
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1988,,fail,False,True,False,trailing_drawdown,,9.0,9.0,9,10,False,True,-1467.5999999999913,48532.40000000001
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1989,,pass,True,False,False,,3.0,,3.0,3,6,False,False,3171.600000000006,53171.600000000006
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1990,,pass,True,False,False,,8.0,,8.0,8,9,False,False,3635.4000000000015,53635.4
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1991,,pass,True,False,False,,12.0,,12.0,12,23,False,False,3385.800000000003,53385.8
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1992,,pass,True,False,False,,9.0,,9.0,9,19,False,False,3045.5999999999985,53045.6
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1993,,fail,False,True,False,trailing_drawdown,,6.0,6.0,6,11,False,True,-1887.0,48113.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1994,,pass,True,False,False,,10.0,,10.0,10,15,False,False,3510.5999999999913,53510.59999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1995,,pass,True,False,False,,15.0,,15.0,15,24,False,False,3002.9999999999927,53002.99999999999
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1996,,fail,False,True,False,trailing_drawdown,,15.0,15.0,15,20,False,True,-1641.0,48359.0
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1997,,fail,False,True,False,trailing_drawdown,,9.0,9.0,9,18,False,True,-541.2000000000044,49458.799999999996
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1998,,pass,True,False,False,,21.0,,21.0,21,31,False,False,3514.2000000000044,53514.200000000004
block_bootstrap,nominal_x1.2,nominal,nominal,1.2,bootstrap_1999,,pass,True,False,False,,7.0,,7.0,7,11,False,False,3536.4000000000015,53536.4
block_bootstrap,nominal_x1.5,nominal,nominal,1.5,bootstrap_0,,fail,False,True,False,daily_loss_limit,,2.0,2.0,2,3,True,False,-1062.75,48937.25
block_bootstrap,nominal_x1.5,nominal,nominal,1.5,bootstrap_1,,fail,False,True,False,daily_loss_limit,,5.0,5.0,5,5,True,False,-1821.75,48178.25
block_bootstrap,nominal_x1.5,nominal,nominal,1.5,bootstrap_2,,fail,False,True,False,daily_loss_limit,,2.0,2.0,2,3,True,False,1006.5,51006.5
