entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
9.0,4,194.500000000005,48.62500000000125,0.75
10.0,30,-231.52187499995534,-7.717395833331845,0.4
11.0,75,-272.80104166660294,-3.6373472222213725,0.4266666666666667
12.0,124,-1364.349999999938,-11.002822580644661,0.4112903225806452
13.0,118,-1648.8927083332374,-13.973667019773197,0.2627118644067797
14.0,123,-391.76874999987376,-3.18511178861686,0.3170731707317073
15.0,56,-410.60104166659585,-7.3321614583320684,0.32142857142857145
