order_index,campaign_variant_name,variant_role,alpha_variant_name,sizing_mode,fixed_contracts,risk_pct,max_contracts,skip_trade_if_too_small,initial_capital_usd,full_net_pnl_usd,full_return_pct,full_cagr_pct,full_sharpe,full_sortino,full_profit_factor,full_expectancy_usd,full_nb_trades,full_win_rate,full_avg_win_usd,full_avg_loss_usd,full_max_drawdown_pct,full_max_drawdown_usd,full_annualized_vol_pct,full_exposure_time_in_market_pct,full_worst_trade_loss_usd,full_trades_loss_gt_250_usd,full_trades_loss_gt_500_usd,full_worst_day_pnl_usd,full_max_daily_drawdown_usd,full_days_below_minus_500_usd,full_days_below_minus_1000_usd,full_pass_target_3000_usd_without_breaching_2000_dd,full_days_to_target_3000_usd,full_max_trailing_drawdown_observed_usd,full_max_static_drawdown_observed_usd,full_signal_attempt_count,full_entered_trade_count,full_skip_too_small_count,full_forced_one_contract_count,full_avg_contracts_entered,full_max_contracts_used,full_avg_contracts_raw,full_cap_hit_count,full_cap_hit_rate,full_avg_contracts,full_median_contracts,full_pct_trades_at_1_contract,full_pct_trades_at_2_contracts,full_pct_trades_at_3_plus_contracts,full_nb_skipped_trades,full_pct_skipped_trades,full_nb_days_below_minus_250,full_nb_days_below_minus_500,full_nb_days_below_minus_1000,full_nb_trades_below_minus_150,full_nb_trades_below_minus_250,full_nb_trades_below_minus_500,full_days_to_3000_usd_if_reached,oos_net_pnl_usd,oos_return_pct,oos_cagr_pct,oos_sharpe,oos_sortino,oos_profit_factor,oos_expectancy_usd,oos_nb_trades,oos_win_rate,oos_avg_win_usd,oos_avg_loss_usd,oos_max_drawdown_pct,oos_max_drawdown_usd,oos_annualized_vol_pct,oos_exposure_time_in_market_pct,oos_worst_trade_loss_usd,oos_trades_loss_gt_250_usd,oos_trades_loss_gt_500_usd,oos_worst_day_pnl_usd,oos_max_daily_drawdown_usd,oos_days_below_minus_500_usd,oos_days_below_minus_1000_usd,oos_pass_target_3000_usd_without_breaching_2000_dd,oos_days_to_target_3000_usd,oos_max_trailing_drawdown_observed_usd,oos_max_static_drawdown_observed_usd,oos_signal_attempt_count,oos_entered_trade_count,oos_skip_too_small_count,oos_forced_one_contract_count,oos_avg_contracts_entered,oos_max_contracts_used,oos_avg_contracts_raw,oos_cap_hit_count,oos_cap_hit_rate,oos_avg_contracts,oos_median_contracts,oos_pct_trades_at_1_contract,oos_pct_trades_at_2_contracts,oos_pct_trades_at_3_plus_contracts,oos_nb_skipped_trades,oos_pct_skipped_trades,oos_nb_days_below_minus_250,oos_nb_days_below_minus_500,oos_nb_days_below_minus_1000,oos_nb_trades_below_minus_150,oos_nb_trades_below_minus_250,oos_nb_trades_below_minus_500,oos_days_to_3000_usd_if_reached,full_prop_score,full_net_pnl_delta_vs_baseline_usd,full_cagr_delta_vs_baseline_pct,full_sharpe_delta_vs_baseline,full_max_drawdown_delta_vs_baseline_usd,oos_prop_score,oos_net_pnl_delta_vs_baseline_usd,oos_cagr_delta_vs_baseline_pct,oos_sharpe_delta_vs_baseline,oos_max_drawdown_delta_vs_baseline_usd,recommended_cluster_id,is_recommended_cluster
0,fixed_1_contract,baseline,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,fixed_contracts,1.0,,,,50000.0,1460.7250000002625,2.921450000000525,0.4199109906226406,0.7214161623937717,0.4705568941682656,1.297863988580816,4.296250000000772,340,0.3352941176470588,55.830921052632085,-21.699115044246888,0.7881499999999211,394.0749999999605,0.5841444109523944,3.6809306190278357,86.99999999999818,0,0,-86.99999999999818,394.0749999999607,0,0,False,,394.0749999999607,325.0499999999374,344,340,0,0,1.0,1,1.0,0,0.0,1.0,1.0,100.0,0.0,0.0,4,1.1627906976744187,0,0,0,0,0,0,,986.6500000000781,1.9733000000001562,0.9485562002740755,1.5622017875381824,1.203950117780989,1.8008522727273735,9.966161616162404,99,0.35353535353535354,63.39000000000059,-19.2499999999991,0.30799999999999045,153.99999999999523,0.6063134785504939,3.3748271092669433,60.499999999999545,0,0,-60.499999999999545,154.0,0,0,False,,154.0,52.174999999995634,99,99,0,0,1.0,1,1.0,0,0.0,1.0,1.0,100.0,0.0,0.0,0,0.0,0,0,0,0,0,0,,-5.319605679484727,0.0,0.0,0.0,0.0,-1.6038613040520033,0.0,0.0,0.0,0.0,2,False
1,risk_pct_0p0015__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.0015,2.0,True,50000.0,3735.4000000004826,7.470800000000965,1.0539574869535828,1.0643203690656404,0.8249052207308358,1.4793583573950155,11.11726190476334,336,0.3392857142857143,101.12192982456239,-35.101351351349685,1.116199999999851,558.0999999999256,1.0125171129052957,3.6476942251765685,82.99999999999955,0,0,-82.99999999999955,558.0999999999258,0,0,True,1504.0,558.0999999999258,451.27499999987776,344,336,4,0,1.8660714285714286,2,12.111192348290567,291,0.8459302325581395,1.8660714285714286,2.0,13.392857142857142,86.60714285714286,0.0,8,2.3255813953488373,0,0,0,0,0,0,1504.0,1909.4750000001477,3.818950000000296,1.8272017636484117,1.6891716341405543,1.465610866551928,1.8962567472425458,19.287626262627754,99,0.35353535353535354,115.4278571428583,-33.28906249999832,0.5598499999999286,279.92499999996426,1.0852041100801555,3.3748271092669433,80.0,0,0,-80.0,279.92499999996653,0,0,False,,279.92499999996653,76.27499999996508,99,99,0,0,1.8888888888888888,2,11.380471999929028,88,0.8888888888888888,1.8888888888888888,2.0,11.11111111111111,88.88888888888889,0.0,0,0.0,0,0,0,0,0,0,,3.7158444405313853,2274.6750000002203,0.6340464963309422,0.3429042066718687,164.02499999996508,-1.006030930911253,922.8250000000696,0.8786455633743362,0.12696984660237187,125.92499999996903,2,False
2,risk_pct_0p0015__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.0015,3.0,True,50000.0,5823.600000000673,11.647200000001346,1.6161456650357842,1.2003168244356843,1.0337585952901975,1.5768796433879126,17.332142857144863,336,0.3392857142857143,139.63684210526455,-45.47297297297063,1.5100999999998825,755.0499999999413,1.399694562036396,3.6476942251765685,85.50000000000068,0,0,-116.9999999999925,755.0499999999447,0,0,True,1209.0,755.0499999999447,579.9999999998181,344,336,4,0,2.607142857142857,3,12.275324677805708,246,0.7151162790697675,2.607142857142857,3.0,12.5,14.285714285714285,73.21428571428571,8,2.3255813953488373,0,0,0,0,0,0,1209.0,2539.8750000002065,5.079750000000413,2.422788446919655,1.654854853230167,1.546023935615789,1.9061273635391884,25.655303030305117,99,0.35353535353535354,152.65357142857297,-43.79687499999761,0.7308999999998945,365.4499999999473,1.4734101877520178,3.3748271092669433,80.99999999999454,0,0,-80.99999999999454,365.44999999994616,0,0,False,,365.44999999994616,161.7999999999447,99,99,0,0,2.6161616161616164,3,11.425294750258,72,0.7272727272727273,2.6161616161616164,3.0,11.11111111111111,16.161616161616163,72.72727272727273,0,0.0,0,0,0,0,0,0,,5.602925473308309,4362.875000000411,1.1962346744131436,0.4789006620419126,360.9749999999808,-0.8343604403088207,1553.2250000001284,1.4742322466455793,0.09265306569198462,211.44999999995207,2,False
3,risk_pct_0p0015__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.0015,4.0,True,50000.0,7177.400000000837,14.354800000001674,1.9710894776401977,1.22293324542363,1.1079213241355488,1.6038532727579697,21.361309523812015,336,0.3392857142857143,167.2228070175455,-53.54054054053761,1.8317999999998502,915.8999999999251,1.6931757132384828,3.6476942251765685,93.99999999999636,0,0,-155.99999999999,915.8999999999287,0,0,True,1079.0,915.8999999999287,667.1499999997759,344,336,4,0,3.2291666666666665,4,12.398505149832333,209,0.6075581395348837,3.2291666666666665,4.0,12.5,14.285714285714285,73.21428571428571,8,2.3255813953488373,0,0,0,0,0,0,1079.0,2933.9000000002497,5.8678000000005,2.7931794387282105,1.6258929489404155,1.5969253857677312,1.9073449822175412,29.635353535356057,99,0.35353535353535354,176.21142857143036,-50.52343749999707,0.8017999999999619,400.899999999981,1.7323059318485667,3.3748271092669433,83.99999999999636,0,0,-83.99999999999636,400.8999999999796,0,0,False,,400.8999999999796,197.24999999997817,99,99,0,0,3.1717171717171717,4,11.460680481280052,55,0.5555555555555556,3.1717171717171717,4.0,11.11111111111111,16.161616161616163,72.72727272727273,0,0.0,0,0,0,0,0,0,,4.775449736271395,5716.675000000575,1.5511784870175571,0.5015170830298582,521.8249999999646,-0.656304486511587,1947.2500000001717,1.844623238454135,0.06369116140223308,246.89999999998577,2,False
4,risk_pct_0p0015__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.0015,5.0,True,50000.0,8691.575000000965,17.38315000000193,2.3596720896429613,1.2819632136789285,1.2447093426153457,1.66421420656463,25.86778273809811,336,0.3392857142857143,191.02697368421238,-58.9436936936903,1.9914999999998308,995.7499999999154,1.955962618026268,3.6476942251765685,100.0,0,0,-155.99999999999,995.7499999999127,0,0,True,823.0,995.7499999999127,625.3249999997424,344,336,4,0,3.732142857142857,5,12.548811846195804,167,0.48546511627906974,3.732142857142857,4.0,11.904761904761903,14.880952380952381,73.21428571428571,8,2.3255813953488373,0,0,0,0,0,0,823.0,3285.3000000002885,6.570600000000577,3.1223017875995795,1.6170348818878555,1.6853143984679777,1.9322644721908324,33.1848484848514,99,0.35353535353535354,194.55142857143056,-55.06249999999657,0.855799999999956,427.89999999997804,1.9504143264480338,3.3748271092669433,83.99999999999636,0,0,-83.99999999999636,427.8999999999796,0,0,True,503.0,427.8999999999796,224.24999999997817,99,99,0,0,3.6262626262626263,5,11.508848930264644,45,0.45454545454545453,3.6262626262626263,4.0,11.11111111111111,16.161616161616163,72.72727272727273,0,0.0,0,0,0,0,0,0,503.0,4.3735146410373495,7230.8500000007025,1.9397610990203207,0.5605470512851568,601.6749999999549,5.61015464566412,2298.6500000002106,2.173745587325504,0.054833094349673095,273.8999999999828,2,False
5,risk_pct_0p0015__max_contracts_6__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.0015,6.0,True,50000.0,9924.600000001095,19.84920000000219,2.6698251917337545,1.2952284010807669,1.316834340198353,1.6916338548382657,29.449851632050727,337,0.33827893175074186,212.93070175438802,-64.34753363228313,2.1891999999998064,1094.599999999903,2.2105700652433655,3.6560033236393856,100.0,0,0,-155.99999999999,1094.599999999904,0,0,True,763.0,1094.599999999904,612.4499999997133,344,337,3,0,4.201780415430267,6,12.643400954213954,150,0.436046511627907,4.201780415430267,5.0,11.572700296735905,14.243323442136498,74.1839762611276,7,2.0348837209302326,0,0,0,0,0,0,763.0,3535.5750000003254,7.07115000000065,3.356026617761221,1.5735716835899085,1.711736216917226,1.9309044233808743,35.712878787882076,99,0.35353535353535354,209.53071428571636,-59.34374999999605,0.9822499999998353,491.1249999999177,2.1569732319133856,3.3748271092669433,92.99999999998363,0,0,-92.99999999998363,491.12499999991996,0,0,True,348.0,491.12499999991996,251.2499999999709,99,99,0,0,4.05050505050505,6,11.536652615691608,42,0.42424242424242425,4.05050505050505,4.0,11.11111111111111,16.161616161616163,72.72727272727273,0,0.0,0,0,0,0,0,0,348.0,3.7707852032429265,8463.875000000833,2.249914201111114,0.5738122386869952,700.5249999999426,5.312502550770846,2548.9250000002476,2.4074704174871453,0.011369896051726114,337.12499999992247,2,False
6,risk_pct_0p0020__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.002,2.0,True,50000.0,3758.50000000051,7.51700000000102,1.0602778434126492,0.9736935466533099,0.7154187934696546,1.4239228513422828,11.054411764707384,340,0.3352941176470588,110.74122807017648,-39.230088495573476,1.3307999999998856,665.3999999999428,1.1136017234623647,3.6809306190278357,101.99999999999818,0,0,-101.99999999999818,658.0999999999258,0,0,True,1504.0,658.0999999999258,605.0499999998719,344,340,0,0,1.9529411764705882,2,15.9386197145188,324,0.9418604651162791,1.9529411764705882,2.0,4.705882352941177,95.29411764705881,0.0,4,1.1627906976744187,0,0,0,0,0,0,1504.0,2142.700000000152,4.285400000000304,2.047980522755455,1.7624792438673824,1.5347570695429233,1.961714542190422,21.64343434343588,99,0.35353535353535354,124.87714285714402,-34.81249999999825,0.5559999999999764,277.9999999999882,1.1671014039782497,3.3748271092669433,99.99999999999545,0,0,-99.99999999999545,277.9999999999927,0,0,False,,277.9999999999927,56.24999999998545,99,99,0,0,1.9494949494949494,2,15.220469066063217,94,0.9494949494949495,1.9494949494949494,2.0,5.05050505050505,94.94949494949495,0.0,0,0.0,0,0,0,0,0,0,,2.6238139732944177,2297.775000000248,0.6403668527900086,0.25227738425953816,271.3249999999823,-0.6626289350642169,1156.050000000074,1.0994243224813793,0.20027745632920002,123.99999999999295,2,False
7,risk_pct_0p0020__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.002,3.0,True,50000.0,5836.150000000732,11.672300000001464,1.619469683261343,1.096830758845809,0.8726488675396852,1.493710345994502,17.16514705882568,340,0.3352941176470588,154.88728070175583,-52.30530973451078,1.7215999999998417,860.7999999999208,1.5350568217193552,3.6809306190278357,116.99999999999591,0,0,-116.99999999999591,837.3249999999316,0,0,True,1233.0,837.3249999999316,770.2749999998123,344,340,0,0,2.776470588235294,3,16.140657391526837,279,0.811046511627907,2.776470588235294,3.0,4.411764705882353,13.529411764705882,82.05882352941177,4,1.1627906976744187,0,0,0,0,0,0,1233.0,2971.4000000002147,5.94280000000043,2.828355775729041,1.7872711296368307,1.6510844230817423,1.9907969323108943,30.014141414143584,99,0.35353535353535354,170.58285714285876,-46.85937499999753,0.733999999999969,366.99999999998454,1.596033166260475,3.3748271092669433,109.49999999999932,0,0,-109.49999999999932,366.99999999998545,0,0,False,,366.99999999998545,149.74999999998545,99,99,0,0,2.757575757575758,3,15.280526296613008,80,0.8080808080808081,2.757575757575758,3.0,5.05050505050505,14.14141414141414,80.8080808080808,0,0.0,0,0,0,0,0,0,,4.424200609872239,4375.4250000004695,1.1995586926387025,0.37541459645203734,466.72499999996035,-0.15681994442245184,1984.7500000001367,1.8797995754549657,0.22506934209864826,212.9999999999893,2,False
8,risk_pct_0p0020__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.002,4.0,True,50000.0,7582.6000000009235,15.165200000001846,2.0759295763793872,1.1451392599402703,0.9655443633767639,1.5311431773606967,22.30176470588507,340,0.3352941176470588,191.74210526315977,-63.1681415929172,2.0767999999998414,1038.3999999999207,1.9102819570982779,3.6809306190278357,120.0,0,0,-155.99999999999,1038.3999999999214,0,0,True,1081.0,1038.3999999999214,898.9999999997599,344,340,0,0,3.5088235294117647,4,16.32843736466784,246,0.7151162790697675,3.5088235294117647,4.0,3.823529411764706,13.823529411764707,82.35294117647058,4,1.1627906976744187,0,0,0,0,0,0,1081.0,3601.8000000002735,7.203600000000547,3.4177777543132004,1.742719446526594,1.6719298840842098,1.981015933542278,36.38181818182095,99,0.35353535353535354,207.8085714285734,-57.36718749999682,0.9119999999999618,455.9999999999809,1.984099050992886,3.3748271092669433,109.49999999999932,0,0,-109.49999999999932,455.9999999999782,0,0,True,401.0,455.9999999999782,243.24999999997817,99,99,0,0,3.484848484848485,4,15.3402899637183,72,0.7272727272727273,3.484848484848485,4.0,5.05050505050505,14.14141414141414,80.8080808080808,0,0.0,0,0,0,0,0,0,401.0,3.4858177798213212,6121.875000000661,1.6560185857567467,0.4237230975464986,644.3249999999603,5.971558339580291,2615.150000000195,2.469221554039125,0.18051765898841166,301.9999999999857,2,False
9,risk_pct_0p0020__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.002,5.0,True,50000.0,8841.9000000011,17.6838000000022,2.397780961240037,1.1539008340742198,1.0038371487784723,1.5423147693818426,26.005588235297353,340,0.3352941176470588,220.57807017544079,-72.14159292035022,2.4464999999998094,1223.2499999999047,2.2106232991295562,3.6809306190278357,129.99999999999545,0,0,-194.9999999999875,1223.2499999999054,0,0,True,843.0,1223.2499999999054,1052.1499999997104,344,340,0,0,4.158823529411765,5,16.468970313720963,218,0.6337209302325582,4.158823529411765,5.0,3.823529411764706,12.941176470588237,83.23529411764706,4,1.1627906976744187,0,0,0,0,0,0,843.0,4068.350000000321,8.136700000000642,3.851696822201034,1.715261684328861,1.694754550520603,1.9753895948215192,41.09444444444769,99,0.35353535353535354,235.41000000000224,-65.17187499999622,1.035999999999958,517.9999999999791,2.2769796793592336,3.3748271092669433,117.49999999999545,0,0,-117.49999999999545,517.9999999999782,0,0,True,348.0,517.9999999999782,290.7499999999709,99,99,0,0,4.090909090909091,5,15.391433782227814,59,0.5959595959595959,4.090909090909091,5.0,5.05050505050505,14.14141414141414,80.8080808080808,0,0.0,0,0,0,0,0,0,348.0,2.210577502223323,7381.175000000838,1.9778699706173963,0.43248467168044813,829.1749999999442,6.028251719653864,3081.7000000002427,2.9031406219269584,0.15305989679067866,363.99999999998386,2,False
