campaign_variant_name,variant_role,alpha_variant_name,sizing_mode,fixed_contracts,risk_pct,max_contracts,skip_trade_if_too_small,initial_capital_usd,net_pnl_usd,return_pct,cagr_pct,sharpe,sortino,profit_factor,expectancy_usd,nb_trades,win_rate,avg_win_usd,avg_loss_usd,max_drawdown_pct,max_drawdown_usd,annualized_vol_pct,exposure_time_in_market_pct,worst_trade_loss_usd,trades_loss_gt_250_usd,trades_loss_gt_500_usd,worst_day_pnl_usd,max_daily_drawdown_usd,days_below_minus_500_usd,days_below_minus_1000_usd,pass_target_3000_usd_without_breaching_2000_dd,days_to_target_3000_usd,max_trailing_drawdown_observed_usd,max_static_drawdown_observed_usd,signal_attempt_count,entered_trade_count,skip_too_small_count,forced_one_contract_count,avg_contracts_entered,max_contracts_used,avg_contracts_raw,cap_hit_count,cap_hit_rate,avg_contracts,median_contracts,pct_trades_at_1_contract,pct_trades_at_2_contracts,pct_trades_at_3_plus_contracts,nb_skipped_trades,pct_skipped_trades,nb_days_below_minus_250,nb_days_below_minus_500,nb_days_below_minus_1000,nb_trades_below_minus_150,nb_trades_below_minus_250,nb_trades_below_minus_500,days_to_3000_usd_if_reached,prop_score,net_pnl_delta_vs_baseline_usd,cagr_delta_vs_baseline_pct,sharpe_delta_vs_baseline,max_drawdown_delta_vs_baseline_usd
fixed_1_contract,baseline,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,fixed_contracts,1.0,,,,50000.0,986.6500000000781,1.9733000000001562,0.9485562002740755,1.5622017875381824,1.203950117780989,1.8008522727273735,9.966161616162404,99,0.35353535353535354,63.39000000000059,-19.2499999999991,0.30799999999999045,153.99999999999523,0.6063134785504939,3.3748271092669433,60.499999999999545,0,0,-60.499999999999545,154.0,0,0,False,,154.0,52.174999999995634,99,99,0,0,1.0,1,1.0,0,0.0,1.0,1.0,100.0,0.0,0.0,0,0.0,0,0,0,0,0,0,,-1.6038613040520033,0.0,0.0,0.0,0.0
risk_pct_0p0015__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.0015,2.0,True,50000.0,1909.4750000001477,3.818950000000296,1.8272017636484117,1.6891716341405543,1.465610866551928,1.8962567472425458,19.287626262627754,99,0.35353535353535354,115.4278571428583,-33.28906249999832,0.5598499999999286,279.92499999996426,1.0852041100801555,3.3748271092669433,80.0,0,0,-80.0,279.92499999996653,0,0,False,,279.92499999996653,76.27499999996508,99,99,0,0,1.8888888888888888,2,11.380471999929028,88,0.8888888888888888,1.8888888888888888,2.0,11.11111111111111,88.88888888888889,0.0,0,0.0,0,0,0,0,0,0,,-1.006030930911253,922.8250000000696,0.8786455633743362,0.12696984660237187,125.92499999996903
risk_pct_0p0015__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.0015,3.0,True,50000.0,2539.8750000002065,5.079750000000413,2.422788446919655,1.654854853230167,1.546023935615789,1.9061273635391884,25.655303030305117,99,0.35353535353535354,152.65357142857297,-43.79687499999761,0.7308999999998945,365.4499999999473,1.4734101877520178,3.3748271092669433,80.99999999999454,0,0,-80.99999999999454,365.44999999994616,0,0,False,,365.44999999994616,161.7999999999447,99,99,0,0,2.6161616161616164,3,11.425294750258,72,0.7272727272727273,2.6161616161616164,3.0,11.11111111111111,16.161616161616163,72.72727272727273,0,0.0,0,0,0,0,0,0,,-0.8343604403088207,1553.2250000001284,1.4742322466455793,0.09265306569198462,211.44999999995207
risk_pct_0p0015__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.0015,4.0,True,50000.0,2933.9000000002497,5.8678000000005,2.7931794387282105,1.6258929489404155,1.5969253857677312,1.9073449822175412,29.635353535356057,99,0.35353535353535354,176.21142857143036,-50.52343749999707,0.8017999999999619,400.899999999981,1.7323059318485667,3.3748271092669433,83.99999999999636,0,0,-83.99999999999636,400.8999999999796,0,0,False,,400.8999999999796,197.24999999997817,99,99,0,0,3.1717171717171717,4,11.460680481280052,55,0.5555555555555556,3.1717171717171717,4.0,11.11111111111111,16.161616161616163,72.72727272727273,0,0.0,0,0,0,0,0,0,,-0.656304486511587,1947.2500000001717,1.844623238454135,0.06369116140223308,246.89999999998577
risk_pct_0p0015__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.0015,5.0,True,50000.0,3285.3000000002885,6.570600000000577,3.1223017875995795,1.6170348818878555,1.6853143984679777,1.9322644721908324,33.1848484848514,99,0.35353535353535354,194.55142857143056,-55.06249999999657,0.855799999999956,427.89999999997804,1.9504143264480338,3.3748271092669433,83.99999999999636,0,0,-83.99999999999636,427.8999999999796,0,0,True,503.0,427.8999999999796,224.24999999997817,99,99,0,0,3.6262626262626263,5,11.508848930264644,45,0.45454545454545453,3.6262626262626263,4.0,11.11111111111111,16.161616161616163,72.72727272727273,0,0.0,0,0,0,0,0,0,503.0,5.61015464566412,2298.6500000002106,2.173745587325504,0.054833094349673095,273.8999999999828
risk_pct_0p0015__max_contracts_6__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.0015,6.0,True,50000.0,3535.5750000003254,7.07115000000065,3.356026617761221,1.5735716835899085,1.711736216917226,1.9309044233808743,35.712878787882076,99,0.35353535353535354,209.53071428571636,-59.34374999999605,0.9822499999998353,491.1249999999177,2.1569732319133856,3.3748271092669433,92.99999999998363,0,0,-92.99999999998363,491.12499999991996,0,0,True,348.0,491.12499999991996,251.2499999999709,99,99,0,0,4.05050505050505,6,11.536652615691608,42,0.42424242424242425,4.05050505050505,4.0,11.11111111111111,16.161616161616163,72.72727272727273,0,0.0,0,0,0,0,0,0,348.0,5.312502550770846,2548.9250000002476,2.4074704174871453,0.011369896051726114,337.12499999992247
risk_pct_0p0020__max_contracts_2__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.002,2.0,True,50000.0,2142.700000000152,4.285400000000304,2.047980522755455,1.7624792438673824,1.5347570695429233,1.961714542190422,21.64343434343588,99,0.35353535353535354,124.87714285714402,-34.81249999999825,0.5559999999999764,277.9999999999882,1.1671014039782497,3.3748271092669433,99.99999999999545,0,0,-99.99999999999545,277.9999999999927,0,0,False,,277.9999999999927,56.24999999998545,99,99,0,0,1.9494949494949494,2,15.220469066063217,94,0.9494949494949495,1.9494949494949494,2.0,5.05050505050505,94.94949494949495,0.0,0,0.0,0,0,0,0,0,0,,-0.6626289350642169,1156.050000000074,1.0994243224813793,0.20027745632920002,123.99999999999295
risk_pct_0p0020__max_contracts_3__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.002,3.0,True,50000.0,2971.4000000002147,5.94280000000043,2.828355775729041,1.7872711296368307,1.6510844230817423,1.9907969323108943,30.014141414143584,99,0.35353535353535354,170.58285714285876,-46.85937499999753,0.733999999999969,366.99999999998454,1.596033166260475,3.3748271092669433,109.49999999999932,0,0,-109.49999999999932,366.99999999998545,0,0,False,,366.99999999998545,149.74999999998545,99,99,0,0,2.757575757575758,3,15.280526296613008,80,0.8080808080808081,2.757575757575758,3.0,5.05050505050505,14.14141414141414,80.8080808080808,0,0.0,0,0,0,0,0,0,,-0.15681994442245184,1984.7500000001367,1.8797995754549657,0.22506934209864826,212.9999999999893
risk_pct_0p0020__max_contracts_4__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.002,4.0,True,50000.0,3601.8000000002735,7.203600000000547,3.4177777543132004,1.742719446526594,1.6719298840842098,1.981015933542278,36.38181818182095,99,0.35353535353535354,207.8085714285734,-57.36718749999682,0.9119999999999618,455.9999999999809,1.984099050992886,3.3748271092669433,109.49999999999932,0,0,-109.49999999999932,455.9999999999782,0,0,True,401.0,455.9999999999782,243.24999999997817,99,99,0,0,3.484848484848485,4,15.3402899637183,72,0.7272727272727273,3.484848484848485,4.0,5.05050505050505,14.14141414141414,80.8080808080808,0,0.0,0,0,0,0,0,0,401.0,5.971558339580291,2615.150000000195,2.469221554039125,0.18051765898841166,301.9999999999857
risk_pct_0p0020__max_contracts_5__skip_trade_if_too_small_true,grid,dynamic_exit_atr_target_1p0_ts4_vq0p95_bf0p5_ra1p2,risk_percent,,0.002,5.0,True,50000.0,4068.350000000321,8.136700000000642,3.851696822201034,1.715261684328861,1.694754550520603,1.9753895948215192,41.09444444444769,99,0.35353535353535354,235.41000000000224,-65.17187499999622,1.035999999999958,517.9999999999791,2.2769796793592336,3.3748271092669433,117.49999999999545,0,0,-117.49999999999545,517.9999999999782,0,0,True,348.0,517.9999999999782,290.7499999999709,99,99,0,0,4.090909090909091,5,15.391433782227814,59,0.5959595959595959,4.090909090909091,5.0,5.05050505050505,14.14141414141414,80.8080808080808,0,0.0,0,0,0,0,0,0,348.0,6.028251719653864,3081.7000000002427,2.9031406219269584,0.15305989679067866,363.99999999998386
