campaign_variant_name,variant_role,scope,sizing_mode,risk_pct,max_contracts,skip_trade_if_too_small,fixed_contracts,initial_capital_usd,worst_trade_loss_usd,worst_day_pnl_usd,max_daily_drawdown_usd,nb_days_below_minus_250,nb_days_below_minus_500,nb_days_below_minus_1000,nb_trades_below_minus_150,nb_trades_below_minus_250,nb_trades_below_minus_500,pass_target_3000_usd_without_breaching_2000_dd,days_to_3000_usd_if_reached,max_trailing_drawdown_observed_usd,max_static_drawdown_observed_usd
risk_pct_0p0020__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.002,2.0,True,,50000.0,99.99999999999545,-99.99999999999545,277.9999999999927,0,0,0,0,0,0,False,,277.9999999999927,56.24999999998545
risk_pct_0p0020__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.002,3.0,True,,50000.0,116.99999999999591,-116.99999999999591,837.3249999999316,0,0,0,0,0,0,True,1233.0,837.3249999999316,770.2749999998123
risk_pct_0p0020__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.002,3.0,True,,50000.0,109.49999999999932,-109.49999999999932,366.99999999998545,0,0,0,0,0,0,False,,366.99999999998545,149.74999999998545
risk_pct_0p0020__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.002,4.0,True,,50000.0,120.0,-155.99999999999,1038.3999999999214,0,0,0,0,0,0,True,1081.0,1038.3999999999214,898.9999999997599
risk_pct_0p0020__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.002,4.0,True,,50000.0,109.49999999999932,-109.49999999999932,455.9999999999782,0,0,0,0,0,0,True,401.0,455.9999999999782,243.24999999997817
risk_pct_0p0020__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.002,5.0,True,,50000.0,129.99999999999545,-194.9999999999875,1223.2499999999054,0,0,0,0,0,0,True,843.0,1223.2499999999054,1052.1499999997104
risk_pct_0p0020__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.002,5.0,True,,50000.0,117.49999999999545,-117.49999999999545,517.9999999999782,0,0,0,0,0,0,True,348.0,517.9999999999782,290.7499999999709
risk_pct_0p0020__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.002,6.0,True,,50000.0,137.99999999999727,-233.999999999985,1362.5999999998894,0,0,0,0,0,0,True,763.0,1362.5999999998894,1035.2999999996682
risk_pct_0p0020__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.002,6.0,True,,50000.0,120.0,-120.0,556.4999999999782,0,0,0,0,0,0,True,307.0,556.4999999999782,317.7499999999709
risk_pct_0p0025__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.0025,2.0,True,,50000.0,126.99999999999818,-126.99999999999818,788.1499999999141,0,0,0,0,0,0,True,1570.0,788.1499999999141,500.0999999998676
risk_pct_0p0025__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0025,2.0,True,,50000.0,120.99999999999909,-120.99999999999909,307.9999999999927,0,0,0,0,0,0,False,,307.9999999999927,104.34999999999127
risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.0025,3.0,True,,50000.0,142.49999999999318,-142.49999999999318,945.149999999885,0,0,0,0,0,0,True,1379.0,945.149999999885,680.5999999998094
risk_pct_0p0025__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0025,3.0,True,,50000.0,120.99999999999909,-120.99999999999909,401.49999999998545,0,0,0,0,0,0,True,513.0,401.49999999998545,96.02499999997963
risk_pct_0p0025__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.0025,4.0,True,,50000.0,149.99999999999318,-155.99999999999,1060.1999999998516,0,0,0,0,0,0,True,1124.0,1060.1999999998516,869.8249999997497
risk_pct_0p0025__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0025,4.0,True,,50000.0,142.49999999999318,-142.49999999999318,494.99999999998545,0,0,0,0,0,0,True,348.0,494.99999999998545,189.52499999997963
risk_pct_0p0025__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.0025,5.0,True,,50000.0,155.99999999999454,-194.9999999999875,1272.7499999999054,0,0,0,1,0,0,True,823.0,1272.7499999999054,998.5499999996973
risk_pct_0p0025__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0025,5.0,True,,50000.0,142.49999999999318,-142.49999999999318,588.4999999999782,0,0,0,0,0,0,True,307.0,588.4999999999782,283.02499999997235
risk_pct_0p0025__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.0025,6.0,True,,50000.0,161.9999999999891,-233.999999999985,1482.5999999998821,0,0,0,5,0,0,True,763.0,1482.5999999998821,1151.6999999996478
risk_pct_0p0025__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0025,6.0,True,,50000.0,150.0,-150.0,681.9999999999782,0,0,0,1,0,0,True,307.0,681.9999999999782,376.52499999997235
risk_pct_0p0030__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.003,2.0,True,,50000.0,142.99999999999727,-142.99999999999727,788.1499999999214,0,0,0,0,0,0,True,1623.0,788.1499999999214,571.5999999998676
risk_pct_0p0030__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.003,2.0,True,,50000.0,120.99999999999909,-120.99999999999909,307.9999999999927,0,0,0,0,0,0,False,,307.9999999999927,104.34999999999127
risk_pct_0p0030__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.003,3.0,True,,50000.0,172.49999999999318,-172.49999999999318,1045.149999999885,0,0,0,3,0,0,True,1388.0,1045.149999999885,851.5999999998094
risk_pct_0p0030__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.003,3.0,True,,50000.0,149.99999999999318,-149.99999999999318,416.99999999998545,0,0,0,0,0,0,True,503.0,416.99999999998545,96.02499999997963
risk_pct_0p0030__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.003,4.0,True,,50000.0,172.49999999999318,-172.49999999999318,1270.6999999998516,0,0,0,13,0,0,True,1198.0,1270.6999999998516,1056.3249999997497
risk_pct_0p0030__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.003,4.0,True,,50000.0,160.0,-160.0,519.7999999999738,0,0,0,3,0,0,True,342.0,519.7999999999738,112.4999999999709
risk_pct_0p0030__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.003,5.0,True,,50000.0,182.49999999999886,-194.9999999999875,1357.2999999998865,0,0,0,24,0,0,True,843.0,1357.2999999998865,1245.54999999969
risk_pct_0p0030__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.003,5.0,True,,50000.0,167.49999999999545,-167.49999999999545,613.2999999999738,0,0,0,4,0,0,True,307.0,613.2999999999738,205.9999999999709
risk_pct_0p0030__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.003,6.0,True,,50000.0,194.99999999999318,-233.999999999985,1556.0999999998821,0,0,0,38,0,0,True,763.0,1556.0999999998821,1374.2749999996377
risk_pct_0p0030__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.003,6.0,True,,50000.0,167.49999999999545,-167.49999999999545,706.7999999999665,0,0,0,7,0,0,True,282.0,706.7999999999665,299.4999999999636
risk_pct_0p0035__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.0035,2.0,True,,50000.0,173.99999999999636,-173.99999999999636,788.1499999999214,0,0,0,4,0,0,False,,788.1499999999214,650.0999999998676
risk_pct_0p0035__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0035,2.0,True,,50000.0,120.99999999999909,-120.99999999999909,307.9999999999927,0,0,0,0,0,0,False,,307.9999999999927,104.34999999999127
risk_pct_0p0035__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.0035,3.0,True,,50000.0,184.49999999999932,-184.49999999999932,1182.2249999998821,0,0,0,13,0,0,True,1482.0,1182.2249999998821,930.0999999998021
risk_pct_0p0035__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0035,3.0,True,,50000.0,181.49999999999864,-181.49999999999864,461.99999999998545,0,0,0,4,0,0,False,,461.99999999998545,156.52499999997963
risk_pct_0p0035__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.0035,4.0,True,,50000.0,199.9999999999909,-199.9999999999909,1332.1999999998516,0,0,0,30,0,0,True,1209.0,1332.1999999998516,1110.5999999997439
risk_pct_0p0035__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0035,4.0,True,,50000.0,189.9999999999909,-189.9999999999909,555.4999999999782,0,0,0,8,0,0,True,342.0,555.4999999999782,148.19999999997526
risk_pct_0p0035__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.0035,5.0,True,,50000.0,200.0,-200.0,1523.2499999998108,0,0,0,44,0,0,True,1081.0,1523.2499999998108,1275.8249999996842
risk_pct_0p0035__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0035,5.0,True,,50000.0,200.0,-200.0,648.9999999999782,0,0,0,11,0,0,True,282.0,648.9999999999782,139.8749999999709
risk_pct_0p0035__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.0035,6.0,True,,50000.0,218.99999999999864,-233.999999999985,1652.2999999997846,0,0,0,60,0,0,True,763.0,1652.2999999997846,1432.5499999996318
risk_pct_0p0035__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.0035,6.0,True,,50000.0,200.0,-200.0,742.4999999999709,0,0,0,15,0,0,True,282.0,742.4999999999709,233.37499999996362
risk_pct_0p0040__max_contracts_2__skip_trade_if_too_small_true,grid,full,risk_percent,0.004,2.0,True,,50000.0,173.99999999999636,-173.99999999999636,788.1499999999214,0,0,0,4,0,0,False,,788.1499999999214,650.0999999998676
risk_pct_0p0040__max_contracts_2__skip_trade_if_too_small_true,grid,oos,risk_percent,0.004,2.0,True,,50000.0,120.99999999999909,-120.99999999999909,307.9999999999927,0,0,0,0,0,0,False,,307.9999999999927,104.34999999999127
risk_pct_0p0040__max_contracts_3__skip_trade_if_too_small_true,grid,full,risk_percent,0.004,3.0,True,,50000.0,190.49999999999727,-190.49999999999727,1182.2249999998821,0,0,0,15,0,0,True,1482.0,1182.2249999998821,825.149999999805
risk_pct_0p0040__max_contracts_3__skip_trade_if_too_small_true,grid,oos,risk_percent,0.004,3.0,True,,50000.0,181.49999999999864,-181.49999999999864,461.99999999998545,0,0,0,4,0,0,False,,461.99999999998545,156.52499999997963
risk_pct_0p0040__max_contracts_4__skip_trade_if_too_small_true,grid,full,risk_percent,0.004,4.0,True,,50000.0,229.9999999999909,-229.9999999999909,1432.1999999998443,0,0,0,37,0,0,True,1231.0,1432.1999999998443,1105.1499999997395
risk_pct_0p0040__max_contracts_4__skip_trade_if_too_small_true,grid,oos,risk_percent,0.004,4.0,True,,50000.0,199.9999999999909,-199.9999999999909,555.9999999999782,0,0,0,9,0,0,True,307.0,555.9999999999782,148.19999999997526
risk_pct_0p0040__max_contracts_5__skip_trade_if_too_small_true,grid,full,risk_percent,0.004,5.0,True,,50000.0,237.49999999998863,-237.49999999998863,1657.7499999998108,0,0,0,51,0,0,True,1084.0,1657.7499999998108,1241.1499999996813
risk_pct_0p0040__max_contracts_5__skip_trade_if_too_small_true,grid,oos,risk_percent,0.004,5.0,True,,50000.0,200.0,-200.0,648.9999999999782,0,0,0,11,0,0,True,282.0,648.9999999999782,139.8749999999709
risk_pct_0p0040__max_contracts_6__skip_trade_if_too_small_true,grid,full,risk_percent,0.004,6.0,True,,50000.0,249.99999999998863,-249.99999999998863,1848.7999999997774,0,0,0,65,0,0,True,763.0,1848.7999999997774,1406.3749999996217
risk_pct_0p0040__max_contracts_6__skip_trade_if_too_small_true,grid,oos,risk_percent,0.004,6.0,True,,50000.0,233.99999999999181,-233.99999999999181,742.4999999999709,0,0,0,15,0,0,True,279.0,742.4999999999709,233.37499999996362
best_previous_winner,best_previous_winner,full,risk_percent,0.0025,3.0,True,,50000.0,142.49999999999318,-142.49999999999318,945.149999999885,0,0,0,0,0,0,True,1379.0,945.149999999885,680.5999999998094
best_previous_winner,best_previous_winner,oos,risk_percent,0.0025,3.0,True,,50000.0,120.99999999999909,-120.99999999999909,401.49999999998545,0,0,0,0,0,0,True,513.0,401.49999999998545,96.02499999997963
