scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,47018.0,0.7762274710418623,0.7395704168781296,1.1534645224674176,41.4620811287478,-11763.0,1134,1134,0.6491127647395535,-750.0,8,10.0,445.0,0.0,298.0,False,-1453.0
is,11443.0,0.27362905317039693,0.2572648622937167,1.0512512736678274,14.3937106918239,-11763.0,795,795,0.6505728314238952,-750.0,8,23.0,403.0,0.0,298.0,False,-1453.0
oos,35575.0,1.905281165530738,1.8631780090558772,1.4280754953101216,104.9410029498525,-9765.0,339,339,0.6457142857142857,-750.0,7,3.0,222.0,0.0,35.0,True,341.0
