feature_name,family,description,bucket_kind,bucket_label,bucket_position,lower_bound,upper_bound,overall_n_obs,overall_net_pnl,overall_sharpe,overall_profit_factor,overall_expectancy,overall_max_drawdown,overall_nb_trades,overall_worst_day,overall_composite_score,overall_coverage_vs_nominal,overall_pnl_contribution,is_n_obs,is_net_pnl,is_sharpe,is_profit_factor,is_expectancy,is_max_drawdown,is_nb_trades,is_worst_day,is_composite_score,is_coverage_vs_nominal,is_pnl_contribution,oos_n_obs,oos_net_pnl,oos_sharpe,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_nb_trades,oos_worst_day,oos_composite_score,oos_coverage_vs_nominal,oos_pnl_contribution,variant_name,risk_multiplier
gap_abs_atr20,extension,Absolute RTH opening gap normalized by ATR20 at the open.,quantile,low,1,0.06644518272425248,11.607178866706994,105,2928.5,2.098406206734382,1.3555946815615323,27.89047619047619,-1217.5,105,-249.0,2.2228133728109705,0.3523489932885906,0.299560147299509,74,492.5,0.530950303624393,1.079345899790559,6.655405405405405,-1217.5,74,-249.0,-0.35766998195054855,0.3333333333333333,0.10659019586624824,31,2436.0,5.437879544651879,2.200887355188563,78.58064516129032,-299.0,31,-247.5,5.2608118474807375,0.40789473684210525,0.4725050916496945,filter_skip_worst_gap_abs_atr20,0.0
gap_abs_atr20,extension,Absolute RTH opening gap normalized by ATR20 at the open.,quantile,mid,2,11.607178866706994,26.21483187784047,87,1572.0,1.346487501393272,1.2055170610537325,18.06896551724138,-1474.5,87,-236.0,0.8487357601387472,0.29194630872483224,0.16080196399345337,74,1239.0,1.2571249322815183,1.1919293625590581,16.743243243243242,-1474.5,74,-236.0,0.5899092139687513,0.3333333333333333,0.26815279731630776,13,333.0,1.8337321724609636,1.2790113112693757,25.615384615384617,-551.0,13,-210.0,1.6539063035807118,0.17105263157894737,0.06459121326738435,filter_skip_worst_gap_abs_atr20,1.0
gap_abs_atr20,extension,Absolute RTH opening gap normalized by ATR20 at the open.,quantile,high,3,26.21483187784047,99.06976744186046,106,5275.5,3.5710028551259283,1.6506536753823384,49.7688679245283,-747.0,106,-243.0,4.6425103857989045,0.35570469798657717,0.5396378887070377,74,2889.0,2.8576258769759972,1.4887497885298595,39.04054054054054,-747.0,74,-243.0,4.000540829433103,0.3333333333333333,0.625257006817444,32,2386.5,5.167399219248035,2.086253982703687,74.578125,-356.5,32,-239.0,5.387315274101499,0.42105263157894735,0.4629036950829212,filter_skip_worst_gap_abs_atr20,1.0
overnight_range_pts,volatility,Overnight range from prior 18:00 session roll to the RTH open.,quantile,low,1,29.0,77.58333333333333,85,4030.0,4.05300172145114,1.8082631367829924,47.411764705882355,-787.5,85,-249.0,4.369964581844516,0.28523489932885904,0.4122340425531915,74,2744.5,3.083813870137596,1.5717708333333333,37.08783783783784,-787.5,74,-249.0,3.7803541150450077,0.3333333333333333,0.59398333513689,11,1285.5,14.7942539687777,7.911290322580645,116.86363636363636,-186.0,11,-186.0,5.192187651232636,0.14473684210526316,0.24934535932499272,filter_skip_worst_overnight_range_pts,1.0
overnight_range_pts,volatility,Overnight range from prior 18:00 session roll to the RTH open.,quantile,mid,2,77.58333333333333,116.16666666666666,105,1015.5,0.7005910416675837,1.102586119810082,9.67142857142857,-2689.5,105,-246.5,-0.33495399401243686,0.3523489932885906,0.10387684124386252,74,-135.5,-0.13765399006016074,0.9809530503233062,-1.8310810810810811,-2139.0,74,-243.0,-1.159291350489751,0.3333333333333333,-0.029325830537820584,31,1151.0,2.5098286074730485,1.4132854578096947,37.12903225806452,-746.0,31,-246.5,2.5515722484043715,0.40789473684210525,0.22325671612840656,filter_skip_worst_overnight_range_pts,0.0
overnight_range_pts,volatility,Overnight range from prior 18:00 session roll to the RTH open.,quantile,high,3,116.16666666666666,336.75,108,4730.5,2.99993882211197,1.5194070820752128,43.800925925925924,-1175.0,108,-248.0,3.6061504358337126,0.3624161073825503,0.483889116202946,74,2011.5,1.929306164827145,1.3020497034311884,27.18243243243243,-1175.0,74,-248.0,2.0634588615188445,0.3333333333333333,0.4353424954009306,34,2719.0,5.188818138517617,2.110702614379085,79.97058823529412,-385.0,34,-247.5,5.252183061781562,0.4473684210526316,0.5273979245466007,filter_skip_worst_overnight_range_pts,1.0
overnight_range_pts,volatility,Overnight range from prior 18:00 session roll to the RTH open.,quantile,low,1,29.0,77.58333333333333,85,4030.0,4.05300172145114,1.8082631367829924,47.411764705882355,-787.5,85,-249.0,4.369964581844516,0.28523489932885904,0.4122340425531915,74,2744.5,3.083813870137596,1.5717708333333333,37.08783783783784,-787.5,74,-249.0,3.7803541150450077,0.3333333333333333,0.59398333513689,11,1285.5,14.7942539687777,7.911290322580645,116.86363636363636,-186.0,11,-186.0,5.192187651232636,0.14473684210526316,0.24934535932499272,sizing_3state_overnight_range_pts,1.0
overnight_range_pts,volatility,Overnight range from prior 18:00 session roll to the RTH open.,quantile,mid,2,77.58333333333333,116.16666666666666,105,1015.5,0.7005910416675837,1.102586119810082,9.67142857142857,-2689.5,105,-246.5,-0.33495399401243686,0.3523489932885906,0.10387684124386252,74,-135.5,-0.13765399006016074,0.9809530503233062,-1.8310810810810811,-2139.0,74,-243.0,-1.159291350489751,0.3333333333333333,-0.029325830537820584,31,1151.0,2.5098286074730485,1.4132854578096947,37.12903225806452,-746.0,31,-246.5,2.5515722484043715,0.40789473684210525,0.22325671612840656,sizing_3state_overnight_range_pts,0.5
overnight_range_pts,volatility,Overnight range from prior 18:00 session roll to the RTH open.,quantile,high,3,116.16666666666666,336.75,108,4730.5,2.99993882211197,1.5194070820752128,43.800925925925924,-1175.0,108,-248.0,3.6061504358337126,0.3624161073825503,0.483889116202946,74,2011.5,1.929306164827145,1.3020497034311884,27.18243243243243,-1175.0,74,-248.0,2.0634588615188445,0.3333333333333333,0.4353424954009306,34,2719.0,5.188818138517617,2.110702614379085,79.97058823529412,-385.0,34,-247.5,5.252183061781562,0.4473684210526316,0.5273979245466007,sizing_3state_overnight_range_pts,0.75
realized_vol_ratio_15_60,volatility,Realized volatility ratio using rolling close-return stdev 15 vs 60 bars.,quantile,low,1,0.5188295706824064,1.0846971126507545,96,132.5,0.11517109790974021,1.0163620647073353,1.3802083333333333,-1214.0,96,-248.0,-0.9068245979581101,0.3221476510067114,0.013553600654664485,74,533.0,0.5856887151626511,1.0860093593674358,7.202702702702703,-1214.0,74,-248.0,-0.29309051326919466,0.3333333333333333,0.11535548100854885,22,-400.5,-1.6901966163379452,0.7893214097843241,-18.204545454545453,-808.0,22,-246.5,-2.0224702628625897,0.2894736842105263,-0.07768402676752982,sizing_3state_realized_vol_ratio_15_60,0.75
