feature_name,family,description,bucket_kind,bucket_label,bucket_position,lower_bound,upper_bound,overall_n_obs,overall_net_pnl,overall_sharpe,overall_profit_factor,overall_expectancy,overall_max_drawdown,overall_nb_trades,overall_worst_day,overall_composite_score,overall_coverage_vs_nominal,overall_pnl_contribution,is_n_obs,is_net_pnl,is_sharpe,is_profit_factor,is_expectancy,is_max_drawdown,is_nb_trades,is_worst_day,is_composite_score,is_coverage_vs_nominal,is_pnl_contribution,oos_n_obs,oos_net_pnl,oos_sharpe,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_nb_trades,oos_worst_day,oos_composite_score,oos_coverage_vs_nominal,oos_pnl_contribution,variant_name,risk_multiplier
realized_vol_ratio_15_60,volatility,Realized volatility ratio using rolling close-return stdev 15 vs 60 bars.,quantile,mid,2,1.0846971126507545,1.3753240925181316,102,4296.5,3.093849887710589,1.5526400411602033,42.122549019607845,-2575.0,102,-249.0,1.676114931456128,0.3422818791946309,0.43949468085106386,74,795.5,0.8317837736324101,1.122914091470952,10.75,-2575.0,74,-249.0,-0.8626064164449062,0.3333333333333333,0.17216751433827507,28,3501.0,8.926054200336026,3.6879078694817657,125.03571428571429,-405.0,28,-239.0,5.374522581392592,0.3684210526315789,0.6790805935408787,sizing_3state_realized_vol_ratio_15_60,0.5
realized_vol_ratio_15_60,volatility,Realized volatility ratio using rolling close-return stdev 15 vs 60 bars.,quantile,high,3,1.3753240925181316,1.8743715560114425,100,5347.0,3.6267756573327885,1.6584975369458128,53.47,-1020.0,100,-247.5,4.080876771509242,0.33557046979865773,0.5469517184942717,74,3292.0,3.1323148380441284,1.5575408586671182,44.486486486486484,-1020.0,74,-243.0,3.4999531038411256,0.3333333333333333,0.7124770046531761,26,2055.0,4.916928242255775,1.927555856465809,79.03846153846153,-737.5,26,-247.5,3.928904690531466,0.34210526315789475,0.39860343322665115,sizing_3state_realized_vol_ratio_15_60,1.0
gap_abs_atr20,extension,Absolute RTH opening gap normalized by ATR20 at the open.,quantile,low,1,0.06644518272425248,11.607178866706994,105,2928.5,2.098406206734382,1.3555946815615323,27.89047619047619,-1217.5,105,-249.0,2.2228133728109705,0.3523489932885906,0.299560147299509,74,492.5,0.530950303624393,1.079345899790559,6.655405405405405,-1217.5,74,-249.0,-0.35766998195054855,0.3333333333333333,0.10659019586624824,31,2436.0,5.437879544651879,2.200887355188563,78.58064516129032,-299.0,31,-247.5,5.2608118474807375,0.40789473684210525,0.4725050916496945,sizing_3state_gap_abs_atr20,0.5
gap_abs_atr20,extension,Absolute RTH opening gap normalized by ATR20 at the open.,quantile,mid,2,11.607178866706994,26.21483187784047,87,1572.0,1.346487501393272,1.2055170610537325,18.06896551724138,-1474.5,87,-236.0,0.8487357601387472,0.29194630872483224,0.16080196399345337,74,1239.0,1.2571249322815183,1.1919293625590581,16.743243243243242,-1474.5,74,-236.0,0.5899092139687513,0.3333333333333333,0.26815279731630776,13,333.0,1.8337321724609636,1.2790113112693757,25.615384615384617,-551.0,13,-210.0,1.6539063035807118,0.17105263157894737,0.06459121326738435,sizing_3state_gap_abs_atr20,0.75
gap_abs_atr20,extension,Absolute RTH opening gap normalized by ATR20 at the open.,quantile,high,3,26.21483187784047,99.06976744186046,106,5275.5,3.5710028551259283,1.6506536753823384,49.7688679245283,-747.0,106,-243.0,4.6425103857989045,0.35570469798657717,0.5396378887070377,74,2889.0,2.8576258769759972,1.4887497885298595,39.04054054054054,-747.0,74,-243.0,4.000540829433103,0.3333333333333333,0.625257006817444,32,2386.5,5.167399219248035,2.086253982703687,74.578125,-356.5,32,-239.0,5.387315274101499,0.42105263157894735,0.4629036950829212,sizing_3state_gap_abs_atr20,1.0
signal_extension_over_or,extension,"Extension beyond the OR boundary at the selected signal bar, scaled by OR width.",quantile,low,1,0.00510204081632653,0.06944551316579202,99,3354.0,2.4483002486983105,1.422152297042165,33.878787878787875,-1409.5,99,-240.0,2.5246535231158256,0.33221476510067116,0.34308510638297873,74,2376.0,2.4276732008062587,1.406570841889117,32.108108108108105,-1409.5,74,-240.0,2.234971398860624,0.3333333333333333,0.5142300616816362,25,978.0,2.5233690863104856,1.4654926225606855,39.12,-774.0,25,-239.0,2.158317772314801,0.32894736842105265,0.1897003200465522,sizing_3state_signal_extension_over_or,0.75
signal_extension_over_or,extension,"Extension beyond the OR boundary at the selected signal bar, scaled by OR width.",quantile,mid,2,0.06944551316579202,0.23151397011046135,102,2950.0,2.0178497979391063,1.3209487026056683,28.92156862745098,-1973.5,102,-249.0,1.420316530455863,0.3422818791946309,0.301759410801964,74,-60.5,-0.05937745286972397,0.9918176900189343,-0.8175675675675675,-1973.5,74,-249.0,-1.4589665107467629,0.3333333333333333,-0.013093821015041663,28,3010.5,7.358012302705055,2.674826147426982,107.51785714285714,-562.0,28,-247.5,4.994093930560998,0.3684210526315789,0.5839394821064882,sizing_3state_signal_extension_over_or,0.5
signal_extension_over_or,extension,"Extension beyond the OR boundary at the selected signal bar, scaled by OR width.",quantile,high,3,0.23151397011046135,1.3958333333333333,97,3472.0,2.8697232379181012,1.5064177362893816,35.79381443298969,-1008.5,97,-243.0,3.3816414771944285,0.32550335570469796,0.35515548281505727,74,2305.0,2.493556373794676,1.4320119951269796,31.14864864864865,-957.0,74,-243.0,2.8164963609224305,0.3333333333333333,0.4988637593334055,23,1167.0,4.10326986196264,1.767510687273923,50.73913043478261,-399.0,23,-208.0,4.310455233786861,0.3026315789473684,0.22636019784695957,sizing_3state_signal_extension_over_or,1.0
opening_range_width_pts,volatility,Opening-range width in points after the 30-minute OR window is complete.,quantile,low,1,27.25,55.83333333333333,90,3789.0,2.855413243660872,1.5081131822448706,42.1,-1105.5,90,-249.0,3.4009225924968822,0.30201342281879195,0.3875818330605565,74,913.5,0.8610408440139927,1.1314672231416854,12.344594594594595,-1105.5,74,-249.0,0.6605699166108271,0.3333333333333333,0.19770587598744724,16,2875.5,13.368243700659944,6.654867256637168,179.71875,-322.0,16,-189.5,5.342224453397072,0.21052631578947367,0.5577538551061972,sizing_3state_opening_range_width_pts,0.75
opening_range_width_pts,volatility,Opening-range width in points after the 30-minute OR window is complete.,quantile,mid,2,55.83333333333333,75.0,100,2640.0,2.22665365464454,1.361025641025641,26.4,-1168.5,100,-243.0,2.2654823751024296,0.33557046979865773,0.2700490998363339,75,2658.5,3.0742987610674066,1.533835341365462,35.446666666666665,-751.0,75,-243.0,3.8644896271833566,0.33783783783783783,0.5753706308841035,25,-18.5,-0.0585803961412211,0.9920685959271168,-0.74,-720.0,25,-208.0,-0.6335115238526544,0.32894736842105265,-0.003588400737076908,sizing_3state_opening_range_width_pts,1.0
opening_range_width_pts,volatility,Opening-range width in points after the 30-minute OR window is complete.,quantile,high,3,75.0,121.25,108,3347.0,2.204639799128866,1.3628971050634284,30.99074074074074,-2033.5,108,-247.5,1.4319562539122526,0.3624161073825503,0.34236906710310966,73,1048.5,1.0581765264234877,1.1577878103837471,14.363013698630137,-2033.5,73,-233.0,-0.2893735591423692,0.32882882882882886,0.2269234931284493,35,2298.5,4.443609537827596,1.8915826221877425,65.67142857142858,-609.0,35,-247.5,4.198494287625804,0.4605263157894737,0.44583454563087965,sizing_3state_opening_range_width_pts,0.5
atr_ratio_10_30,volatility,Short-vs-long ATR ratio at the selected signal bar.,quantile,low,1,0.6926487747957992,0.9616437346135414,101,2140.0,1.5514163070819378,1.2461892436008053,21.18811881188119,-1036.5,101,-247.5,1.7979335268009318,0.3389261744966443,0.21890343698854337,74,475.5,0.49492288537786977,1.071811523068791,6.425675675675675,-1036.5,74,-243.0,-0.21114608395960632,0.3333333333333333,0.10291094037441835,27,1664.5,4.092874379040294,1.8037180106228874,61.648148148148145,-693.0,27,-247.5,3.813731586002933,0.35526315789473684,0.32285908253321693,sizing_3state_atr_ratio_10_30,0.5
atr_ratio_10_30,volatility,Short-vs-long ATR ratio at the selected signal bar.,quantile,mid,2,0.9616437346135414,1.0145039270560623,99,2213.0,1.6439771382845916,1.261630312703198,22.353535353535353,-1509.0,99,-248.0,1.1546755673068505,0.33221476510067116,0.22637070376432078,74,816.5,0.8430027939877307,1.1256927339901477,11.033783783783784,-1509.0,74,-248.0,-0.2102084705329269,0.3333333333333333,0.17671247700465317,25,1396.5,3.7738426811235293,1.711592356687898,55.86,-412.5,25,-235.0,4.299372157270725,0.32894736842105265,0.2708757637474542,sizing_3state_atr_ratio_10_30,0.75
atr_ratio_10_30,volatility,Short-vs-long ATR ratio at the selected signal bar.,quantile,high,3,1.0145039270560623,1.2040816326530612,98,5423.0,4.1322240145640095,1.7926624278301542,55.33673469387755,-831.5,98,-249.0,4.327977651479231,0.3288590604026846,0.5547258592471358,74,3328.5,3.3531274807873284,1.6100623167155426,44.979729729729726,-831.5,74,-249.0,3.8462153754219752,0.3333333333333333,0.7203765826209285,24,2094.5,6.6525355185336315,2.511728617827499,87.27083333333333,-378.5,24,-228.0,5.084085685135699,0.3157894736842105,0.40626515371932886,sizing_3state_atr_ratio_10_30,1.0
signal_vwap_distance_atr20,extension,"Distance from the selected signal bar close to continuous VWAP, normalized by ATR20.",quantile,low,1,0.7224560669943063,4.257915617923638,103,2076.0,1.4529739369605017,1.2279064661323966,20.155339805825243,-1286.0,103,-248.0,1.6151452401226294,0.34563758389261745,0.2123567921440262,74,-28.5,-0.02853783691007863,0.9959703075291623,-0.38513513513513514,-1286.0,74,-248.0,-0.898925288306797,0.3333333333333333,-0.006168163618655989,29,2104.5,5.086791357653108,2.0333906211637616,72.56896551724138,-475.0,29,-208.0,4.751308758124688,0.3815789473684211,0.4082048297934245,sizing_3state_signal_vwap_distance_atr20,0.5
signal_vwap_distance_atr20,extension,"Distance from the selected signal bar close to continuous VWAP, normalized by ATR20.",quantile,mid,2,4.257915617923638,6.027577649211521,91,3622.5,2.989386887243308,1.5298763987420463,39.80769230769231,-1982.5,91,-249.0,1.9981848827987654,0.3053691275167785,0.37055032733224225,74,1523.0,1.5588384562127187,1.2472603295722056,20.58108108108108,-1982.5,74,-249.0,0.39561250480321053,0.3333333333333333,0.3296180067092306,17,2099.5,9.880084871308336,4.101181683899557,123.5,-191.0,17,-191.0,5.442568606249211,0.2236842105263158,0.4072349917563767,sizing_3state_signal_vwap_distance_atr20,0.75
signal_vwap_distance_atr20,extension,"Distance from the selected signal bar close to continuous VWAP, normalized by ATR20.",quantile,high,3,6.027577649211521,12.2267491271459,104,4077.5,2.904145489201136,1.506710575369703,39.20673076923077,-1015.5,104,-247.5,3.3147674704666623,0.348993288590604,0.4170928805237316,74,3126.0,3.305851946616683,1.5852288682954225,42.24324324324324,-1015.5,74,-240.5,3.1532875850958235,0.3333333333333333,0.6765501569094254,30,951.5,2.0970832461494013,1.3516909998151914,31.716666666666665,-746.0,30,-247.5,2.175068076627275,0.39473684210526316,0.18456017845019881,sizing_3state_signal_vwap_distance_atr20,1.0
