scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,31119.0,0.5787374344597036,0.5414515727972934,1.1172342084741358,27.636767317939608,-12646.5,1126,1126,0.6445334859759588,-750.0,8,7.0,467.0,0.0,499.0,False,-3863.0
is,1915.5,0.052430582222237246,0.048260065358678814,1.0100519257663576,2.4216182048040453,-11894.5,791,791,0.6472995090016367,-750.0,8,18.0,403.0,0.0,499.0,False,-3863.0
oos,29203.5,1.705504098326202,1.6356570052540989,1.3899909858778754,87.17462686567164,-10242.5,335,335,0.638095238095238,-750.0,7,3.0,226.0,0.0,42.0,False,-187.0
