trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd
1,2019-05-07,short,5,2019-05-07 10:03:00-04:00,7691.75,7753.25,7568.75,2019-05-07 16:00:00-04:00,7663.75,time_exit,50000.0,1.5,750.0,126.0,630.0,630.0,76917.5,1.53835,28.0,112.0,280.0,12.5,267.5
2,2019-05-09,short,6,2019-05-09 10:06:00-04:00,7508.25,7566.25,7392.25,2019-05-09 12:30:00-04:00,7566.5,stop,50000.0,1.5,750.0,119.0,714.0,714.0,90099.0,1.80198,-58.25,-233.0,-699.0,15.0,-714.0
3,2019-05-13,short,4,2019-05-13 10:03:00-04:00,7368.25,7445.25,7214.25,2019-05-13 16:00:00-04:00,7337.0,time_exit,50000.0,1.5,750.0,157.0,628.0,628.0,58946.0,1.17892,31.25,125.0,250.0,10.0,240.0
4,2019-05-20,long,5,2019-05-20 10:27:00-04:00,7422.75,7361.0,7546.25,2019-05-20 16:00:00-04:00,7392.0,time_exit,50000.0,1.5,750.0,126.5,632.5,632.5,74227.5,1.48455,-30.75,-123.0,-307.5,12.5,-320.0
5,2019-06-03,short,3,2019-06-03 10:03:00-04:00,7029.0,7133.0,6821.0,2019-06-03 16:00:00-04:00,6981.25,time_exit,50000.0,1.5,750.0,211.0,633.0,633.0,42174.0,0.84348,47.75,191.0,286.5,7.5,279.0
6,2019-06-18,long,4,2019-06-18 10:05:00-04:00,7679.25,7597.5,7842.75,2019-06-18 16:00:00-04:00,7638.25,time_exit,50000.0,1.5,750.0,166.5,666.0,666.0,61434.0,1.22868,-41.0,-164.0,-328.0,10.0,-338.0
7,2019-08-02,short,7,2019-08-02 10:06:00-04:00,7716.75,7766.5,7617.25,2019-08-02 16:00:00-04:00,7698.5,time_exit,50000.0,1.5,750.0,102.5,717.5,717.5,108034.5,2.16069,18.25,73.0,255.5,17.5,238.0
8,2019-08-06,long,9,2019-08-06 10:05:00-04:00,7525.0,7485.25,7604.5,2019-08-06 10:14:00-04:00,7485.0,stop,50000.0,1.5,750.0,82.5,742.5,742.5,135450.0,2.709,-40.0,-160.0,-720.0,22.5,-742.5
9,2019-08-07,long,4,2019-08-07 10:12:00-04:00,7477.5,7387.25,7658.0,2019-08-07 16:00:00-04:00,7566.0,time_exit,50000.0,1.5,750.0,183.5,734.0,734.0,59820.0,1.1964,88.5,354.0,708.0,10.0,698.0
10,2019-08-13,long,1,2019-08-13 10:28:00-04:00,7789.5,7554.75,8259.0,2019-08-13 16:00:00-04:00,7740.25,time_exit,50000.0,1.5,750.0,472.5,472.5,472.5,15579.0,0.31158,-49.25,-197.0,-98.5,2.5,-101.0
11,2019-08-14,short,7,2019-08-14 10:14:00-04:00,7583.5,7634.75,7481.0,2019-08-14 16:12:00-04:00,7481.25,target,50000.0,1.5,750.0,105.5,738.5,738.5,106169.0,2.12338,102.25,409.0,1431.5,17.5,1414.0
12,2019-08-23,long,6,2019-08-23 10:07:00-04:00,7685.25,7627.25,7801.25,2019-08-23 11:02:00-04:00,7627.0,stop,50000.0,1.5,750.0,119.0,714.0,714.0,92223.0,1.84446,-58.25,-233.0,-699.0,15.0,-714.0
13,2019-09-03,short,5,2019-09-03 10:06:00-04:00,7614.75,7677.25,7489.75,2019-09-03 16:00:00-04:00,7612.25,time_exit,50000.0,1.5,750.0,128.0,640.0,640.0,76147.5,1.52295,2.5,10.0,25.0,12.5,12.5
14,2019-10-03,short,3,2019-10-03 10:02:00-04:00,7493.0,7586.5,7306.0,2019-10-03 11:06:00-04:00,7586.75,stop,50000.0,1.5,750.0,190.0,570.0,570.0,44958.0,0.89916,-93.75,-375.0,-562.5,7.5,-570.0
15,2019-10-04,long,9,2019-10-04 10:02:00-04:00,7720.0,7681.75,7796.5,2019-10-04 16:00:00-04:00,7759.0,time_exit,50000.0,1.5,750.0,79.5,715.5,715.5,138960.0,2.7792,39.0,156.0,702.0,22.5,679.5
16,2019-12-12,long,3,2019-12-12 10:02:00-05:00,8480.5,8380.5,8680.5,2019-12-12 16:00:00-05:00,8460.25,time_exit,50000.0,1.5,750.0,203.0,609.0,609.0,50883.0,1.01766,-20.25,-81.0,-121.5,7.5,-129.0
17,2019-12-13,long,5,2019-12-13 10:03:00-05:00,8511.0,8439.5,8654.0,2019-12-13 16:00:00-05:00,8490.75,time_exit,50000.0,1.5,750.0,146.0,730.0,730.0,85110.0,1.7022,-20.25,-81.0,-202.5,12.5,-215.0
18,2020-01-31,short,4,2020-01-31 10:10:00-05:00,9100.0,9184.5,8931.0,2020-01-31 16:00:00-05:00,9000.5,time_exit,50000.0,1.5,750.0,172.0,688.0,688.0,72800.0,1.456,99.5,398.0,796.0,10.0,786.0
19,2020-02-05,short,4,2020-02-05 10:16:00-05:00,9368.75,9458.25,9189.75,2020-02-05 16:00:00-05:00,9380.75,time_exit,50000.0,1.5,750.0,182.0,728.0,728.0,74950.0,1.499,-12.0,-48.0,-96.0,10.0,-106.0
20,2020-02-21,short,2,2020-02-21 10:42:00-05:00,9477.0,9605.25,9220.5,2020-02-21 16:00:00-05:00,9459.0,time_exit,50000.0,1.5,750.0,259.5,519.0,519.0,37908.0,0.75816,18.0,72.0,72.0,5.0,67.0
21,2020-02-25,short,3,2020-02-25 10:22:00-05:00,9089.0,9191.25,8884.5,2020-02-25 14:07:00-05:00,8884.75,target,50000.0,1.5,750.0,207.5,622.5,622.5,54534.0,1.09068,204.25,817.0,1225.5,7.5,1218.0
22,2020-02-26,long,2,2020-02-26 10:37:00-05:00,9017.75,8879.5,9294.25,2020-02-26 12:16:00-05:00,8879.25,stop,50000.0,1.5,750.0,279.5,559.0,559.0,36071.0,0.72142,-138.5,-554.0,-554.0,5.0,-559.0
23,2020-02-27,short,3,2020-02-27 10:25:00-05:00,8606.5,8723.0,8373.5,2020-02-27 11:18:00-05:00,8723.25,stop,50000.0,1.5,750.0,236.0,708.0,708.0,51639.0,1.03278,-116.75,-467.0,-700.5,7.5,-708.0
24,2020-03-04,long,2,2020-03-04 10:24:00-05:00,8791.5,8665.0,9044.5,2020-03-04 16:00:00-05:00,8917.0,time_exit,50000.0,1.5,750.0,256.0,512.0,512.0,35166.0,0.70332,125.5,502.0,502.0,5.0,497.0
25,2020-03-05,long,4,2020-03-05 10:20:00-05:00,8792.5,8701.25,8975.0,2020-03-05 12:42:00-05:00,8701.0,stop,50000.0,1.5,750.0,185.5,742.0,742.0,70340.0,1.4068,-91.5,-366.0,-732.0,10.0,-742.0
26,2020-03-06,long,2,2020-03-06 10:27:00-05:00,8488.75,8363.25,8739.75,2020-03-06 14:34:00-05:00,8363.0,stop,50000.0,1.5,750.0,254.0,508.0,508.0,33955.0,0.6791,-125.75,-503.0,-503.0,5.0,-508.0
27,2020-03-10,long,3,2020-03-10 10:22:00-04:00,8247.0,8133.5,8474.0,2020-03-10 10:46:00-04:00,8133.25,stop,50000.0,1.5,750.0,230.0,690.0,690.0,49482.0,0.98964,-113.75,-455.0,-682.5,7.5,-690.0
28,2020-03-11,short,4,2020-03-11 10:32:00-04:00,8129.5,8217.75,7953.0,2020-03-11 15:04:00-04:00,7953.25,target,50000.0,1.5,750.0,179.5,718.0,718.0,65036.0,1.30072,176.25,705.0,1410.0,10.0,1400.0
29,2020-03-24,long,3,2020-03-24 10:27:00-04:00,7446.0,7324.5,7689.0,2020-03-24 14:04:00-04:00,7324.25,stop,50000.0,1.5,750.0,246.0,738.0,738.0,44676.0,0.89352,-121.75,-487.0,-730.5,7.5,-738.0
30,2020-03-27,long,2,2020-03-27 13:41:00-04:00,7711.5,7577.5,7979.5,2020-03-27 15:51:00-04:00,7577.25,stop,50000.0,1.5,750.0,271.0,542.0,542.0,30846.0,0.61692,-134.25,-537.0,-537.0,5.0,-542.0
31,2020-03-30,long,3,2020-03-30 10:05:00-04:00,7724.5,7629.5,7914.5,2020-03-30 21:06:00-04:00,7914.25,target,50000.0,1.5,750.0,193.0,579.0,579.0,46347.0,0.92694,189.75,759.0,1138.5,7.5,1131.0
32,2020-03-31,long,4,2020-03-31 10:08:00-04:00,7879.0,7796.25,8044.5,2020-03-31 15:14:00-04:00,7796.0,stop,50000.0,1.5,750.0,168.5,674.0,674.0,63032.0,1.26064,-83.0,-332.0,-664.0,10.0,-674.0
33,2020-04-01,long,4,2020-04-01 10:34:00-04:00,7644.25,7558.75,7815.25,2020-04-01 12:27:00-04:00,7558.5,stop,50000.0,1.5,750.0,174.0,696.0,696.0,61154.0,1.22308,-85.75,-343.0,-686.0,10.0,-696.0
34,2020-04-02,long,3,2020-04-02 10:14:00-04:00,7509.5,7408.25,7712.0,2020-04-02 16:00:00-04:00,7612.25,time_exit,50000.0,1.5,750.0,205.5,616.5,616.5,45057.0,0.90114,102.75,411.0,616.5,7.5,609.0
35,2020-04-03,short,4,2020-04-03 10:24:00-04:00,7572.0,7661.0,7394.0,2020-04-03 16:00:00-04:00,7515.0,time_exit,50000.0,1.5,750.0,181.0,724.0,724.0,60576.0,1.21152,57.0,228.0,456.0,10.0,446.0
36,2020-04-06,long,3,2020-04-06 10:04:00-04:00,7848.75,7749.75,8046.75,2020-04-06 15:50:00-04:00,8046.5,target,50000.0,1.5,750.0,201.0,603.0,603.0,47092.5,0.94185,197.75,791.0,1186.5,7.5,1179.0
37,2020-04-07,short,2,2020-04-07 10:16:00-04:00,8140.0,8299.25,7821.5,2020-04-07 16:00:00-04:00,8040.75,time_exit,50000.0,1.5,750.0,321.5,643.0,643.0,32560.0,0.6512,99.25,397.0,397.0,5.0,392.0
38,2020-04-08,short,3,2020-04-08 10:09:00-04:00,8045.25,8155.25,7825.25,2020-04-08 11:20:00-04:00,8155.5,stop,50000.0,1.5,750.0,223.0,669.0,669.0,48271.5,0.96543,-110.25,-441.0,-661.5,7.5,-669.0
39,2020-04-09,short,3,2020-04-09 10:17:00-04:00,8213.5,8327.5,7985.5,2020-04-09 16:00:00-04:00,8217.75,time_exit,50000.0,1.5,750.0,231.0,693.0,693.0,49281.0,0.98562,-4.25,-17.0,-25.5,7.5,-33.0
40,2020-04-13,short,4,2020-04-13 11:04:00-04:00,8160.5,8244.5,7992.5,2020-04-13 13:52:00-04:00,8244.75,stop,50000.0,1.5,750.0,171.0,684.0,684.0,65284.0,1.30568,-84.25,-337.0,-674.0,10.0,-684.0
41,2020-04-14,long,2,2020-04-14 10:18:00-04:00,8603.5,8456.5,8897.5,2020-04-14 16:00:00-04:00,8673.75,time_exit,50000.0,1.5,750.0,297.0,594.0,594.0,34414.0,0.68828,70.25,281.0,281.0,5.0,276.0
42,2020-04-16,short,4,2020-04-16 10:05:00-04:00,8605.75,8698.0,8421.25,2020-04-16 10:49:00-04:00,8698.25,stop,50000.0,1.5,750.0,187.5,750.0,750.0,68846.0,1.37692,-92.5,-370.0,-740.0,10.0,-750.0
