scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,worst_day,longest_losing_streak_daily,median_recovery_days,max_recovery_days,daily_loss_limit_breach_freq,days_to_profit_target,profit_target_reached_before_max_loss,max_loss_limit_buffer_usd
overall,38425.5,0.6439297177314824,0.6090953766983133,1.125937967549887,33.88492063492063,-12197.5,1134,1134,0.6491127647395535,-750.0,11,5.0,353.0,0.0,522.0,False,-5764.5
is,8991.0,0.21730206940298277,0.20234883877281842,1.0405033752812733,11.309433962264151,-12197.5,795,795,0.6505728314238952,-750.0,8,12.0,353.0,0.0,522.0,False,-5764.5
oos,29434.5,1.6134711542576718,1.5811440814035707,1.354065172675111,86.82743362831859,-11511.0,339,339,0.6457142857142857,-748.0,11,4.0,226.0,0.0,43.0,False,-569.5
