trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_pullback_depth,signal_ema_spread,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2024-01-02,long,1,2024-01-02 12:40:00-05:00,2053.7,2048.5899999999997,2061.365,2024-01-02 12:50:00-05:00,2048.49,stop,50000.0,,,28.550000000000182,28.550000000000182,28.550000000000182,10268.5,0.20537,-5.210000000000036,-52.100000000000364,-26.050000000000182,2.5,-28.550000000000182,impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,2024-01-02 12:35:00-05:00,2,10.0,-26.050000000000182,12.0,5.100000000000004,4.599999999999909,2.6093842045752353,0.7000000000002728,-6.099999999999909,3.5000000000013642,-30.499999999999545,0.12259194395801548,-1.068301225919417
2,2024-01-02,short,1,2024-01-02 13:30:00-05:00,2041.1000000000001,2044.921875,2035.3671875000005,2024-01-02 14:00:00-05:00,2035.4671875000004,target,50000.0,,,22.109374999998863,22.109374999998863,22.109374999998863,10205.5,0.20411,5.632812499999773,56.328124999997726,28.164062499998863,2.5,25.664062499998863,impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,2024-01-02 13:25:00-05:00,6,30.0,28.164062499998863,13.0,5.218750000000014,5.0,-1.998498877547263,6.500000000000227,-2.3999999999998636,32.50000000000114,-11.999999999999318,1.469964664311081,-0.5427561837455801
3,2024-01-02,short,1,2024-01-02 14:20:00-05:00,2032.1000000000001,2037.078125,2024.6328125000005,2024-01-02 15:05:00-05:00,2024.7328125000004,target,50000.0,,,27.890624999998863,27.890624999998863,27.890624999998863,10160.5,0.20321,7.367187499999773,73.67187499999773,36.83593749999886,2.5,34.33593749999886,impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,2024-01-02 14:15:00-05:00,9,45.0,36.83593749999886,14.0,3.7812500000000093,4.400000000000091,-4.120222375153162,7.500000000000227,-2.099999999999909,37.50000000000114,-10.499999999999545,1.344537815126146,-0.37647058823529317
4,2024-01-03,short,1,2024-01-03 12:35:00-05:00,1997.5,2000.8991666666668,1992.40125,2024-01-03 12:45:00-05:00,2000.9991666666667,stop,50000.0,,,19.99583333333362,19.99583333333362,19.99583333333362,9987.5,0.19975,-3.4991666666667243,-34.99166666666724,-17.49583333333362,2.5,-19.99583333333362,impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,2024-01-03 12:30:00-05:00,2,10.0,-17.49583333333362,12.0,4.991666666666674,5.2000000000000455,-1.9002249369698347,0.20000000000004547,-3.400000000000091,1.0000000000002274,-17.000000000000455,0.050010418837268415,-0.8501771202333924
5,2024-01-05,short,1,2024-01-05 12:05:00-05:00,1973.5,1977.7329166666666,1967.1506250000002,2024-01-05 12:10:00-05:00,1967.2506250000001,target,50000.0,,,24.16458333333253,24.16458333333253,24.16458333333253,9867.5,0.19735,6.249374999999873,62.49374999999873,31.246874999999363,2.5,28.746874999999363,impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,2024-01-05 12:00:00-05:00,1,5.0,31.246874999999363,12.0,4.329166666666666,4.099999999999909,-1.76329897919436,7.400000000000091,-0.900000000000091,37.000000000000455,-4.500000000000455,1.5311664798690239,-0.18622295025435728
6,2024-01-08,long,1,2024-01-08 11:40:00-05:00,1985.6,1982.3116666666667,1990.5324999999998,2024-01-08 12:05:00-05:00,1990.4325,target,50000.0,,,19.44166666666547,19.44166666666547,19.44166666666547,9928.0,0.19856,4.832499999999982,48.32499999999982,24.16249999999991,2.5,21.66249999999991,impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,2024-01-08 11:35:00-05:00,5,25.0,24.16249999999991,11.0,3.8833333333333493,4.599999999999909,3.4575069656141295,5.0,-1.199999999999818,25.0,-5.9999999999990905,1.2858979854265686,-0.3086155165023297
7,2024-01-08,long,1,2024-01-08 13:25:00-05:00,1992.6999999999998,1989.1454166666667,1998.0318749999994,2024-01-08 14:20:00-05:00,1997.9318749999995,target,50000.0,,,20.77291666666497,20.77291666666497,20.77291666666497,9963.5,0.19927,5.231874999999718,52.31874999999718,26.15937499999859,2.5,23.65937499999859,impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,2024-01-08 13:20:00-05:00,11,55.0,26.15937499999859,13.0,3.5458333333333485,4.099999999999909,2.6603018907135265,5.800000000000182,-2.3999999999998636,29.00000000000091,-11.999999999999318,1.3960485407683858,-0.5776752582489363
8,2024-01-09,long,1,2024-01-09 11:50:00-05:00,1984.5,1981.6279166666666,1988.808125,2024-01-09 12:50:00-05:00,1986.8000000000002,time_stop,50000.0,,,17.36041666666665,17.36041666666665,17.36041666666665,9922.5,0.19845,2.300000000000182,23.00000000000182,11.50000000000091,2.5,9.00000000000091,impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,2024-01-09 11:45:00-05:00,12,60.0,11.50000000000091,11.0,3.7208333333333314,3.7999999999999545,1.0192597487489365,3.2000000000000455,-0.2999999999999545,16.000000000000227,-1.4999999999997726,0.9216368654746329,-0.08640345613823251
9,2024-01-10,long,1,2024-01-10 13:50:00-05:00,1981.3,1978.901875,1984.8971874999997,2024-01-10 14:15:00-05:00,1984.7971874999998,target,50000.0,,,14.990624999999227,14.990624999999227,14.990624999999227,9906.5,0.19813,3.4971874999998818,34.97187499999882,17.48593749999941,2.5,14.985937499999409,impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,2024-01-10 13:45:00-05:00,5,25.0,17.48593749999941,13.0,2.981250000000017,2.8999999999998636,0.7433743860706272,3.7999999999999545,-0.599999999999909,18.999999999999773,-2.9999999999995453,1.2674588284344883,-0.20012507817383865
10,2024-01-10,long,1,2024-01-10 15:10:00-05:00,1987.0,1983.9758333333334,1991.5362499999999,2024-01-10 15:15:00-05:00,1983.8758333333335,stop,50000.0,,,18.120833333332484,18.120833333332484,18.120833333332484,9935.0,0.1987,-3.124166666666497,-31.24166666666497,-15.620833333332484,2.5,-18.120833333332484,impc_ef8_es21_sl3_pb3_pm0p5_tr1p5,2024-01-10 15:05:00-05:00,1,5.0,-15.620833333332484,15.0,2.24166666666666,2.5,1.8442933513283606,0.20000000000004547,-3.400000000000091,1.0000000000002274,-17.000000000000455,0.05518510002300892,-0.9381467003909635
