trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,risk_multiplier
1,2019-05-07,short,6,2019-05-07 10:02:00-04:00,7693.75,7753.25,7574.75,2019-05-07 16:00:00-04:00,7663.75,time_exit,,1.5,750.0,122.0,732.0,732.0,92325.0,1.8465,30.0,120.0,360.0,15.0,345.0,1.0
2,2019-05-09,short,5,2019-05-09 10:05:00-04:00,7499.75,7566.25,7366.75,2019-05-09 12:30:00-04:00,7566.5,stop,,1.5,750.0,136.0,680.0,680.0,74997.5,1.49995,-66.75,-267.0,-667.5,12.5,-680.0,1.0
3,2019-05-13,short,5,2019-05-13 10:02:00-04:00,7372.75,7445.25,7227.75,2019-05-13 16:00:00-04:00,7337.0,time_exit,,1.5,750.0,148.0,740.0,740.0,73727.5,1.47455,35.75,143.0,357.5,12.5,345.0,1.0
4,2019-05-20,long,6,2019-05-20 10:26:00-04:00,7418.5,7361.0,7533.5,2019-05-20 16:00:00-04:00,7392.0,time_exit,,1.5,750.0,118.0,708.0,708.0,89022.0,1.78044,-26.5,-106.0,-318.0,15.0,-333.0,1.0
5,2019-06-03,short,4,2019-06-03 10:02:00-04:00,7042.25,7133.0,6860.75,2019-06-03 16:00:00-04:00,6981.25,time_exit,,1.5,750.0,184.5,738.0,738.0,56338.0,1.12676,61.0,244.0,488.0,10.0,478.0,1.0
6,2019-06-18,long,2,2019-06-18 10:04:00-04:00,7682.0,7597.5,7851.0,2019-06-18 16:00:00-04:00,7638.25,time_exit,,0.75,375.0,172.0,344.0,344.0,30728.0,0.61456,-43.75,-175.0,-175.0,5.0,-180.0,0.5
7,2019-08-02,short,7,2019-08-02 10:05:00-04:00,7716.75,7766.5,7617.25,2019-08-02 16:00:00-04:00,7698.5,time_exit,,1.5,750.0,102.5,717.5,717.5,108034.5,2.16069,18.25,73.0,255.5,17.5,238.0,1.0
8,2019-08-06,long,8,2019-08-06 10:04:00-04:00,7530.5,7485.25,7621.0,2019-08-06 10:14:00-04:00,7485.0,stop,,1.5,750.0,93.5,748.0,748.0,120488.0,2.40976,-45.5,-182.0,-728.0,20.0,-748.0,1.0
9,2019-08-07,long,4,2019-08-07 10:11:00-04:00,7465.75,7387.25,7622.75,2019-08-07 16:00:00-04:00,7566.0,time_exit,,1.5,750.0,160.0,640.0,640.0,59726.0,1.19452,100.25,401.0,802.0,10.0,792.0,1.0
10,2019-08-13,long,1,2019-08-13 10:27:00-04:00,7775.75,7554.75,8217.75,2019-08-13 16:00:00-04:00,7740.25,time_exit,,1.5,750.0,445.0,445.0,445.0,15551.5,0.31103,-35.5,-142.0,-71.0,2.5,-73.5,1.0
11,2019-08-14,short,7,2019-08-14 10:13:00-04:00,7583.75,7634.75,7481.75,2019-08-14 16:09:00-04:00,7482.0,target,,1.5,750.0,105.0,735.0,735.0,106172.5,2.12345,101.75,407.0,1424.5,17.5,1407.0,1.0
12,2019-08-23,long,6,2019-08-23 10:06:00-04:00,7688.25,7627.25,7810.25,2019-08-23 11:02:00-04:00,7627.0,stop,,1.5,750.0,125.0,750.0,750.0,92259.0,1.84518,-61.25,-245.0,-735.0,15.0,-750.0,1.0
13,2019-09-03,short,5,2019-09-03 10:05:00-04:00,7612.25,7677.25,7482.25,2019-09-03 16:00:00-04:00,7612.25,time_exit,,1.5,750.0,133.0,665.0,665.0,76122.5,1.52245,-0.0,-0.0,-0.0,12.5,-12.5,1.0
14,2019-10-03,short,4,2019-10-03 10:01:00-04:00,7511.25,7586.5,7360.75,2019-10-03 11:06:00-04:00,7586.75,stop,,1.5,750.0,153.5,614.0,614.0,60090.0,1.2018,-75.5,-302.0,-604.0,10.0,-614.0,1.0
15,2019-10-04,long,8,2019-10-04 10:01:00-04:00,7723.25,7681.75,7806.25,2019-10-04 16:00:00-04:00,7759.0,time_exit,,1.5,750.0,86.0,688.0,688.0,123572.0,2.47144,35.75,143.0,572.0,20.0,552.0,1.0
16,2019-12-12,long,3,2019-12-12 10:01:00-05:00,8473.25,8380.5,8658.75,2019-12-12 16:00:00-05:00,8460.25,time_exit,,1.5,750.0,188.5,565.5,565.5,50839.5,1.01679,-13.0,-52.0,-78.0,7.5,-85.5,1.0
17,2019-12-13,long,6,2019-12-13 10:02:00-05:00,8493.25,8439.5,8600.75,2019-12-13 16:00:00-05:00,8490.75,time_exit,,1.5,750.0,110.5,663.0,663.0,101919.0,2.03838,-2.5,-10.0,-30.0,15.0,-45.0,1.0
18,2020-01-31,short,4,2020-01-31 10:09:00-05:00,9098.5,9184.5,8926.5,2020-01-31 16:00:00-05:00,9000.5,time_exit,,1.5,750.0,175.0,700.0,700.0,72788.0,1.45576,98.0,392.0,784.0,10.0,774.0,1.0
19,2020-02-05,short,4,2020-02-05 10:15:00-05:00,9370.25,9458.25,9194.25,2020-02-05 16:00:00-05:00,9380.75,time_exit,,1.5,750.0,179.0,716.0,716.0,74962.0,1.49924,-10.5,-42.0,-84.0,10.0,-94.0,1.0
20,2020-02-21,short,2,2020-02-21 10:41:00-05:00,9478.5,9605.25,9225.0,2020-02-21 16:00:00-05:00,9459.0,time_exit,,1.5,750.0,256.5,513.0,513.0,37914.0,0.75828,19.5,78.0,78.0,5.0,73.0,1.0
21,2020-02-25,short,3,2020-02-25 10:21:00-05:00,9089.25,9191.25,8885.25,2020-02-25 14:01:00-05:00,8885.5,target,,1.5,750.0,207.0,621.0,621.0,54535.5,1.09071,203.75,815.0,1222.5,7.5,1215.0,1.0
22,2020-02-26,long,2,2020-02-26 10:36:00-05:00,9016.5,8879.5,9290.5,2020-02-26 12:16:00-05:00,8879.25,stop,,1.5,750.0,277.0,554.0,554.0,36066.0,0.72132,-137.25,-549.0,-549.0,5.0,-554.0,1.0
23,2020-02-27,short,3,2020-02-27 10:24:00-05:00,8600.5,8723.0,8355.5,2020-02-27 11:18:00-05:00,8723.25,stop,,1.5,750.0,248.0,744.0,744.0,51603.0,1.03206,-122.75,-491.0,-736.5,7.5,-744.0,1.0
24,2020-03-04,long,3,2020-03-04 10:23:00-05:00,8783.25,8665.0,9019.75,2020-03-04 16:00:00-05:00,8917.0,time_exit,,1.5,750.0,239.5,718.5,718.5,52699.5,1.05399,133.75,535.0,802.5,7.5,795.0,1.0
25,2020-03-05,long,4,2020-03-05 10:19:00-05:00,8784.0,8701.25,8949.5,2020-03-05 12:42:00-05:00,8701.0,stop,,1.5,750.0,168.5,674.0,674.0,70272.0,1.40544,-83.0,-332.0,-664.0,10.0,-674.0,1.0
26,2020-03-06,long,3,2020-03-06 10:26:00-05:00,8479.0,8363.25,8710.5,2020-03-06 14:34:00-05:00,8363.0,stop,,1.5,750.0,234.5,703.5,703.5,50874.0,1.01748,-116.0,-464.0,-696.0,7.5,-703.5,1.0
27,2020-03-10,long,3,2020-03-10 10:21:00-04:00,8247.25,8133.5,8474.75,2020-03-10 10:46:00-04:00,8133.25,stop,,1.5,750.0,230.5,691.5,691.5,49483.5,0.98967,-114.0,-456.0,-684.0,7.5,-691.5,1.0
28,2020-03-11,short,3,2020-03-11 10:31:00-04:00,8119.75,8217.75,7923.75,2020-03-11 15:07:00-04:00,7924.0,target,,1.5,750.0,199.0,597.0,597.0,48718.5,0.97437,195.75,783.0,1174.5,7.5,1167.0,1.0
29,2020-03-24,long,3,2020-03-24 10:26:00-04:00,7439.75,7324.5,7670.25,2020-03-24 14:04:00-04:00,7324.25,stop,,1.5,750.0,233.5,700.5,700.5,44638.5,0.89277,-115.5,-462.0,-693.0,7.5,-700.5,1.0
30,2020-03-27,long,2,2020-03-27 13:40:00-04:00,7703.5,7577.5,7955.5,2020-03-27 15:51:00-04:00,7577.25,stop,,1.5,750.0,255.0,510.0,510.0,30814.0,0.61628,-126.25,-505.0,-505.0,5.0,-510.0,1.0
31,2020-03-30,long,4,2020-03-30 10:04:00-04:00,7717.75,7629.5,7894.25,2020-03-30 20:05:00-04:00,7894.0,target,,1.5,750.0,179.5,718.0,718.0,61742.0,1.23484,176.25,705.0,1410.0,10.0,1400.0,1.0
32,2020-03-31,long,4,2020-03-31 10:07:00-04:00,7876.25,7796.25,8036.25,2020-03-31 15:14:00-04:00,7796.0,stop,,1.5,750.0,163.0,652.0,652.0,63010.0,1.2602,-80.25,-321.0,-642.0,10.0,-652.0,1.0
33,2020-04-01,long,4,2020-04-01 10:33:00-04:00,7634.0,7558.75,7784.5,2020-04-01 12:27:00-04:00,7558.5,stop,,1.5,750.0,153.5,614.0,614.0,61072.0,1.22144,-75.5,-302.0,-604.0,10.0,-614.0,1.0
34,2020-04-02,long,3,2020-04-02 10:13:00-04:00,7523.0,7408.25,7752.5,2020-04-02 16:00:00-04:00,7612.25,time_exit,,1.5,750.0,232.5,697.5,697.5,45138.0,0.90276,89.25,357.0,535.5,7.5,528.0,1.0
35,2020-04-03,short,3,2020-04-03 10:23:00-04:00,7563.25,7661.0,7367.75,2020-04-03 16:00:00-04:00,7515.0,time_exit,,1.5,750.0,198.5,595.5,595.5,45379.5,0.90759,48.25,193.0,289.5,7.5,282.0,1.0
36,2020-04-06,long,3,2020-04-06 10:03:00-04:00,7859.75,7749.75,8079.75,2020-04-06 15:54:00-04:00,8079.5,target,,1.5,750.0,223.0,669.0,669.0,47158.5,0.94317,219.75,879.0,1318.5,7.5,1311.0,1.0
37,2020-04-07,short,2,2020-04-07 10:15:00-04:00,8153.5,8299.25,7862.0,2020-04-07 16:00:00-04:00,8040.75,time_exit,,1.5,750.0,294.5,589.0,589.0,32614.0,0.65228,112.75,451.0,451.0,5.0,446.0,1.0
38,2020-04-08,short,3,2020-04-08 10:08:00-04:00,8052.75,8155.25,7847.75,2020-04-08 11:20:00-04:00,8155.5,stop,,1.5,750.0,208.0,624.0,624.0,48316.5,0.96633,-102.75,-411.0,-616.5,7.5,-624.0,1.0
39,2020-04-09,short,3,2020-04-09 10:16:00-04:00,8210.0,8327.5,7975.0,2020-04-09 16:00:00-04:00,8217.75,time_exit,,1.5,750.0,238.0,714.0,714.0,49260.0,0.9852,-7.75,-31.0,-46.5,7.5,-54.0,1.0
40,2020-04-13,short,4,2020-04-13 11:03:00-04:00,8160.5,8244.5,7992.5,2020-04-13 13:52:00-04:00,8244.75,stop,,1.5,750.0,171.0,684.0,684.0,65284.0,1.30568,-84.25,-337.0,-674.0,10.0,-684.0,1.0
41,2020-04-14,long,2,2020-04-14 10:17:00-04:00,8601.75,8456.5,8892.25,2020-04-14 16:00:00-04:00,8673.75,time_exit,,1.5,750.0,293.5,587.0,587.0,34407.0,0.68814,72.0,288.0,288.0,5.0,283.0,1.0
42,2020-04-16,short,4,2020-04-16 10:04:00-04:00,8618.25,8698.0,8458.75,2020-04-16 10:49:00-04:00,8698.25,stop,,1.5,750.0,162.5,650.0,650.0,68946.0,1.37892,-80.0,-320.0,-640.0,10.0,-650.0,1.0
43,2020-04-17,short,3,2020-04-17 10:46:00-04:00,8755.5,8872.0,8522.5,2020-04-17 16:00:00-04:00,8804.5,time_exit,,1.5,750.0,236.0,708.0,708.0,52533.0,1.05066,-49.0,-196.0,-294.0,7.5,-301.5,1.0
44,2020-04-20,long,5,2020-04-20 10:26:00-04:00,8791.0,8729.0,8915.0,2020-04-20 15:05:00-04:00,8728.75,stop,,1.5,750.0,127.0,635.0,635.0,87910.0,1.7582,-62.25,-249.0,-622.5,12.5,-635.0,1.0
45,2020-04-21,short,2,2020-04-21 10:20:00-04:00,8522.0,8652.25,8261.5,2020-04-21 16:00:00-04:00,8433.5,time_exit,,1.5,750.0,263.5,527.0,527.0,34088.0,0.68176,88.5,354.0,354.0,5.0,349.0,1.0
46,2020-04-22,long,5,2020-04-22 10:41:00-04:00,8598.75,8533.75,8728.75,2020-04-22 16:00:00-04:00,8641.25,time_exit,,1.5,750.0,133.0,665.0,665.0,85987.5,1.71975,42.5,170.0,425.0,12.5,412.5,1.0
47,2020-04-23,long,4,2020-04-23 10:20:00-04:00,8747.0,8661.25,8918.5,2020-04-23 12:45:00-04:00,8661.0,stop,,1.5,750.0,174.5,698.0,698.0,69976.0,1.39952,-86.0,-344.0,-688.0,10.0,-698.0,1.0
48,2020-04-27,long,7,2020-04-27 10:04:00-04:00,8869.0,8819.0,8969.0,2020-04-27 10:59:00-04:00,8818.75,stop,,1.5,750.0,103.0,721.0,721.0,124166.0,2.48332,-50.25,-201.0,-703.5,17.5,-721.0,1.0
49,2020-04-28,short,4,2020-04-28 10:01:00-04:00,8817.75,8905.75,8641.75,2020-04-28 16:00:00-04:00,8671.25,time_exit,,1.5,750.0,179.0,716.0,716.0,70542.0,1.41084,146.5,586.0,1172.0,10.0,1162.0,1.0
50,2020-04-29,long,4,2020-04-29 10:17:00-04:00,8906.0,8815.5,9087.0,2020-04-29 16:37:00-04:00,9086.75,target,,1.5,750.0,184.0,736.0,736.0,71248.0,1.42496,180.75,723.0,1446.0,10.0,1436.0,1.0
51,2020-04-30,short,4,2020-04-30 12:01:00-04:00,8936.0,9018.0,8772.0,2020-04-30 16:00:00-04:00,8964.5,time_exit,,1.5,750.0,167.0,668.0,668.0,71488.0,1.42976,-28.5,-114.0,-228.0,10.0,-238.0,1.0
52,2020-05-01,long,5,2020-05-01 10:01:00-04:00,8845.75,8779.5,8978.25,2020-05-01 11:30:00-04:00,8779.25,stop,,1.5,750.0,135.5,677.5,677.5,88457.5,1.76915,-66.5,-266.0,-665.0,12.5,-677.5,1.0
53,2020-05-04,long,4,2020-05-04 10:02:00-04:00,8726.0,8650.0,8878.0,2020-05-04 16:00:00-04:00,8813.25,time_exit,,1.5,750.0,155.0,620.0,620.0,69808.0,1.39616,87.25,349.0,698.0,10.0,688.0,1.0
54,2020-05-06,short,5,2020-05-06 10:05:00-04:00,8965.0,9030.0,8835.0,2020-05-06 10:45:00-04:00,9030.25,stop,,1.5,750.0,133.0,665.0,665.0,89650.0,1.793,-65.25,-261.0,-652.5,12.5,-665.0,1.0
55,2020-05-07,short,5,2020-05-07 10:13:00-04:00,9043.0,9108.0,8913.0,2020-05-07 11:46:00-04:00,9108.25,stop,,1.5,750.0,133.0,665.0,665.0,90430.0,1.8086,-65.25,-261.0,-652.5,12.5,-665.0,1.0
56,2020-05-13,long,3,2020-05-13 10:03:00-04:00,9148.0,9042.0,9360.0,2020-05-13 11:38:00-04:00,9041.75,stop,,1.5,750.0,215.0,645.0,645.0,54888.0,1.09776,-106.25,-425.0,-637.5,7.5,-645.0,1.0
