recommendation,config_type,config_id,aggregation_rule,threshold,atr_period,q_low_pct,q_high_pct,pair,low_threshold_is,high_threshold_is,n_subsignals,selected_days_total,selected_days_is,selected_days_oos,selection_rate_total,overall_net_pnl,overall_sharpe,overall_profit_factor,overall_expectancy,overall_max_drawdown,overall_max_drawdown_abs,overall_return_over_drawdown,overall_nb_trades,overall_pct_days_traded,overall_avg_winner,overall_avg_loser,overall_hit_ratio,overall_worst_day,overall_worst_5day_drawdown,overall_max_losing_streak,overall_trade_losing_streak,overall_composite_score,is_net_pnl,is_sharpe,is_profit_factor,is_expectancy,is_max_drawdown,is_max_drawdown_abs,is_return_over_drawdown,is_nb_trades,is_pct_days_traded,is_avg_winner,is_avg_loser,is_hit_ratio,is_worst_day,is_worst_5day_drawdown,is_max_losing_streak,is_trade_losing_streak,is_composite_score,oos_net_pnl,oos_sharpe,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_max_drawdown_abs,oos_return_over_drawdown,oos_nb_trades,oos_pct_days_traded,oos_avg_winner,oos_avg_loser,oos_hit_ratio,oos_worst_day,oos_worst_5day_drawdown,oos_max_losing_streak,oos_trade_losing_streak,oos_composite_score,stability_gap,ensemble_robustness_score,threshold_distance_from_baseline,delta_sharpe_oos_minus_is,delta_pf_oos_minus_is,delta_expectancy_oos_minus_is,neighbor_score_mean,drift_penalty,local_robustness_score,robust_flag
best_oos_ensemble,ensemble_rule,ensemble__majority_50,majority_50,0.5,,,,,,,216,1134,795,339,0.6491127647395535,47018.0,0.7762274710418623,1.1534645224674176,41.4620811287478,-11763.0,11763.0,3.9971095808892287,1134,0.6491127647395535,629.9376114081997,-534.6893542757417,0.4947089947089947,-750.0,-3300.5,11,11,0.9807029378111105,11443.0,0.27362905317039693,1.0512512736678274,14.3937106918239,-11763.0,11763.0,0.972796055428037,795,0.6505728314238952,622.5875331564987,-534.1447368421053,0.4742138364779874,-750.0,-3300.5,11,11,-1.1853425957794284,35575.0,1.905281165530738,1.4280754953101216,104.9410029498525,-9765.0,9765.0,3.6431131592421915,339,0.6457142857142857,644.9972826086956,-536.158064516129,0.5427728613569321,-750.0,-3259.0,7,7,1.970671138804033,4.204071515367484,0.49924610842541384,,,,,,,,
most_robust_ensemble,ensemble_rule,ensemble__majority_50,majority_50,0.5,,,,,,,216,1134,795,339,0.6491127647395535,47018.0,0.7762274710418623,1.1534645224674176,41.4620811287478,-11763.0,11763.0,3.9971095808892287,1134,0.6491127647395535,629.9376114081997,-534.6893542757417,0.4947089947089947,-750.0,-3300.5,11,11,0.9807029378111105,11443.0,0.27362905317039693,1.0512512736678274,14.3937106918239,-11763.0,11763.0,0.972796055428037,795,0.6505728314238952,622.5875331564987,-534.1447368421053,0.4742138364779874,-750.0,-3300.5,11,11,-1.1853425957794284,35575.0,1.905281165530738,1.4280754953101216,104.9410029498525,-9765.0,9765.0,3.6431131592421915,339,0.6457142857142857,644.9972826086956,-536.158064516129,0.5427728613569321,-750.0,-3259.0,7,7,1.970671138804033,4.204071515367484,0.49924610842541384,,,,,,,,
baseline_like_ensemble,ensemble_rule,ensemble__majority_50,majority_50,0.5,,,,,,,216,1134,795,339,0.6491127647395535,47018.0,0.7762274710418623,1.1534645224674176,41.4620811287478,-11763.0,11763.0,3.9971095808892287,1134,0.6491127647395535,629.9376114081997,-534.6893542757417,0.4947089947089947,-750.0,-3300.5,11,11,0.9807029378111105,11443.0,0.27362905317039693,1.0512512736678274,14.3937106918239,-11763.0,11763.0,0.972796055428037,795,0.6505728314238952,622.5875331564987,-534.1447368421053,0.4742138364779874,-750.0,-3300.5,11,11,-1.1853425957794284,35575.0,1.905281165530738,1.4280754953101216,104.9410029498525,-9765.0,9765.0,3.6431131592421915,339,0.6457142857142857,644.9972826086956,-536.158064516129,0.5427728613569321,-750.0,-3259.0,7,7,1.970671138804033,4.204071515367484,0.49924610842541384,0.0,,,,,,,
best_oos_cell,point_cell,atr30_q27_q90,point,,30.0,27.0,90.0,q27/q90,8.979416666666669,22.87166666666667,1,1079,764,315,0.6176302232398397,49913.5,0.8371025801670133,1.170722363882319,46.25903614457831,-11001.0,11001.0,4.537178438323789,1079,0.6176302232398397,644.5951035781544,-533.5155109489051,0.49212233549582945,-750.0,-3300.5,11,11,1.172535630039978,12299.5,0.2981541001557609,1.057081927498364,16.098821989528794,-11001.0,11001.0,1.1180347241159894,764,0.6252045826513911,632.6958333333333,-533.3440594059406,0.4712041884816754,-750.0,-3300.5,11,11,-1.0194105693183704,37614.0,2.056858347770957,1.4891573629146049,119.4095238095238,-9065.0,9065.0,4.149365692222835,315,0.6,669.6461988304094,-533.9965277777778,0.5428571428571428,-750.0,-3259.0,7,7,2.1739845561449775,,,,1.7587042476151962,0.4320754354162408,103.31070181999502,2.023120714516271,3.0,1.0188701401233033,False
most_robust_cell,point_cell,atr26_q25_q94,point,,26.0,25.0,94.0,q25/q94,8.415865384615385,25.806538461538462,1,1203,837,366,0.6886090440755581,60318.0,0.9606255992894519,1.1869855943158463,50.181364392678866,-10100.0,10100.0,5.9720792079207925,1202,0.6880366342301087,638.165,-535.8488372093024,0.49916805324459235,-750.0,-3300.5,10,10,1.4132635068285344,23307.5,0.5377154484889543,1.1004389017329832,27.879784688995215,-9958.5,9958.5,2.340462921122659,836,0.6841243862520459,633.6575682382133,-535.9272517321016,0.4820574162679426,-750.0,-3300.5,10,10,0.11667993381266306,37010.5,1.909665953858134,1.4088451192771019,101.12158469945355,-10100.0,10100.0,3.6644059405940594,366,0.6971428571428572,647.3857868020305,-535.6479289940828,0.5382513661202186,-750.0,-3259.0,7,7,1.9412826401798235,,,,1.3719505053691798,0.3084062175441187,73.24180001045833,1.9028755625970493,1.8195861356756264,1.1916767660634595,True
