config_type,config_id,aggregation_rule,threshold,atr_period,q_low_pct,q_high_pct,pair,low_threshold_is,high_threshold_is,n_subsignals,selected_days_total,selected_days_is,selected_days_oos,selection_rate_total,overall_net_pnl,overall_sharpe,overall_profit_factor,overall_expectancy,overall_max_drawdown,overall_max_drawdown_abs,overall_return_over_drawdown,overall_nb_trades,overall_pct_days_traded,overall_avg_winner,overall_avg_loser,overall_hit_ratio,overall_worst_day,overall_worst_5day_drawdown,overall_max_losing_streak,overall_trade_losing_streak,overall_composite_score,is_net_pnl,is_sharpe,is_profit_factor,is_expectancy,is_max_drawdown,is_max_drawdown_abs,is_return_over_drawdown,is_nb_trades,is_pct_days_traded,is_avg_winner,is_avg_loser,is_hit_ratio,is_worst_day,is_worst_5day_drawdown,is_max_losing_streak,is_trade_losing_streak,is_composite_score,oos_net_pnl,oos_sharpe,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_max_drawdown_abs,oos_return_over_drawdown,oos_nb_trades,oos_pct_days_traded,oos_avg_winner,oos_avg_loser,oos_hit_ratio,oos_worst_day,oos_worst_5day_drawdown,oos_max_losing_streak,oos_trade_losing_streak,oos_composite_score,stability_gap,ensemble_robustness_score
ensemble_rule,ensemble__majority_50,majority_50,0.5,,,,,,,216,1134,795,339,0.6491127647395535,47018.0,0.7762274710418623,1.1534645224674176,41.4620811287478,-11763.0,11763.0,3.9971095808892287,1134,0.6491127647395535,629.9376114081997,-534.6893542757417,0.4947089947089947,-750.0,-3300.5,11,11,0.9807029378111105,11443.0,0.27362905317039693,1.0512512736678274,14.3937106918239,-11763.0,11763.0,0.972796055428037,795,0.6505728314238952,622.5875331564987,-534.1447368421053,0.4742138364779874,-750.0,-3300.5,11,11,-1.1853425957794284,35575.0,1.905281165530738,1.4280754953101216,104.9410029498525,-9765.0,9765.0,3.6431131592421915,339,0.6457142857142857,644.9972826086956,-536.158064516129,0.5427728613569321,-750.0,-3259.0,7,7,1.970671138804033,4.204071515367484,0.49924610842541384
ensemble_rule,ensemble__consensus_75,consensus_75,0.75,,,,,,,216,1078,754,324,0.6170578133943904,43047.0,0.7246975081596335,1.1462271281266507,39.932282003710576,-12772.0,12772.0,3.370419668023802,1078,0.6170578133943904,635.4642184557439,-538.1800731261426,0.49257884972170685,-750.0,-3300.5,10,10,0.8176822276585315,6872.5,0.16856767003884815,1.0320828528880404,9.11472148541114,-12772.0,12772.0,0.5380911368618854,754,0.6170212765957447,621.0210674157304,-538.2185929648241,0.47214854111405835,-750.0,-3300.5,10,10,-1.6942185028949046,36174.5,1.9528291568359375,1.4512027041354063,111.6496913580247,-9765.0,9765.0,3.7045058883768562,324,0.6171428571428571,664.8457142857143,-538.0771812080537,0.5401234567901234,-750.0,-3259.0,7,7,2.0247808266456624,6.264172567355303,-0.16767957192869343
ensemble_rule,ensemble__unanimity_100,unanimity_100,1.0,,,,,,,216,1009,704,305,0.5775615340583858,42190.5,0.7298788630308606,1.1526597544229735,41.81417244796828,-10953.5,10953.5,3.8517825352627013,1009,0.5775615340583858,647.479674796748,-534.563829787234,0.48761149653121905,-750.0,-3300.5,10,10,0.9762785646703315,4317.0,0.1092035093028905,1.0214058862468296,6.1321022727272725,-10953.5,10953.5,0.3941206007212307,704,0.5761047463175123,631.8726993865031,-533.5277777777778,0.4630681818181818,-750.0,-3300.5,10,10,-1.9271996725809908,37873.5,2.0875823402689515,1.5070351826068331,124.17540983606557,-8948.0,8948.0,4.23262181493071,305,0.580952380952381,678.1295180722891,-537.3812949640288,0.5442622950819672,-750.0,-3259.0,7,7,2.2131800441680425,9.213007468286863,-1.0113725697323592
