q_low_pct,q_high_pct,atr_count,median_overall_composite_score,mean_overall_composite_score,median_overall_sharpe,mean_overall_sharpe,median_overall_profit_factor,mean_overall_profit_factor,median_overall_net_pnl,mean_overall_net_pnl,median_overall_max_drawdown_abs,mean_overall_max_drawdown_abs,best_atr_by_score,best_overall_composite_score
0,70,7,0.438789372071439,0.5187525703171268,0.6015816871741421,0.6130404280819582,1.1220678156410222,1.125296950524362,36093.5,36594.21428571428,13556.0,13650.642857142857,60,0.8661732278560553
0,71,7,0.5535942366273,0.5576560601941509,0.622184388642718,0.6173576626047446,1.1254435580694218,1.1250518340629996,37614.0,37156.642857142855,13583.0,13310.5,60,0.8782055302569726
0,72,7,0.5593414130483586,0.621929975391983,0.625804763414621,0.6390804172259875,1.1258875823439838,1.1285671746397317,37780.5,38754.57142857143,13556.0,13307.5,60,1.0128434196014484
0,73,7,0.6031871332191999,0.5512380624211344,0.6023865985299607,0.6210640629530176,1.119614698188397,1.1236905157460781,36694.5,37925.42857142857,13028.5,13411.142857142857,60,1.0678410403187164
0,74,7,0.46282149499052017,0.4613070319242439,0.5941093964736255,0.5931441898292314,1.1166796515561028,1.116755947830097,36392.5,36480.21428571428,13033.5,13287.214285714286,60,1.1044609670634755
0,75,7,0.6432623364374647,0.588895913601517,0.6243377902199788,0.6299261339841152,1.1217200212504,1.1231532868830487,38606.0,39081.57142857143,12582.5,13211.785714285714,60,1.031465109824031
0,76,7,0.6403061645794216,0.6368861583781451,0.6283957079632086,0.6382991576320133,1.1218643866746578,1.1239713869886663,39039.5,39862.21428571428,12582.5,12960.642857142857,60,1.0681606956605658
0,77,7,0.7391064339826029,0.6728541196914187,0.6511999710982581,0.6398394626307391,1.1252928802837445,1.1230540796849575,40801.0,40253.357142857145,12288.0,12650.142857142857,60,0.9176150560982782
0,78,7,0.6500924931761528,0.6586387762093633,0.6091165844113894,0.6342363630911897,1.115943940445341,1.1208855584706519,38680.0,40192.357142857145,12281.5,12602.785714285714,60,1.0175311208877154
0,79,7,0.6684875251122292,0.6489895944612323,0.6295555276658047,0.6213045857884225,1.1188489021427843,1.1171635302972,40192.5,39678.71428571428,11740.0,12329.642857142857,30,0.82173831323348
0,80,7,0.5491557157496884,0.5939530252773643,0.5912777113508257,0.6046020695423217,1.110509812590716,1.1129532792605719,37992.5,38863.92857142857,11740.0,12291.214285714286,14,0.8964674136972773
0,81,7,0.7368644341176315,0.6518556022332843,0.6358823232257564,0.6206749484542902,1.1180957519162724,1.1151465872028026,41152.0,40223.5,12012.5,12176.42857142857,30,0.8864106177064063
0,82,7,0.7690559887368013,0.7010552614249167,0.6456245670894785,0.635409485050142,1.1187239718850772,1.1170882690560504,42321.0,41461.5,11740.0,12038.714285714286,26,0.9925807712981444
0,83,7,0.8078580401900061,0.7182179170676379,0.6603175180895877,0.6504934608374062,1.120860690191828,1.1190324650214054,43489.0,42821.92857142857,12332.5,12330.142857142857,26,1.0867654348023374
0,84,7,0.9166741747717225,0.7785291277049521,0.7277636481307491,0.6822395113786747,1.1327885050110555,1.124119128731054,48314.5,45302.857142857145,13036.0,12680.42857142857,14,1.0214768501728932
0,85,7,0.7906931568720529,0.7742008028222086,0.6876502167564729,0.6793959357647336,1.1237465055006939,1.1224204478022963,46146.0,45448.57142857143,13036.0,12814.214285714286,40,1.0003664885289036
0,86,7,0.7421748400538576,0.7564073883958246,0.6708396208241422,0.6721319894511073,1.1197642306036624,1.1200396736752947,45209.5,45261.357142857145,13036.0,12800.92857142857,60,0.96558568424702
0,87,7,0.6883850166781557,0.7049283132666752,0.6528552630455227,0.6574729013474839,1.1153069740754264,1.1162593699553984,44211.0,44564.28571428572,13036.0,12888.785714285714,30,0.8119697727266401
0,88,7,0.8233967988200545,0.7946962091929388,0.6781949178045782,0.6897554670006739,1.1185280350741642,1.1212929439995298,46523.0,47124.5,13036.0,12895.857142857143,10,0.9463006165640723
0,89,7,0.8203746180175951,0.8367370038038333,0.7017627164304377,0.7068589321358933,1.1223396484327857,1.1234122124498545,48150.5,48590.57142857143,13036.0,12784.142857142857,10,1.0287529026735402
0,90,7,0.7305657516213936,0.7523424801989734,0.6712358716409581,0.6760488187784551,1.116083169535484,1.1168417450242514,46213.0,46688.21428571428,13036.0,12784.142857142857,10,0.9599971073647594
0,91,7,0.7065322523582888,0.7145428851177317,0.6632146015048141,0.6619240889878215,1.113658744179372,1.113322181619548,45937.0,45989.92857142857,13036.0,12884.642857142857,10,0.8208177582019475
0,92,7,0.6955231844889666,0.7291742568935311,0.6592283504502578,0.6646883783707117,1.1121804415849414,1.1129797233065184,45961.0,46460.21428571428,13036.0,12741.642857142857,60,0.8626946826000045
0,93,7,0.8164663297260023,0.8009367036364399,0.6907767347748334,0.6961832133627611,1.1170172711738413,1.1177457930807655,48484.0,48991.71428571428,13036.0,12891.57142857143,30,0.8694949706821152
0,94,7,0.7980638544412787,0.8525359743255402,0.698437565250626,0.7210553306978807,1.1176720024176314,1.12111385390736,49256.5,51154.142857142855,12984.5,12943.92857142857,26,1.012031137035149
0,95,7,0.7719712364790882,0.7639450545487564,0.7020681497395491,0.7033523969589702,1.1163504570902543,1.1168662290782878,50241.0,50300.357142857145,13506.0,13640.07142857143,30,0.9168631754879671
0,96,7,0.8519635390160124,0.7985507493416996,0.7325365089042711,0.7201644354603747,1.120890664790972,1.1186499603686124,52764.0,51958.92857142857,13405.5,13744.142857142857,30,0.9307861451531628
0,97,7,0.6905647386066059,0.6185741258650284,0.6697649928325355,0.6649193636439238,1.1089319701537788,1.1080472442997826,48505.5,48235.78571428572,13875.5,14249.42857142857,20,0.7693813009784681
0,98,7,0.506743286408662,0.47343059520087616,0.6156917785186469,0.6168906064385065,1.0986150805266048,1.0989253298987434,44977.5,45022.42857142857,14355.0,14380.42857142857,14,0.5912879305038633
0,99,7,0.30074879559253864,0.31507529600941486,0.5753785910396303,0.5788500827787827,1.091111609269482,1.0917163514083035,42269.5,42489.71428571428,15019.5,14935.357142857143,10,0.47281809334434277
0,100,7,0.11664086879120628,0.11124759882172888,0.5547994581415515,0.5532180643132865,1.086731828240342,1.086545664171494,41075.5,40930.357142857145,16709.5,16709.5,30,0.1488554750163159
1,70,7,0.6147378429914828,0.6993969367169329,0.6313315144088724,0.6526976252730471,1.1292589335403684,1.1348260462874153,37626.5,38704.92857142857,12557.5,12840.57142857143,60,1.1225038061221917
1,71,7,0.6782575382175368,0.7330942224626446,0.6595842099708532,0.6566743566542389,1.1342300932810598,1.1344205728347563,39496.5,39267.357142857145,12608.0,12517.214285714286,60,1.129200666680592
1,72,7,0.7283887950443663,0.7898816972823527,0.6546014941449029,0.6782203305972985,1.1328232575606356,1.137843315612097,39259.5,40865.28571428572,12557.5,12552.285714285714,60,1.2407839089432708
1,73,7,0.7265170761503615,0.7294594861260688,0.6312676010290467,0.6597569904814181,1.1262564848164425,1.1327180544613629,38209.0,40036.142857142855,11956.5,12558.785714285714,60,1.2894270947270843
1,74,7,0.6362635130774495,0.6461177187171803,0.6183182802785767,0.631370222244647,1.1224667467283727,1.1255117990519026,37629.5,38590.92857142857,12305.5,12409.142857142857,60,1.3188000830888718
1,75,7,0.77154221177085,0.7630863602539605,0.6484762619267007,0.6680015044763472,1.1274843416284706,1.131859943229598,39843.0,41192.28571428572,11777.5,12333.714285714286,60,1.2549277529028493
1,76,7,0.7849784814149722,0.8061382401811151,0.6524272370721745,0.6761415652624441,1.1275727398848325,1.1325759198889835,40276.5,41972.92857142857,11740.0,12108.285714285714,60,1.2829163224496845
1,77,7,0.8467938992729526,0.8337574027545757,0.6751361831113963,0.6773991734072452,1.1309566458052316,1.1314947989216526,42038.0,42364.07142857143,11740.0,11901.785714285714,60,1.1530735303796242
1,78,7,0.7194393980767885,0.8095542468385906,0.6361824570319525,0.6714337164866916,1.1220365662990184,1.1291522019428926,40159.0,42303.07142857143,11740.0,11991.357142857143,60,1.1737829523287702
1,79,7,0.7805696632005038,0.7830469215425275,0.6514050337300418,0.6581370514585373,1.1239069218169038,1.1252154199711644,41339.5,41789.42857142857,11740.0,11950.785714285714,30,0.9569157363703736
1,80,7,0.7923620832125297,0.7358560393415228,0.6489201481952062,0.6410851096744785,1.1226246363786865,1.1208062096473397,41479.5,40974.642857142855,11548.5,11846.07142857143,14,0.9929582193203054
