config_type,config_id,aggregation_rule,threshold,atr_period,q_low_pct,q_high_pct,pair,low_threshold_is,high_threshold_is,n_subsignals,selected_days_total,selected_days_is,selected_days_oos,selection_rate_total,overall_net_pnl,overall_sharpe,overall_profit_factor,overall_expectancy,overall_max_drawdown,overall_max_drawdown_abs,overall_return_over_drawdown,overall_nb_trades,overall_pct_days_traded,overall_avg_winner,overall_avg_loser,overall_hit_ratio,overall_worst_day,overall_worst_5day_drawdown,overall_max_losing_streak,overall_trade_losing_streak,overall_composite_score,is_net_pnl,is_sharpe,is_profit_factor,is_expectancy,is_max_drawdown,is_max_drawdown_abs,is_return_over_drawdown,is_nb_trades,is_pct_days_traded,is_avg_winner,is_avg_loser,is_hit_ratio,is_worst_day,is_worst_5day_drawdown,is_max_losing_streak,is_trade_losing_streak,is_composite_score,oos_net_pnl,oos_sharpe,oos_profit_factor,oos_expectancy,oos_max_drawdown,oos_max_drawdown_abs,oos_return_over_drawdown,oos_nb_trades,oos_pct_days_traded,oos_avg_winner,oos_avg_loser,oos_hit_ratio,oos_worst_day,oos_worst_5day_drawdown,oos_max_losing_streak,oos_trade_losing_streak,oos_composite_score,delta_sharpe_oos_minus_is,delta_pf_oos_minus_is,delta_expectancy_oos_minus_is,neighbor_score_mean,drift_penalty,local_robustness_score,robust_flag,stability_gap,ensemble_robustness_score
point_cell,atr30_q27_q90,point,,30.0,27.0,90.0,q27/q90,8.979416666666669,22.87166666666667,1,1079,764,315,0.6176302232398397,49913.5,0.8371025801670133,1.170722363882319,46.25903614457831,-11001.0,11001.0,4.537178438323789,1079,0.6176302232398397,644.5951035781544,-533.5155109489051,0.49212233549582945,-750.0,-3300.5,11,11,1.172535630039978,12299.5,0.2981541001557609,1.057081927498364,16.098821989528794,-11001.0,11001.0,1.1180347241159894,764,0.6252045826513911,632.6958333333333,-533.3440594059406,0.4712041884816754,-750.0,-3300.5,11,11,-1.0194105693183704,37614.0,2.056858347770957,1.4891573629146049,119.4095238095238,-9065.0,9065.0,4.149365692222835,315,0.6,669.6461988304094,-533.9965277777778,0.5428571428571428,-750.0,-3259.0,7,7,2.1739845561449775,1.7587042476151962,0.4320754354162408,103.31070181999502,2.023120714516271,3.0,1.0188701401233033,False,,
point_cell,atr30_q28_q90,point,,30.0,28.0,90.0,q28/q90,9.165333333333335,22.87166666666667,1,1067,752,315,0.6107613050944476,48248.5,0.8132796976522294,1.1664938412617347,45.21883786316776,-11001.0,11001.0,4.385828561039905,1067,0.6107613050944476,645.1145038167939,-533.6860036832412,0.49109653233364575,-750.0,-3300.5,11,11,1.127509453442732,10634.5,0.25973200733006396,1.0499516195701188,14.141622340425531,-11001.0,11001.0,0.9666848468321062,752,0.6153846153846154,633.2308781869689,-533.5739348370927,0.46941489361702127,-750.0,-3300.5,11,11,-1.2006750083892,37614.0,2.056858347770957,1.4891573629146049,119.4095238095238,-9065.0,9065.0,4.149365692222835,315,0.6,669.6461988304094,-533.9965277777778,0.5428571428571428,-750.0,-3259.0,7,7,2.1739845561449775,1.797126340440893,0.43920574334448603,105.26790146909828,2.0297178588128855,3.0,1.0205194261974568,False,,
point_cell,atr30_q29_q90,point,,30.0,29.0,90.0,q29/q90,9.344249999999999,22.87166666666667,1,1054,740,314,0.6033199771036062,46792.0,0.7923960706139845,1.1627567639953877,44.394686907020876,-10341.0,10341.0,4.524900879992264,1054,0.6033199771036062,646.5928433268858,-535.3752327746741,0.4905123339658444,-750.0,-3300.5,10,10,1.1528953781851836,9605.0,0.2361534160436827,1.0456075707142891,12.97972972972973,-10341.0,10341.0,0.9288269993230829,740,0.6055646481178396,634.599423631124,-535.8804071246819,0.4689189189189189,-750.0,-3300.5,10,10,-1.2489888318989788,37187.0,2.034278542280672,1.483604372167422,118.42993630573248,-9065.0,9065.0,4.102261445118588,314,0.5980952380952381,671.0735294117648,-533.9965277777778,0.5414012738853503,-750.0,-3259.0,7,7,2.157307523767994,1.7981251262369893,0.4379968014531328,105.45020657600276,2.023465097583144,3.0,1.0081161648449823,False,,
point_cell,atr30_q30_q90,point,,30.0,30.0,90.0,q30/q90,9.490833333333333,22.87166666666667,1,1041,728,313,0.5958786491127648,45168.5,0.7705963838363713,1.1590300149634716,43.3895292987512,-10368.0,10368.0,4.356529706790123,1041,0.5958786491127648,645.4774509803922,-534.8870056497175,0.4899135446685879,-750.0,-3300.5,10,10,1.105900662482346,8191.5,0.20362884411868806,1.039547722560041,11.25206043956044,-10368.0,10368.0,0.7900752314814815,728,0.5957446808510638,631.4398826979473,-535.2183462532299,0.4684065934065934,-750.0,-3300.5,10,10,-1.4180786571149944,36977.0,2.022881719217663,1.4808733931114304,118.1373801916933,-9065.0,9065.0,4.079095421952565,313,0.5961904761904762,673.801775147929,-533.9965277777778,0.5399361022364217,-750.0,-3259.0,7,7,2.1489822787137,1.8192528750989752,0.4413256705513895,106.88531975213286,2.0187788938895426,3.0,1.0015332046362908,False,,
point_cell,atr28_q27_q94,point,,28.0,27.0,94.0,q27/q94,8.893035714285714,26.20321428571429,1,1179,813,366,0.6748712077847739,54835.5,0.8849872133638053,1.1731642811466285,46.54966044142615,-11888.0,11888.0,4.6126766487214,1178,0.6742987979393246,632.8841567291312,-535.81641285956,0.49830220713073003,-750.0,-3300.5,11,11,1.1929990455991504,13154.5,0.31058896172022815,1.0576708929573513,16.20012315270936,-11888.0,11888.0,1.10653600269179,812,0.6644844517184942,623.3863049095607,-536.6964705882353,0.4766009852216749,-750.0,-3300.5,11,11,-1.0228992807328807,41681.0,2.1396130566459894,1.4705915559745517,113.88251366120218,-10100.0,10100.0,4.126831683168317,366,0.6971428571428572,651.2625,-533.5632530120482,0.546448087431694,-750.0,-3259.0,7,7,2.1432583164422847,1.8290240949257612,0.41292066301720043,97.68239050849283,1.9999969783949039,3.0,0.9931171502862113,True,,
point_cell,atr28_q28_q94,point,,28.0,28.0,94.0,q28/q94,9.031785714285716,26.20321428571429,1,1167,801,366,0.6680022896393818,54327.5,0.881979963242886,1.1734342552406978,46.593053173241856,-12198.0,12198.0,4.453803902279062,1166,0.6674298797939324,630.4854202401373,-537.2993138936536,0.5,-750.0,-3300.5,10,10,1.1954665246631198,12646.5,0.30126190351732135,1.0562882220461647,15.808125,-12198.0,12198.0,1.0367683226758484,800,0.6546644844517185,619.6357702349869,-538.7865707434053,0.47875,-750.0,-3300.5,10,10,-1.0628116358731212,41681.0,2.1396130566459894,1.4705915559745517,113.88251366120218,-10100.0,10100.0,4.126831683168317,366,0.6971428571428572,651.2625,-533.5632530120482,0.546448087431694,-750.0,-3259.0,7,7,2.1432583164422847,1.838351153128668,0.41430333392838703,98.07438866120218,2.013540067192029,3.0,0.9965029224854924,True,,
point_cell,atr28_q29_q94,point,,28.0,29.0,94.0,q29/q94,9.183392857142858,26.20321428571429,1,1155,789,366,0.6611333714939897,54787.5,0.8931307820885775,1.1769179226776243,47.476169844020795,-10843.0,10843.0,5.052799040855851,1154,0.6605609616485404,631.6551126516464,-536.7027729636048,0.5,-750.0,-3300.5,10,10,1.2886322432757886,13106.5,0.3141648114092701,1.0592769983627763,16.632614213197968,-10843.0,10843.0,1.2087521903532232,788,0.6448445171849427,621.2533156498673,-537.970802919708,0.4784263959390863,-750.0,-3300.5,10,10,-0.9121043588197607,41681.0,2.1396130566459894,1.4705915559745517,113.88251366120218,-10100.0,10100.0,4.126831683168317,366,0.6971428571428572,651.2625,-533.5632530120482,0.546448087431694,-750.0,-3259.0,7,7,2.1432583164422847,1.8254482452367193,0.4113145576117754,97.24989944800421,2.011621961788777,3.0,0.9960233961346794,True,,
point_cell,atr28_q30_q94,point,,28.0,30.0,94.0,q30/q94,9.319642857142856,26.20321428571429,1,1143,777,366,0.6542644533485976,47635.0,0.7829629193323205,1.1542079824927727,41.71190893169877,-11775.5,11775.5,4.045263470765573,1142,0.6536920435031482,627.7042253521126,-538.1550522648083,0.4973730297723292,-750.0,-3300.5,10,10,1.018989337309189,5954.0,0.14458066156364163,1.027023163035363,7.672680412371134,-11775.5,11775.5,0.5056260880642011,776,0.6350245499181669,614.9008152173913,-540.0232843137255,0.4742268041237113,-750.0,-3300.5,10,10,-1.776668846666901,41681.0,2.1396130566459894,1.4705915559745517,113.88251366120218,-10100.0,10100.0,4.126831683168317,366,0.6971428571428572,651.2625,-533.5632530120482,0.546448087431694,-750.0,-3259.0,7,7,2.1432583164422847,1.9950323950823479,0.4435683929391887,106.20983324883105,2.010662909087151,3.0,0.9957836329592729,True,,
point_cell,atr30_q26_q90,point,,30.0,26.0,90.0,q26/q90,8.819833333333333,22.87166666666667,1,1092,776,316,0.6250715512306811,49273.5,0.8219409581837123,1.1662572671230798,45.122252747252745,-9569.5,9569.5,5.149015100057475,1092,0.6250715512306811,644.8554104477612,-533.0377697841726,0.4908424908424908,-750.0,-3300.5,11,11,1.2213967676615691,12379.5,0.29798468460394456,1.0565910945424872,15.952963917525773,-9569.5,9569.5,1.293641256073985,776,0.6350245499181669,633.241095890411,-532.2469586374696,0.47036082474226804,-750.0,-3300.5,11,11,-0.9037353912461121,36894.0,2.0135977739685145,1.4753431982013903,116.75316455696202,-9065.0,9065.0,4.069939327082184,316,0.6019047619047619,669.6461988304094,-535.2793103448275,0.5411392405063291,-750.0,-3259.0,7,7,2.1391310251411455,1.7156130893645698,0.41875210365890303,100.80020063943624,1.9830390621075844,3.0,0.9861949318686409,False,,
point_cell,atr25_q30_q94,point,,25.0,30.0,94.0,q30/q94,9.219000000000001,25.5866,1,1140,777,363,0.6525472238122496,51189.0,0.8395064321674306,1.1663830720850297,44.90263157894737,-12347.5,12347.5,4.145697509617332,1140,0.6525472238122496,630.6616871704745,-538.8047285464098,0.49912280701754386,-750.0,-3300.5,10,10,1.1079474910965077,10923.0,0.2636031055171771,1.0498549719186383,14.057915057915057,-12347.5,12347.5,0.8846325167037862,777,0.6358428805237316,619.9959568733153,-539.6440886699507,0.4774774774774775,-750.0,-3300.5,10,10,-1.2391612815597002,40266.0,2.0762644044487852,1.4546645288046791,110.92561983471074,-9547.5,9547.5,4.217439120188531,363,0.6914285714285714,650.6464646464647,-536.739393939394,0.5454545454545454,-750.0,-3259.0,7,7,2.1343400182487664,1.8126612989316082,0.4048095568860408,96.86770477679569,1.9986086705230752,3.0,0.9869731794924672,True,,
