cluster_id,n_cells,period_min,period_max,q_low_min,q_low_max,q_high_min,q_high_max,avg_oos_sharpe,avg_oos_pf,avg_oos_expectancy,avg_oos_n_trades,avg_local_robustness_score,cells
1,138,10,60,10,30,80,95,1.3500211625791017,1.2347698734200754,20.686698986631423,222.17391304347825,0.7091966950583904,"(10,10,95);(10,15,80);(10,15,85);(10,15,95);(10,20,80);(10,20,85);(10,20,90);(10,20,95);(10,25,80);(10,25,85);(10,25,90);(10,25,95);(10,30,80);(10,30,85);(10,30,90);(10,30,95);(12,10,80);(12,10,95);(12,15,80);(12,15,85);(12,15,90);(12,15,95);(12,20,80);(12,20,85);(12,20,90);(12,20,95);(12,25,80);(12,25,85);(12,25,90);(12,25,95);(12,30,80);(12,30,85);(12,30,90);(12,30,95);(14,10,80);(14,10,95);(14,15,80);(14,15,85);(14,15,90);(14,15,95);(14,20,80);(14,20,85);(14,20,90);(14,20,95);(14,25,80);(14,25,85);(14,25,90);(14,25,95);(14,30,80);(14,30,85);(14,30,90);(14,30,95);(16,10,80);(16,15,80);(16,15,85);(16,15,90);(16,15,95);(16,20,80);(16,20,85);(16,20,90);(16,20,95);(16,25,80);(16,25,85);(16,25,90);(16,25,95);(16,30,80);(16,30,85);(16,30,90);(16,30,95);(18,10,80);(18,10,85);(18,10,90);(18,15,80);(18,15,85);(18,15,90);(18,15,95);(18,20,80);(18,20,85);(18,20,90);(18,20,95);(18,25,80);(18,25,85);(18,25,90);(18,25,95);(18,30,80);(18,30,85);(18,30,90);(18,30,95);(21,10,85);(21,10,95);(21,15,85);(21,15,95);(21,20,80);(21,20,85);(21,20,90);(21,20,95);(21,25,80);(21,25,85);(21,25,90);(21,25,95);(21,30,80);(21,30,85);(21,30,90);(21,30,95);(30,10,85);(30,10,90);(30,10,95);(30,15,85);(30,15,90);(30,15,95);(30,20,80);(30,20,85);(30,20,90);(30,20,95);(30,25,80);(30,25,85);(30,25,90);(30,25,95);(30,30,80);(30,30,85);(30,30,90);(30,30,95);(60,10,95);(60,15,80);(60,15,85);(60,15,95);(60,20,80);(60,20,85);(60,20,90);(60,20,95);(60,25,80);(60,25,85);(60,25,90);(60,25,95);(60,30,80);(60,30,85);(60,30,90);(60,30,95)"
