atr_period,q_low,q_high,q_low_pct,q_high_pct,atr_low_threshold_is,atr_high_threshold_is,n_signal_rows_total,n_signal_rows_is,n_selected_signals_total,n_selected_signals_is,n_selected_signals_oos,is_n_trades,is_win_rate,is_expectancy,is_profit_factor,is_sharpe_ratio,is_cumulative_pnl,is_max_drawdown,is_stop_hit_rate,is_target_hit_rate,is_time_exit_rate,is_time_exit_win_rate,oos_n_trades,oos_win_rate,oos_expectancy,oos_profit_factor,oos_sharpe_ratio,oos_cumulative_pnl,oos_max_drawdown,oos_stop_hit_rate,oos_target_hit_rate,oos_time_exit_rate,oos_time_exit_win_rate,oos_rel_sharpe_vs_baseline,oos_rel_pf_vs_baseline,oos_rel_expectancy_vs_baseline,delta_sharpe_oos_minus_is,delta_pf_oos_minus_is,delta_expectancy_oos_minus_is,ratio_oos_is_sharpe,ratio_oos_is_pf,ratio_oos_is_expectancy,oos_good_metric_count,trade_floor_ok,robust_oos_flag,local_robustness_score
16,0.25,0.85,25,85,7.671875,21.311718749999997,1340,950,799,571,228,527,0.5009487666034156,28.886148007590133,1.3354487560873494,1.9473239334407038,15223.0,-1914.5,0.4478178368121442,0.2125237191650854,0.3377609108159393,0.848314606741573,203,0.47783251231527096,26.411330049261085,1.3064152021717388,1.739695305014248,5361.5,-1028.0,0.45320197044334976,0.2413793103448276,0.2955665024630542,0.7666666666666667,1.8385914336124685,0.14393113835481658,1.0283901477832513,-0.20762862842645569,-0.029033553915610577,-2.474817958329048,0.8933774577198366,0.978259327598107,0.9143250959706097,3,True,True,0.9251363776172001
12,0.25,0.95,25,95,7.4375,28.549999999999994,1340,950,969,666,303,587,0.4838160136286201,20.26831345826235,1.2245150211352658,1.3369800114132375,11897.5,-2083.5,0.46337308347529815,0.2010221465076661,0.3339011925042589,0.8418367346938775,245,0.47346938775510206,26.322448979591837,1.303732485576357,1.6503158424460844,6449.0,-998.5,0.45714285714285713,0.22448979591836735,0.30612244897959184,0.7733333333333333,1.6927545298422435,0.14158208191109417,1.021564081632653,0.3133358310328469,0.07921746444109123,6.054135521329485,1.2343608942228232,1.0646929299141203,1.2986995209935204,3,True,True,0.8939079039154485
14,0.25,0.95,25,95,7.553571428571429,28.818749999999994,1340,950,973,666,307,589,0.4872665534804754,22.02546689303905,1.2456705140465663,1.4544082775148923,12973.0,-2126.5,0.4601018675721562,0.20203735144312393,0.3361629881154499,0.8434343434343434,246,0.4715447154471545,24.772357723577237,1.2822929936305731,1.543740249699769,6094.0,-1166.5,0.4634146341463415,0.22357723577235772,0.3008130081300813,0.7837837837837838,1.5188593864053963,0.12280910499952771,0.9025170731707317,0.08933197218487665,0.036622479584006884,2.746890830538188,1.0614215234923687,1.0293998125275026,1.124714306574192,3,True,True,0.8693060499560317
12,0.25,0.9,25,90,7.4375,23.78125,1340,950,884,619,265,558,0.4946236559139785,25.273297491039425,1.288964930793898,1.6882065618813746,14102.5,-2083.5,0.45161290322580644,0.2060931899641577,0.34050179211469533,0.8421052631578947,226,0.4690265486725664,24.02433628318584,1.2758822184395722,1.5579626327533587,5429.5,-1331.5,0.46017699115044247,0.23008849557522124,0.29646017699115046,0.7611940298507462,1.542065481510162,0.11719566346134933,0.8450690265486723,-0.13024392912801597,-0.013082712354325787,-1.2489612078535863,0.9228507150316551,0.9898502185422005,0.9505817866348306,3,True,True,0.854678535907202
16,0.25,0.95,25,95,7.671875,28.985156249999992,1340,950,967,666,301,589,0.4838709677419355,21.876061120543294,1.2424658694240847,1.4387186260237717,12885.0,-2126.5,0.4634974533106961,0.2037351443123939,0.3310696095076401,0.841025641025641,244,0.4672131147540984,24.16393442622951,1.2726284881973504,1.5059597149178225,5896.0,-987.5,0.4672131147540984,0.22950819672131148,0.29508196721311475,0.7777777777777778,1.4572143948484104,0.11434661261312219,0.8557901639344263,0.0672410888940509,0.03016261877326576,2.2878733056862153,1.046736789027252,1.0242764163712978,1.104583420803196,3,True,True,0.8498257736835582
16,0.25,0.9,25,90,7.671875,24.267187500000006,1340,950,882,619,263,559,0.49016100178890876,23.64490161001789,1.2674740974583132,1.5820887373139905,13217.5,-2126.5,0.4561717352415027,0.2039355992844365,0.33810375670840787,0.8412698412698413,226,0.4690265486725664,23.491150442477878,1.2695334314870286,1.5301360663541876,5309.0,-1340.5,0.46017699115044247,0.23008849557522124,0.3008849557522124,0.7647058823529411,1.4966619831045094,0.11163650043743292,0.804120353982301,-0.05195267095980283,0.002059334028715387,-0.15375116754001183,0.9671619740824361,1.0016247543305579,0.9934974917605548,3,True,True,0.8458074572832586
12,0.2,0.95,20,95,6.612500000000001,28.549999999999994,1340,950,1026,712,314,633,0.4928909952606635,22.309636650868878,1.2509730046739769,1.4763423285557427,14122.0,-2033.5,0.45339652448657186,0.20221169036334913,0.34281200631911535,0.8433179723502304,256,0.46875,22.349609375,1.2555324802929815,1.4177869392634501,5721.5,-1288.5,0.45703125,0.21875,0.3125,0.7625,1.3133463939812784,0.09937690332708708,0.7164499999999999,-0.05855538929229254,0.004559475619004605,0.03997272413112185,0.9603375259520092,1.0036447434133025,1.0017917245698202,3,True,True,0.8143679704483853
12,0.25,0.85,25,85,7.4375,21.047916666666666,1340,950,811,571,240,525,0.5009523809523809,27.533333333333335,1.3203466081599184,1.8618031739071845,14455.0,-2186.0,0.4438095238095238,0.20952380952380953,0.34476190476190477,0.8397790055248618,210,0.4666666666666667,22.63095238095238,1.2609543158357128,1.4937545708055788,4752.5,-1446.0,0.45714285714285713,0.22380952380952382,0.3047619047619048,0.75,1.4372997480575824,0.10412440358126275,0.7380571428571426,-0.3680486031016057,-0.05939229232420562,-4.902380952380955,0.8023160513099685,0.9550176507008438,0.8219474230370113,3,True,True,0.7786783310782498
14,0.2,0.95,20,95,6.553571428571429,28.818749999999994,1340,950,1030,713,317,636,0.4937106918238994,23.142295597484278,1.2604260664932676,1.531550577101017,14718.5,-2083.5,0.45440251572327045,0.2028301886792453,0.3411949685534591,0.847926267281106,256,0.46484375,21.494140625,1.2435812306330234,1.354674847885371,5502.5,-1288.5,0.4609375,0.21875,0.30859375,0.759493670886076,1.2103689119895593,0.08891207820445257,0.6507499999999999,-0.17687572921564598,-0.01684483586024421,-1.648154972484278,0.8845119894437676,0.9866356017952647,0.9287816990522132,3,True,True,0.7686109001709505
14,0.25,0.85,25,85,7.553571428571429,21.029464285714283,1340,950,805,571,234,526,0.5019011406844106,27.750950570342205,1.3236298332742107,1.8815052776558443,14597.0,-1926.0,0.4448669201520912,0.20722433460076045,0.34600760456273766,0.8461538461538461,207,0.46859903381642515,22.38888888888889,1.2551405213465827,1.4739460335458625,4634.5,-1841.5,0.463768115942029,0.2318840579710145,0.2898550724637681,0.7666666666666667,1.4049789479635892,0.09903369387652579,0.7194666666666666,-0.4075592441099818,-0.06848931192762797,-5.362061681453316,0.7833866059532093,0.9482564458688509,0.8067791707580706,3,True,True,0.7629230584412543
