atr_period,q_low,q_high,q_low_pct,q_high_pct,atr_low_threshold_is,atr_high_threshold_is,oos_n_trades,oos_win_rate,oos_expectancy,oos_profit_factor,oos_sharpe_ratio,oos_cumulative_pnl,oos_max_drawdown,oos_stop_hit_rate,oos_target_hit_rate,oos_time_exit_rate,oos_time_exit_win_rate,ratio_oos_is_sharpe,ratio_oos_is_pf,ratio_oos_is_expectancy,delta_sharpe_oos_minus_is,delta_pf_oos_minus_is,delta_expectancy_oos_minus_is,robust_oos_flag,local_robustness_score
60,0.15,0.95,15,95,4.8029166666666665,22.082708333333333,265,0.4528301886792453,18.616981132075473,1.2077744319737203,1.176739480903903,4933.5,-1297.0,0.4679245283018868,0.21509433962264152,0.30566037735849055,0.7407407407407407,0.9220019077147739,0.9961926155278817,0.9843411736692292,-0.09954798776360607,-0.0046160366443606105,-0.29615755405591315,True,0.683925737479646
18,0.15,0.85,15,85,5.532638888888889,21.129166666666666,221,0.46153846153846156,19.751131221719458,1.2234050720372598,1.323047435787166,4365.0,-1583.0,0.46153846153846156,0.22624434389140272,0.2986425339366516,0.7424242424242424,0.7639825423323061,0.944636738897638,0.7823729464264032,-0.4087296173220998,-0.07170131294723259,-5.494030068603124,True,0.6813191583824711
12,0.2,0.9,20,90,6.612500000000001,23.78125,237,0.4641350210970464,19.839662447257385,1.225640041269765,1.301490713600316,4702.0,-1462.5,0.459915611814346,0.22362869198312235,0.3037974683544304,0.75,0.7188664683552262,0.9331132722194203,0.7339472112539634,-0.5089856000023201,-0.08785541288294096,-7.191794506384998,True,0.6788317043049849
18,0.2,0.95,20,95,6.608333333333333,28.442361111111108,253,0.45849802371541504,19.270750988142293,1.2139409364166922,1.2161083782090873,4875.5,-1456.0,0.4743083003952569,0.22134387351778656,0.2924901185770751,0.7702702702702703,0.8279819317105197,0.9719402336191021,0.8726999165806393,-0.2526535979088469,-0.03504628977979918,-2.811010018147016,True,0.6784046544942376
21,0.15,0.95,15,95,5.648214285714285,27.99047619047619,258,0.4573643410852713,18.91860465116279,1.2113307211049293,1.2009353540289853,4881.0,-1421.5,0.4689922480620155,0.21705426356589147,0.3023255813953488,0.7564102564102564,0.8408459629861518,0.9757755279835926,0.8842292365654477,-0.2273112058569946,-0.030072333558783804,-2.4769835841313252,True,0.674313198457483
21,0.3,0.8,30,80,8.810714285714285,18.89761904761905,166,0.46987951807228917,20.78614457831325,1.23471990748614,1.3989042227334565,3450.5,-1470.5,0.463855421686747,0.2289156626506024,0.29518072289156627,0.7755102040816326,0.7289032801994813,0.9303668257650044,0.7293095238549636,-0.5202862387919931,-0.09241243783461872,-7.714984089858305,True,0.6736713294155917
21,0.25,0.9,25,90,7.773809523809524,23.49404761904762,227,0.46255506607929514,19.145374449339208,1.216025449845909,1.2608435332410899,4346.0,-1510.5,0.4713656387665198,0.22026431718061673,0.29955947136563876,0.7794117647058824,0.8463690204141452,0.9734396532842383,0.8622450179488055,-0.22886545046454487,-0.03317931158251941,-3.0587253724076717,True,0.673086365485503
16,0.2,0.85,20,85,6.559375,21.311718749999997,213,0.4647887323943662,20.11737089201878,1.2289484932677923,1.3431881121802536,4285.0,-1159.5,0.460093896713615,0.2300469483568075,0.29577464788732394,0.746031746031746,0.6789657483461328,0.9149974241464417,0.6909994917352092,-0.6350974131972418,-0.11416839519145205,-8.996067153356439,True,0.6706658558200271
16,0.2,0.95,20,95,6.559375,28.985156249999992,254,0.4566929133858268,18.974409448818896,1.2109652002626394,1.1985006466437202,4819.5,-1227.5,0.47244094488188976,0.2204724409448819,0.2952755905511811,0.76,0.7997556744941506,0.9653596401225544,0.8399853597322923,-0.3000828393712778,-0.04345351576002843,-3.614566929133858,True,0.6635549908105076
30,0.15,0.95,15,95,5.425416666666667,25.707083333333323,257,0.45525291828793774,18.883268482490273,1.2109403864125357,1.1951810823629916,4853.0,-1297.0,0.4669260700389105,0.2178988326848249,0.3035019455252918,0.7435897435897436,0.797200104434042,0.9653389965176769,0.8406807954212655,-0.3040423569157691,-0.04347945032961498,-3.578608350354301,True,0.6632013376564029
10,0.2,0.8,20,80,6.525,18.805000000000003,194,0.4742268041237113,19.59278350515464,1.2287003610108302,1.3323085387670601,3801.0,-1664.0,0.44329896907216493,0.21649484536082475,0.3247422680412371,0.746031746031746,0.7398543418217726,0.9400223553875006,0.7501033573783938,-0.46846286102828905,-0.07839659681027333,-6.527328226688937,True,0.6588756800453948
60,0.1,0.95,10,95,3.8275000000000006,22.082708333333333,268,0.45149253731343286,17.458955223880597,1.1949258456923846,1.108847553448937,4679.0,-1297.0,0.4664179104477612,0.2126865671641791,0.30970149253731344,0.7349397590361446,0.9215315510622696,0.9966125484597369,0.9824311199508474,-0.09441841413594299,-0.004061511570114806,-0.3122196395073793,True,0.6471690567568608
12,0.15,0.95,15,95,5.382291666666666,28.549999999999994,263,0.4600760456273764,17.680608365019012,1.1981505944517834,1.129479211250736,4650.0,-1421.5,0.467680608365019,0.21292775665399238,0.30798479087452474,0.7654320987654321,0.8936449650080789,0.9890954084957464,0.9385490779245064,-0.13442228820047508,-0.013209385748686797,-1.1576269290986367,True,0.6468999433668552
10,0.15,0.95,15,95,5.3425,28.804999999999996,267,0.45692883895131087,17.205992509363295,1.1916322529512369,1.0947010478815693,4594.0,-1489.0,0.4681647940074906,0.21348314606741572,0.30711610486891383,0.7560975609756098,0.8744579840823428,0.9855381914179341,0.9220163297180709,-0.1571613260783984,-0.01748603726619935,-1.4552740591197697,True,0.628272192977603
30,0.3,0.8,30,80,8.264166666666666,17.39666666666667,169,0.46745562130177515,18.881656804733726,1.204675924441166,1.2491907194112946,3191.0,-1600.0,0.48520710059171596,0.23076923076923078,0.26627218934911245,0.8222222222222222,0.8472291976885391,0.9694328815344088,0.8875440971361245,-0.22525176063945285,-0.03798454993269362,-2.39239241226851,True,0.625633732275541
14,0.15,0.95,15,95,5.447321428571429,28.818749999999994,263,0.4600760456273764,17.59505703422053,1.1970029161965985,1.1184838987163215,4627.5,-1421.5,0.467680608365019,0.21292775665399238,0.30798479087452474,0.7654320987654321,0.7954258340361736,0.9674705307646649,0.8398242570835569,-0.2876608992730485,-0.04024708587893433,-3.355822731175362,True,0.6240079607033748
12,0.1,0.8,10,80,4.30625,18.941666666666666,207,0.45893719806763283,18.043478260869566,1.2075922632281013,1.2207414838145116,3735.0,-1211.0,0.4444444444444444,0.2222222222222222,0.3188405797101449,0.696969696969697,0.7844930325588247,0.9578130742447821,0.8109861658671341,-0.33534816026142233,-0.05318846288619339,-4.205333149590022,True,0.6196028341488902
16,0.2,0.9,20,90,6.559375,24.267187500000006,236,0.4576271186440678,17.934322033898304,1.2023618847266382,1.183508534770741,4232.5,-1748.5,0.4661016949152542,0.22033898305084745,0.3008474576271186,0.7464788732394366,0.723338316992285,0.9402746552958378,0.7392951201245852,-0.452667106652336,-0.07637287426603101,-6.324355652052109,True,0.6136953699133938
14,0.2,0.85,20,85,6.553571428571429,21.029464285714283,217,0.4608294930875576,18.631336405529954,1.2109354619919654,1.2404905965966193,4043.0,-1804.5,0.4608294930875576,0.22580645161290322,0.2995391705069124,0.7384615384615385,0.6411501582984952,0.9072119512777875,0.6532510791108254,-0.694298907142525,-0.1238523572011021,-9.88960600284701,True,0.611962123353754
10,0.2,0.85,20,85,6.525,20.956249999999997,223,0.4663677130044843,18.542600896860986,1.2119100087121406,1.2421442052085656,4135.0,-1635.5,0.45739910313901344,0.21973094170403587,0.3094170403587444,0.7536231884057971,0.6224294136800093,0.899218369473509,0.6290669070232086,-0.7534944614550112,-0.13582714819415354,-10.933756371089977,True,0.6112889545557348
12,0.2,0.85,20,85,6.612500000000001,21.047916666666666,221,0.46153846153846156,18.212669683257918,1.2077955601445534,1.216286428832595,4025.0,-1635.5,0.45701357466063347,0.2171945701357466,0.31221719457013575,0.7391304347826086,0.6145368557875194,0.8982445333937167,0.623485979144475,-0.7629055714160198,-0.13682220845048798,-10.9983635916983,True,0.5956551569398181
18,0.1,0.85,10,85,4.416666666666667,21.129166666666666,227,0.4581497797356828,17.389867841409693,1.1975676284377268,1.1771634066842918,3947.5,-1645.5,0.4581497797356828,0.22026431718061673,0.30837004405286345,0.7285714285714285,0.6990604933004945,0.9314333508685738,0.7114834471395948,-0.5067586829856827,-0.08815789053899792,-7.051836194464748,True,0.5920341923378186
14,0.2,0.9,20,90,6.553571428571429,24.305357142857144,238,0.4579831932773109,17.361344537815125,1.1960802923171832,1.1447386445936505,4132.0,-1462.5,0.46218487394957986,0.2184873949579832,0.3067226890756303,0.7397260273972602,0.7100505030162866,0.9389527549397824,0.7250594252379977,-0.4674546286042609,-0.07776472919712196,-6.58337493413207,True,0.5920070232347707
10,0.2,0.9,20,90,6.525,23.8575,238,0.46218487394957986,17.623949579831933,1.1996620335110435,1.1541040362969046,4194.5,-1457.5,0.46218487394957986,0.2184873949579832,0.3067226890756303,0.7534246575342466,0.6447118817449029,0.9170234490605887,0.6618658290514127,-0.6360041794433415,-0.10855100590468081,-9.003727520662302,True,0.5865425656175277
30,0.1,0.95,10,95,4.264166666666667,25.707083333333323,262,0.45038167938931295,16.362595419847327,1.1818258933305057,1.0424262770072985,4287.0,-1297.0,0.46946564885496184,0.21374045801526717,0.3053435114503817,0.7375,0.7925058389407635,0.9688030268053736,0.8374014761980194,-0.2729284191808963,-0.03805664277962051,-3.177130607549934,True,0.58043817642434
10,0.1,0.95,10,95,4.3425,28.804999999999996,270,0.45185185185185184,15.91851851851852,1.1770983559273147,1.0170446959968669,4298.0,-1489.0,0.4666666666666667,0.2111111111111111,0.3111111111111111,0.7380952380952381,0.8199973376202921,0.9754565135800612,0.8690544034065231,-0.22325774077496985,-0.029617002000021042,-2.3985378776300355,True,0.5768727827946983
21,0.2,0.9,20,90,6.576190476190476,23.49404761904762,236,0.4576271186440678,16.934322033898304,1.1907864900346103,1.1257845164421643,3996.5,-1412.5,0.4703389830508475,0.21610169491525424,0.3008474576271186,0.7605633802816901,0.6858950463858091,0.9315556950065695,0.6952339914656247,-0.5155518984718483,-0.08749080075712556,-7.423408229259589,True,0.57297111255969
21,0.1,0.95,10,95,4.355952380952381,27.99047619047619,265,0.4528301886792453,16.10188679245283,1.1797767010743627,1.0331041824816536,4267.0,-1489.0,0.4679245283018868,0.21132075471698114,0.30943396226415093,0.7439024390243902,0.7580889415318371,0.9599855598883186,0.7936743684556458,-0.3296701911876221,-0.04917584818233012,-4.185887932821895,True,0.5684863933752747
60,0.2,0.8,20,80,5.595833333333333,14.344166666666668,196,0.4642857142857143,17.012755102040817,1.1894225580140314,1.1609826890055666,3334.5,-1391.5,0.46938775510204084,0.22448979591836735,0.29081632653061223,0.7719298245614035,0.7145032358128885,0.9364117222292698,0.7252753687850311,-0.46389825038544896,-0.08076931355121442,-6.444204604918891,True,0.5618999511705509
21,0.1,0.85,10,85,4.355952380952381,20.761309523809523,224,0.45089285714285715,16.305803571428573,1.1821922933034044,1.0972360142629949,3652.5,-1639.0,0.4642857142857143,0.21875,0.30357142857142855,0.7205882352941176,0.7447208094582672,0.949373131370708,0.765466414554068,-0.37611614714788066,-0.0630423296699163,-4.995984804130295,True,0.5581083028337841
12,0.1,0.95,10,95,4.30625,28.549999999999994,268,0.45149253731343286,15.466417910447761,1.1729100617386952,0.9939463707920894,4145.0,-1489.0,0.4664179104477612,0.208955223880597,0.31343283582089554,0.7380952380952381,0.7812408239283775,0.9674375309538216,0.8201290872464106,-0.2783199270623252,-0.039478360470119656,-3.3920985730687203,True,0.5535613171826687
16,0.15,0.8,15,80,5.546875,19.512500000000003,202,0.46534653465346537,16.787128712871286,1.190773558368495,1.1335773798641113,3391.0,-1172.5,0.4504950495049505,0.21782178217821782,0.31683168316831684,0.734375,0.6503875068734409,0.9182024051818508,0.6685772952103408,-0.6093487493807028,-0.10607945753344139,-8.321604163841041,True,0.5433234555554477
30,0.15,0.9,15,90,5.425416666666667,21.694166666666668,243,0.45267489711934156,16.127572016460906,1.1781890103894332,1.062068523263979,3919.0,-1297.0,0.4732510288065844,0.21810699588477367,0.2962962962962963,0.75,0.6634017401086182,0.928520474423752,0.6853105253801348,-0.5388747047264804,-0.09069955248326789,-7.405660611937886,True,0.54243670436026
30,0.15,0.85,15,85,5.425416666666667,19.24125,221,0.45248868778280543,16.27601809954751,1.1797870745239167,1.0922624518574502,3597.0,-1700.0,0.47058823529411764,0.22171945701357465,0.29411764705882354,0.7384615384615385,0.6810913608275968,0.9305605647524167,0.7000198175883188,-0.511432022449547,-0.08803698681249816,-6.97477807879644,True,0.5414076458596191
14,0.1,0.95,10,95,4.319642857142857,28.818749999999994,269,0.44981412639405205,15.301115241635689,1.1714928544643972,0.9807321095259389,4116.0,-1489.0,0.4646840148698885,0.20817843866171004,0.3159851301115242,0.7294117647058823,0.7138438653612773,0.9520158397965661,0.750558669963315,-0.39314270696434384,-0.05904639235604492,-5.085186128227324,True,0.5350488212642193
14,0.15,0.8,15,80,5.447321428571429,19.13928571428572,200,0.46,16.605,1.188596740303254,1.1289561838209083,3321.0,-1034.0,0.455,0.22,0.31,0.7258064516129032,0.6316775509785006,0.9108284090575681,0.6450584707646176,-0.6582787465198925,-0.116365564872418,-9.136852487135506,True,0.5335048080583369
60,0.2,0.85,20,85,5.595833333333333,15.973958333333332,219,0.45662100456621,16.009132420091323,1.1773349181861865,1.0704362347706893,3506.0,-1391.5,0.4748858447488584,0.2191780821917808,0.2922374429223744,0.765625,0.700367150570922,0.9391181834121138,0.7218726273661995,-0.45795674296691025,-0.07632509924479947,-6.168093607305938,True,0.5334788325133596
16,0.15,0.95,15,95,5.546875,28.985156249999992,262,0.4541984732824427,15.320610687022901,1.1691672285906944,0.9780541177371089,4014.0,-1436.5,0.4732824427480916,0.21374045801526717,0.3015267175572519,0.759493670886076,0.7108510252548516,0.9492089334452841,0.7474536304322755,-0.3978377118997136,-0.06256077922212877,-5.176461055290423,True,0.5285457161941787
60,0.2,0.9,20,90,5.595833333333333,18.32125,246,0.45121951219512196,14.910569105691057,1.1658227848101266,0.978494870142153,3668.0,-1469.0,0.4715447154471545,0.21138211382113822,0.3048780487804878,0.7466666666666667,0.7739212303624798,0.9652443839315178,0.8057993601984165,-0.28583905914398056,-0.04197785533619247,-3.5935025555467277,True,0.5227104590227636
21,0.25,0.8,25,80,7.773809523809524,18.89761904761905,171,0.4678362573099415,17.026315789473685,1.1908241848271341,1.1529333531895383,2911.5,-1470.5,0.4678362573099415,0.2222222222222222,0.2982456140350877,0.7843137254901961,0.5993525349885723,0.8961666144246878,0.6048271634084488,-0.7706980421653191,-0.1379735695855402,-11.124397041483544,True,0.5195599188394304
18,0.15,0.9,15,90,5.532638888888889,24.058333333333334,243,0.45267489711934156,15.076131687242798,1.169007911793878,1.0079579823486167,3663.5,-1837.0,0.4691358024691358,0.2139917695473251,0.3045267489711934,0.7432432432432432,0.6594618722128843,0.9290059650850919,0.6711024687705539,-0.5204973003902049,-0.08933482843470952,-7.388592239137571,True,0.5085001980466282
16,0.15,0.85,15,85,5.546875,21.311718749999997,221,0.46153846153846156,15.744343891402714,1.1775345680902087,1.062674487289251,3479.5,-1382.0,0.46153846153846156,0.22171945701357465,0.3031674208144796,0.746268656716418,0.5879509939046949,0.8986850017560933,0.5984537142501047,-0.7447456860007486,-0.13275164542089235,-10.56402969957957,True,0.5058273635295267
18,0.15,0.95,15,95,5.532638888888889,28.442361111111108,261,0.4482758620689655,14.486590038314176,1.1579596014454911,0.9224240363953099,3781.0,-1683.5,0.4789272030651341,0.21455938697318008,0.2950191570881226,0.7532467532467533,0.686727439053066,0.9451672322362621,0.7235614462078016,-0.42079305955653934,-0.06717766733789987,-5.5346398299142265,True,0.4933299080414393
12,0.15,0.9,15,90,5.382291666666666,23.78125,244,0.45491803278688525,14.879098360655737,1.1656627880447181,0.9828468639928456,3630.5,-1624.0,0.4713114754098361,0.21721311475409835,0.29918032786885246,0.7534246575342466,0.6278284906049475,0.9206474345367045,0.6451077610913676,-0.5826234494773479,-0.10047096122414523,-8.185417768376523,True,0.4928728488856267
18,0.15,0.8,15,80,5.532638888888889,19.21388888888889,190,0.45263157894736844,15.328947368421053,1.1708862616246662,1.0356694590757438,2912.5,-1730.0,0.4631578947368421,0.22105263157894736,0.3,0.7192982456140351,0.5739005898168905,0.8954557707226632,0.5873352246873406,-0.7689452729045558,-0.1367006677439626,-10.770197930724246,True,0.46693880845739644
16,0.15,0.9,15,90,5.546875,24.267187500000006,244,0.45491803278688525,14.045081967213115,1.1572126522467143,0.9365350499200271,3427.0,-1971.0,0.4672131147540984,0.21311475409836064,0.3073770491803279,0.7466666666666667,0.6256187745810151,0.9236844667778337,0.6399273321650966,-0.560438966800038,-0.09560981458930029,-7.902850651469887,True,0.4655570172986353
30,0.1,0.9,10,90,4.264166666666667,21.694166666666668,248,0.4475806451612903,13.52016129032258,1.1485962463161161,0.8960154607630899,3353.0,-1442.0,0.47580645161290325,0.21370967741935484,0.29838709677419356,0.7432432432432432,0.6390473173538576,0.9322868679092379,0.6609277414024395,-0.5060958327687821,-0.08342394602229719,-6.936176737846434,True,0.4510257178463293
14,0.15,0.85,15,85,5.447321428571429,21.029464285714283,224,0.45535714285714285,14.142857142857142,1.15787506540752,0.9499516060213694,3168.0,-2004.0,0.46875,0.21875,0.29910714285714285,0.746268656716418,0.5373569432141492,0.8886480271262601,0.5501604758164066,-0.8178707288671029,-0.1450874462540377,-11.563927994461114,True,0.4394091112969426
30,0.1,0.85,10,85,4.264166666666667,19.24125,226,0.4469026548672566,13.41150442477876,1.1472932257750996,0.9059344413702966,3031.0,-1700.0,0.47345132743362833,0.2168141592920354,0.29646017699115046,0.7313432835820896,0.6508719553238628,0.9335866918051802,0.669263425323917,-0.4859436906649346,-0.08161592197281564,-6.627696758653192,True,0.43876436204060243
14,0.15,0.9,15,90,5.447321428571429,24.305357142857144,245,0.4530612244897959,13.293877551020408,1.1482307429741723,0.8839852059983934,3257.0,-1624.0,0.46938775510204084,0.21224489795918366,0.30612244897959184,0.7466666666666667,0.5997027901707446,0.9197997134526069,0.6155753107677502,-0.5900536353862019,-0.10011792052357449,-8.301981344685114,True,0.4340002560809026
18,0.1,0.9,10,90,4.416666666666667,24.058333333333334,249,0.4497991967871486,13.036144578313253,1.146754978863847,0.8803366139197313,3246.0,-1899.5,0.46586345381526106,0.20883534136546184,0.3132530120481928,0.7307692307692307,0.5882627263906135,0.9158981827266077,0.5954671976931281,-0.6161658405553074,-0.1053001081437328,-8.856152140659644,True,0.4288666733774793
16,0.1,0.95,10,95,4.328125,28.985156249999992,267,0.44569288389513106,12.726591760299625,1.139582648701939,0.8177857060444188,3398.0,-1504.0,0.4756554307116105,0.20973782771535582,0.30337078651685395,0.7407407407407407,0.6176875670156142,0.9330977797301834,0.6474450954679537,-0.5061614635507018,-0.08170698830851797,-6.930042986622398,False,0.4253623126247042
60,0.15,0.8,15,80,4.8029166666666665,14.344166666666668,200,0.455,13.94,1.1536088154269972,0.9558619801093942,2788.0,-1391.5,0.475,0.22,0.29,0.7586206896551724,0.5505767176048301,0.893305715613464,0.5585418918918919,-0.7802484465495347,-0.1377842600497159,-11.017841483979764,True,0.4231576043685516
18,0.1,0.95,10,95,4.416666666666667,28.442361111111108,267,0.44569288389513106,12.597378277153558,1.1379699325225097,0.8102486314243031,3363.5,-1746.0,0.4756554307116105,0.20973782771535582,0.30337078651685395,0.7407407407407407,0.6117345821655927,0.9317055279667789,0.6415250381853628,-0.5142614666577012,-0.08341375402258655,-7.039233744704367,False,0.41992403091147457
14,0.1,0.8,10,80,4.319642857142857,19.13928571428572,206,0.44660194174757284,13.638349514563107,1.1550453905797302,0.9356240742613442,2809.5,-1121.0,0.45145631067961167,0.21359223300970873,0.32038834951456313,0.6818181818181818,0.5438276590367614,0.8944148806912531,0.5516183926472226,-0.7848181627490729,-0.13635238858853183,-11.0858977120613,True,0.41620677793460326
30,0.25,0.8,25,80,7.466666666666667,17.39666666666667,178,0.46629213483146065,13.845505617977528,1.1496311587383503,0.9293902998471668,2464.5,-1768.0,0.4887640449438202,0.21910112359550563,0.2752808988764045,0.8367346938775511,0.6308117374769571,0.9248588996923909,0.6510260589454502,-0.5439340608637284,-0.09340295070333737,-7.421700859755264,True,0.4150148271319631
21,0.15,0.9,15,90,5.648214285714285,23.49404761904762,243,0.448559670781893,12.751028806584362,1.141493709614814,0.8544150820752582,3098.5,-1640.0,0.4732510288065844,0.20987654320987653,0.3045267489711934,0.7432432432432432,0.5927290624960541,0.9198835788770918,0.6016152615388264,-0.5870784031221986,-0.0994173532919107,-8.443627681965257,False,0.4133035201336423
10,0.15,0.8,15,80,5.3425,18.805000000000003,201,0.4577114427860697,13.218905472636816,1.1495721684305336,0.9052642422499892,2657.0,-1731.5,0.4577114427860697,0.208955223880597,0.31840796019900497,0.734375,0.6174384660439731,0.9239269958789856,0.628496321199418,-0.5608968280995175,-0.09465185961280609,-7.81368457882116,True,0.41186846036201935
60,0.15,0.85,15,85,4.8029166666666665,15.973958333333332,223,0.4484304932735426,13.271300448430493,1.145666190874637,0.8915805039132707,2959.5,-1391.5,0.4798206278026906,0.21524663677130046,0.2914798206278027,0.7538461538461538,0.5439326494004149,0.8989380533299728,0.560371425519248,-0.7475571814161048,-0.12880003806149398,-10.41174234079296,True,0.40927863413817545
16,0.1,0.8,10,80,4.328125,19.512500000000003,207,0.45410628019323673,13.405797101449275,1.1508890218041434,0.9117838420504999,2775.0,-1201.0,0.45410628019323673,0.21256038647342995,0.3188405797101449,0.7121212121212122,0.551442128843955,0.8999598616309474,0.5635910176355978,-0.7416695202487612,-0.12793359114933978,-10.380595303614017,True,0.4079224842787257
60,0.15,0.9,15,90,4.8029166666666665,18.32125,250,0.444,12.486,1.1377142478988815,0.82313305758039,3121.5,-1469.0,0.476,0.208,0.304,0.7368421052631579,0.5936150455568118,0.9249802583382432,0.6180354949827768,-0.5635114753395766,-0.09227335199089537,-7.716723146747352,False,0.40633557877810567
21,0.2,0.8,20,80,6.576190476190476,18.89761904761905,180,0.46111111111111114,14.233333333333333,1.1592590290296512,0.9747454085598151,2562.0,-1470.5,0.4666666666666667,0.21666666666666667,0.3,0.7592592592592593,0.4727018755696455,0.8540990151223561,0.4734178258629572,-1.0873268169526498,-0.19802977297602564,-15.831722428748451,True,0.403104163445818
10,0.15,0.85,15,85,5.3425,20.956249999999997,230,0.45217391304347826,13.004347826086956,1.1447935324587306,0.8769338334098757,2991.0,-1836.0,0.46956521739130436,0.21304347826086956,0.30434782608695654,0.7428571428571429,0.5244426498216535,0.8911516016661825,0.532551196939943,-0.7951914861233345,-0.13982911796159625,-11.414614896765556,True,0.40126820209717096
12,0.1,0.9,10,90,4.30625,23.78125,249,0.4457831325301205,12.552208835341366,1.139406779661017,0.8340760095733759,3125.5,-1754.5,0.46987951807228917,0.21285140562248997,0.30522088353413657,0.7236842105263158,0.5363838484173552,0.901729865191593,0.5506460384023857,-0.7209223596623606,-0.12417206323216368,-10.243213196132169,False,0.397795921398318
12,0.15,0.85,15,85,5.382291666666666,21.047916666666666,228,0.4517543859649123,12.953947368421053,1.1444501503924878,0.8712423267107534,2953.5,-1776.5,0.4692982456140351,0.21052631578947367,0.30701754385964913,0.7428571428571429,0.5104014123876314,0.8862153739240921,0.5209396111068301,-0.8357324299520994,-0.14694038972526302,-11.91255748594788,True,0.3948629194148878
10,0.15,0.9,15,90,5.3425,23.8575,245,0.4489795918367347,12.451020408163265,1.1377076561935717,0.8210013571312026,3050.5,-1691.5,0.47346938775510206,0.21224489795918366,0.3020408163265306,0.7432432432432432,0.547561921832985,0.9081911207011146,0.564678009968442,-0.6783749223275085,-0.11501066516071834,-9.598749882801512,False,0.3920488015873747
16,0.1,0.85,10,85,4.328125,21.311718749999997,226,0.45132743362831856,12.670353982300885,1.1416522384368044,0.8609287256895881,2863.5,-1449.5,0.4646017699115044,0.2168141592920354,0.3053097345132743,0.7246376811594203,0.5007827761511776,0.8834807030641544,0.5073601971724003,-0.8582372813890753,-0.15056867196592427,-12.302740188102703,False,0.3837856359855399
30,0.2,0.8,20,80,6.615,17.39666666666667,183,0.4644808743169399,13.07103825136612,1.1412542813275068,0.8805471640176307,2392.0,-1566.5,0.48633879781420764,0.2185792349726776,0.2786885245901639,0.8235294117647058,0.5546141190143807,0.902074250706037,0.5739332597994539,-0.7071281832715334,-0.12389022361126956,-9.703453430704121,True,0.3769540517800955
60,0.1,0.8,10,80,3.8275000000000006,14.344166666666668,203,0.45320197044334976,12.480295566502463,1.1376191640185773,0.8604456604805103,2533.5,-1588.0,0.4729064039408867,0.21674876847290642,0.2955665024630542,0.75,0.5321717785004474,0.8962964072733182,0.5377626851519273,-0.7564113305179082,-0.13162520066587224,-10.727516933497537,False,0.3705627192423734
18,0.1,0.8,10,80,4.416666666666667,19.21388888888889,196,0.4489795918367347,12.729591836734693,1.1426896571444911,0.8706637823408353,2495.0,-1730.0,0.45918367346938777,0.21428571428571427,0.3112244897959184,0.7049180327868853,0.4979925796216397,0.8812683934371387,0.5054367449187284,-0.8776831167281035,-0.15395239385174686,-12.455739393549218,True,0.3662878690856186
60,0.1,0.9,10,90,3.8275000000000006,18.32125,253,0.4426877470355731,11.33201581027668,1.1250545232487132,0.7507142401526342,2867.0,-1665.5,0.4743083003952569,0.20553359683794467,0.308300395256917,0.7307692307692307,0.5762208037402008,0.926183046925697,0.5984237483162445,-0.552109669154026,-0.08966704500189926,-7.604424867689421,False,0.3654917334134863
60,0.1,0.85,10,85,3.8275000000000006,15.973958333333332,226,0.4469026548672566,11.969026548672566,1.1314606468544213,0.808279799379811,2705.0,-1588.0,0.4778761061946903,0.21238938053097345,0.29646017699115046,0.746268656716418,0.527002646800986,0.9015957016722437,0.5411082216443289,-0.7254502573594386,-0.12349281483115826,-10.150442477876105,False,0.36303250466145776
16,0.1,0.9,10,90,4.328125,24.267187500000006,249,0.4457831325301205,11.289156626506024,1.1254098909188248,0.7576125028871404,2811.0,-2038.5,0.46987951807228917,0.20883534136546184,0.3092369477911647,0.7272727272727273,0.5283386629964096,0.9074487333308826,0.5382919290671512,-0.6763399142811047,-0.11478126212614526,-9.683025969784989,False,0.35366872023657564
10,0.1,0.85,10,85,4.3425,20.956249999999997,233,0.44635193133047213,11.566523605150214,1.128621199828187,0.7834112994602853,2695.0,-1836.0,0.4678111587982833,0.21030042918454936,0.3090128755364807,0.7222222222222222,0.47996664472003153,0.8839417797368374,0.4895454555387534,-0.8488089976756865,-0.14818370486157018,-12.060544064022716,False,0.34464372409855437
10,0.1,0.8,10,80,4.3425,18.805000000000003,204,0.45098039215686275,11.573529411764707,1.1307308970099668,0.796448968783052,2361.0,-1731.5,0.45588235294117646,0.20588235294117646,0.3235294117647059,0.7121212121212122,0.5540290429155228,0.9127093254648923,0.5657871050802656,-0.6411091862765068,-0.10814205570586566,-8.882096578726578,False,0.3437648407182241
14,0.1,0.9,10,90,4.319642857142857,24.305357142857144,251,0.44223107569721115,10.93824701195219,1.1221090553282334,0.7333177666016673,2745.5,-1754.5,0.46613545816733065,0.20717131474103587,0.3147410358565737,0.7088607594936709,0.5108848173259672,0.9045890643392178,0.5217918023965199,-0.7020699014835596,-0.11835371341848933,-10.024610130904952,False,0.3392516392132022
10,0.1,0.9,10,90,4.3425,23.8575,248,0.4435483870967742,11.106854838709678,1.1227058089807556,0.7355865131938049,2754.5,-1754.5,0.4717741935483871,0.20967741935483872,0.3064516129032258,0.7236842105263158,0.49963098378123116,0.900016444545074,0.5175422256006038,-0.7366730885363579,-0.12472229723372918,-10.353915489393033,False,0.33864376689807774
