atr_period,q_low,q_high,q_low_pct,q_high_pct,atr_low_threshold_is,atr_high_threshold_is,oos_n_trades,oos_win_rate,oos_expectancy,oos_profit_factor,oos_sharpe_ratio,oos_cumulative_pnl,oos_max_drawdown,oos_stop_hit_rate,oos_target_hit_rate,oos_time_exit_rate,oos_time_exit_win_rate,ratio_oos_is_sharpe,ratio_oos_is_pf,ratio_oos_is_expectancy,delta_sharpe_oos_minus_is,delta_pf_oos_minus_is,delta_expectancy_oos_minus_is,robust_oos_flag,local_robustness_score
21,0.3,0.95,30,95,8.810714285714285,27.99047619047619,237,0.47257383966244726,28.132911392405063,1.3211859916180932,1.7434916035705572,6667.5,-1004.0,0.4641350210970464,0.2320675105485232,0.29535864978902954,0.7857142857142857,1.2150792222134639,1.063341402091573,1.2690120171974448,0.3086126494275472,0.07870075684839017,5.963766410992424,True,0.948711269153395
30,0.3,0.85,30,85,8.264166666666666,19.24125,199,0.4723618090452261,27.41457286432161,1.309901158827539,1.7932316072968484,5455.5,-1472.0,0.46733668341708545,0.24120603015075376,0.27638190954773867,0.7818181818181819,1.111380584839303,1.0330170663789033,1.1619074004546908,0.1797144811576188,0.041866775408091694,3.8201170121655537,True,0.9453696788552095
60,0.3,0.95,30,95,6.888333333333333,22.082708333333333,250,0.472,26.604,1.3042752247409475,1.6513169678334958,6651.0,-1048.0,0.464,0.228,0.296,0.7837837837837838,1.0031765822748826,1.0159482791202126,1.0779369473566391,0.005228934070946378,0.02047441366971925,1.9235211786371984,True,0.9434552602335391
18,0.3,0.8,30,80,8.718055555555555,19.21388888888889,169,0.47337278106508873,27.71301775147929,1.3181401351764426,1.821996568874356,4683.5,-1533.5,0.4556213017751479,0.24260355029585798,0.28994082840236685,0.7551020408163265,0.8610347002502022,0.9645461626621511,0.87848778990378,-0.294058182862031,-0.048450896131349674,-3.833257643554571,True,0.9395302236841491
10,0.3,0.95,30,95,8.3425,28.804999999999996,241,0.4730290456431535,27.221991701244814,1.3105635636346422,1.6858697229955124,6560.5,-1004.0,0.46473029045643155,0.22821576763485477,0.2987551867219917,0.7916666666666666,1.1196651138519158,1.04231178779213,1.1775583650369315,0.18017868900793244,0.053201247498186666,4.104673265490625,True,0.9370459692230162
16,0.25,0.85,25,85,7.671875,21.311718749999997,203,0.47783251231527096,26.411330049261085,1.3064152021717388,1.739695305014248,5361.5,-1028.0,0.45320197044334976,0.2413793103448276,0.2955665024630542,0.7666666666666667,0.8933774577198366,0.978259327598107,0.9143250959706097,-0.20762862842645569,-0.029033553915610577,-2.474817958329048,True,0.9251363776172001
10,0.3,0.8,30,80,8.3425,18.805000000000003,175,0.48,26.42,1.3099795514732997,1.7586858766050653,4623.5,-1368.5,0.4514285714285714,0.22857142857142856,0.30857142857142855,0.7777777777777778,0.9496665550987091,0.9945450096842079,0.970530612244898,-0.09321242092133963,-0.007185120530081912,-0.8022222222222197,True,0.922798683162372
30,0.3,0.9,30,90,8.264166666666666,21.694166666666668,221,0.47058823529411764,26.142533936651585,1.2949133508588346,1.6788225413888005,5777.5,-1245.5,0.47058823529411764,0.23529411764705882,0.28054298642533937,0.7903225806451613,1.0432006062339945,1.0201379256582976,1.0924174030313984,0.06952272756925848,0.025562101101872958,2.21163182532721,True,0.9186528305826136
14,0.25,0.8,25,80,7.553571428571429,19.13928571428572,183,0.47540983606557374,26.161202185792348,1.3048004074616413,1.7415880710130807,4787.5,-979.5,0.44808743169398907,0.23497267759562843,0.3005464480874317,0.7454545454545455,0.909943390007808,0.9828097943305621,0.9362393420273335,-0.17236403868699268,-0.022822104023810574,-1.781654957064795,True,0.9116185478292091
18,0.2,0.85,20,85,6.608333333333333,21.129166666666666,213,0.47417840375586856,25.631455399061032,1.296857158392692,1.7027917899347442,5459.5,-1377.5,0.45539906103286387,0.2347417840375587,0.29577464788732394,0.7619047619047619,0.8945571034145899,0.9758486461535839,0.9166946879918841,-0.20071082989250133,-0.03209601841848553,-2.3292775852321626,True,0.9086214680405875
18,0.25,0.8,25,80,7.763888888888889,19.21388888888889,174,0.47701149425287354,26.617816091954023,1.3061237978783171,1.753334039198977,4631.5,-1533.5,0.4540229885057471,0.2413793103448276,0.29310344827586204,0.7647058823529411,0.8559295229802197,0.9650888587621128,0.8831916318614365,-0.29512204523905905,-0.04724774508368368,-3.5203952901597972,True,0.9051252364158865
60,0.25,0.95,25,95,6.339583333333334,22.082708333333333,251,0.4701195219123506,26.229083665338646,1.300259965337955,1.631432482155107,6583.5,-1103.0,0.46215139442231074,0.22709163346613545,0.29880478087649404,0.7733333333333333,1.1678803005729432,1.0524067836426352,1.2574785164384514,0.23451493730504613,0.064749148087766,5.370609089067461,True,0.9005527922838342
12,0.25,0.95,25,95,7.4375,28.549999999999994,245,0.47346938775510206,26.322448979591837,1.303732485576357,1.6503158424460844,6449.0,-998.5,0.45714285714285713,0.22448979591836735,0.30612244897959184,0.7733333333333333,1.2343608942228232,1.0646929299141203,1.2986995209935204,0.3133358310328469,0.07921746444109123,6.054135521329485,True,0.8939079039154485
21,0.25,0.95,25,95,7.773809523809524,27.99047619047619,242,0.47107438016528924,25.324380165289256,1.287507036967536,1.5782030792595465,6128.5,-1166.5,0.4669421487603306,0.22727272727272727,0.2975206611570248,0.7916666666666666,1.0724643218626562,1.0305402020493215,1.1308455975660674,0.10663610300944315,0.03815544989969255,2.9301822130708253,True,0.8839206905686565
12,0.3,0.95,30,95,8.466666666666665,28.549999999999994,238,0.47058823529411764,26.388655462184875,1.3,1.6395766194712624,6280.5,-1004.0,0.46638655462184875,0.226890756302521,0.29831932773109243,0.7887323943661971,1.2581330629346363,1.066798939593511,1.3195554083702445,0.3363944142068236,0.08140111341379175,6.390514198244354,True,0.8822727870083044
18,0.3,0.9,30,90,8.718055555555555,24.058333333333334,222,0.46846846846846846,24.47972972972973,1.280787413779741,1.6002249067566197,5434.5,-1545.0,0.46396396396396394,0.22972972972972974,0.2972972972972973,0.7727272727272727,0.926488184454126,0.9885849122444722,0.9349005662844213,-0.1269691725714941,-0.014789119825101782,-1.7045839957604656,True,0.870633286697009
14,0.3,0.8,30,80,8.607142857142858,19.13928571428572,175,0.4685714285714286,25.06,1.2868777392555766,1.6593550670343502,4385.5,-1074.0,0.45714285714285713,0.2342857142857143,0.29714285714285715,0.75,0.9477300973780193,0.9931047907130948,0.9733532067861995,-0.0915179627713989,-0.008934899339731572,-0.6860496613995508,True,0.8701815539400027
21,0.2,0.85,20,85,6.576190476190476,20.761309523809523,210,0.4666666666666667,24.59285714285714,1.279797377830751,1.6231844959517678,5164.5,-1377.5,0.46190476190476193,0.23333333333333334,0.2904761904761905,0.7540983606557377,0.9133836670200075,0.9828055051326281,0.9443657142857141,-0.1539268697983407,-0.022390462130569055,-1.4488095238095262,True,0.8698170358069007
14,0.25,0.95,25,95,7.553571428571429,28.818749999999994,246,0.4715447154471545,24.772357723577237,1.2822929936305731,1.543740249699769,6094.0,-1166.5,0.4634146341463415,0.22357723577235772,0.3008130081300813,0.7837837837837838,1.0614215234923687,1.0293998125275026,1.124714306574192,0.08933197218487665,0.036622479584006884,2.746890830538188,True,0.8693060499560317
16,0.3,0.85,30,85,8.6671875,21.311718749999997,197,0.4720812182741117,25.101522842639593,1.2874665736542263,1.6527436011527776,4945.0,-1095.0,0.4619289340101523,0.23857868020304568,0.2893401015228426,0.7719298245614035,0.8632262345724817,0.968246303816492,0.8763806821110018,-0.2618687391120076,-0.042222544269052475,-3.540736571586347,True,0.8669661882980813
30,0.25,0.95,25,95,7.466666666666667,25.707083333333323,244,0.4713114754098361,24.528688524590162,1.2785858914981265,1.5307218930374298,5985.0,-1111.5,0.4672131147540984,0.22540983606557377,0.29508196721311475,0.7916666666666666,1.033461892853833,1.0220293597833718,1.0922692152265527,0.049562400247184835,0.027559314561888426,2.0720558715289386,True,0.865644842443879
12,0.25,0.9,25,90,7.4375,23.78125,226,0.4690265486725664,24.02433628318584,1.2758822184395722,1.5579626327533587,5429.5,-1331.5,0.46017699115044247,0.23008849557522124,0.29646017699115046,0.7611940298507462,0.9228507150316551,0.9898502185422005,0.9505817866348306,-0.13024392912801597,-0.013082712354325787,-1.2489612078535863,True,0.854678535907202
30,0.2,0.95,20,95,6.615,25.707083333333323,249,0.46987951807228917,23.744979919678716,1.2693990066979541,1.4874542684841114,5912.5,-1035.5,0.46586345381526106,0.2248995983935743,0.2971887550200803,0.7837837837837838,0.9452451608882698,1.0003445292474176,1.0038990811275998,-0.08616316964835624,0.0004371944581726961,0.09222401416690573,True,0.8510615214347775
16,0.25,0.95,25,95,7.671875,28.985156249999992,244,0.4672131147540984,24.16393442622951,1.2726284881973504,1.5059597149178225,5896.0,-987.5,0.4672131147540984,0.22950819672131148,0.29508196721311475,0.7777777777777778,1.046736789027252,1.0242764163712978,1.104583420803196,0.0672410888940509,0.03016261877326576,2.2878733056862153,True,0.8498257736835582
18,0.25,0.9,25,90,7.763888888888889,24.058333333333334,227,0.4713656387665198,23.711453744493394,1.2723592662871601,1.5527017054392316,5382.5,-1609.5,0.46255506607929514,0.2290748898678414,0.29955947136563876,0.7794117647058824,0.9141557984138593,0.986460029477568,0.9329698488894071,-0.14580713532216327,-0.01746417132440259,-1.7035730891380894,True,0.8463535543912973
16,0.25,0.9,25,90,7.671875,24.267187500000006,226,0.4690265486725664,23.491150442477878,1.2695334314870286,1.5301360663541876,5309.0,-1340.5,0.46017699115044247,0.23008849557522124,0.3008849557522124,0.7647058823529411,0.9671619740824361,1.0016247543305579,0.9934974917605548,-0.05195267095980283,0.002059334028715387,-0.15375116754001183,True,0.8458074572832586
10,0.25,0.95,25,95,7.53125,28.804999999999996,249,0.46586345381526106,24.383534136546185,1.2765177392175615,1.519327094289134,6071.5,-1074.0,0.46184738955823296,0.2248995983935743,0.30522088353413657,0.7631578947368421,1.1370171226478776,1.042564550992051,1.1997121981332806,0.18308767974897688,0.05211610576197101,4.059047835176322,True,0.844038223360206
12,0.3,0.9,30,90,8.466666666666665,23.78125,219,0.4657534246575342,24.022831050228312,1.2714234122684827,1.5440476171183601,5261.0,-1337.0,0.4703196347031963,0.2328767123287671,0.2876712328767123,0.7777777777777778,0.9183719953061141,0.9872065066385655,0.9431981644990906,-0.13724016714567777,-0.016476742074781114,-1.4467170833669734,True,0.8437091091532807
10,0.3,0.85,30,85,8.3425,20.956249999999997,204,0.47058823529411764,24.301470588235293,1.2783783024959992,1.5963211450055337,4957.5,-1385.0,0.46568627450980393,0.23039215686274508,0.29411764705882354,0.7833333333333333,0.768204719318468,0.9365657370107453,0.77944552681804,-0.48166810038956087,-0.08658547097731151,-6.876424148606812,True,0.82358909097688
18,0.3,0.95,30,95,8.718055555555555,28.442361111111108,240,0.4625,23.133333333333333,1.2568646047791991,1.437498142601462,5552.0,-1391.5,0.475,0.22916666666666666,0.2875,0.782608695652174,0.9672089578337767,1.004251212616844,1.01079298415647,-0.04873513817891362,0.0053205797497408724,0.24701170671595918,True,0.8201738795582634
21,0.2,0.95,20,95,6.576190476190476,27.99047619047619,251,0.46613545816733065,23.02390438247012,1.260955950418821,1.4495621324198311,5779.0,-1227.5,0.46613545816733065,0.22310756972111553,0.29880478087649404,0.7733333333333333,0.8972434405969782,0.9874053281882892,0.9417247010922452,-0.16601070638004822,-0.016083897778522482,-1.4247528055235605,True,0.820054984821351
60,0.25,0.8,25,80,6.339583333333334,14.344166666666668,186,0.478494623655914,23.86021505376344,1.27174478768025,1.6090173243867145,4438.0,-1391.5,0.46774193548387094,0.23655913978494625,0.27956989247311825,0.8076923076923077,0.8166542986222147,0.9515088253961054,0.8396853294307253,-0.3612378093967028,-0.06481116822571131,-4.55544759683897,True,0.8179119369823368
14,0.3,0.95,30,95,8.607142857142858,28.818749999999994,238,0.46638655462184875,23.915966386554622,1.2689027991023976,1.4814882017012478,5692.0,-1074.0,0.47058823529411764,0.22268907563025211,0.29831932773109243,0.7887323943661971,1.1475368374174135,1.0438664175298502,1.2129746672448982,0.19047238992529847,0.05332312550291407,4.199176718657942,True,0.8151841669386105
12,0.2,0.95,20,95,6.612500000000001,28.549999999999994,256,0.46875,22.349609375,1.2555324802929815,1.4177869392634501,5721.5,-1288.5,0.45703125,0.21875,0.3125,0.7625,0.9603375259520092,1.0036447434133025,1.0017917245698202,-0.05855538929229254,0.004559475619004605,0.03997272413112185,True,0.8143679704483853
60,0.3,0.8,30,80,6.888333333333333,14.344166666666668,185,0.4810810810810811,24.354054054054053,1.2770228726020658,1.6382988401642213,4505.5,-1391.5,0.4702702702702703,0.23783783783783785,0.2756756756756757,0.8235294117647058,0.6994498670154623,0.9044687778309506,0.7204301704301704,-0.7039688725380595,-0.1348808922404916,-9.450823994726434,True,0.8101522792665762
30,0.25,0.85,25,85,7.466666666666667,19.24125,208,0.47115384615384615,22.735576923076923,1.255842891149102,1.505337314475309,4729.0,-1640.0,0.47115384615384615,0.23076923076923078,0.28365384615384615,0.7966101694915254,0.9406153948089995,0.991825479655515,0.9722750121664994,-0.09503763450262204,-0.010350523830806146,-0.6483182080092185,True,0.8085264100112955
16,0.3,0.95,30,95,8.6671875,28.985156249999992,238,0.46218487394957986,23.02310924369748,1.2568796587126716,1.4325304309479976,5479.5,-1149.5,0.47478991596638653,0.226890756302521,0.28991596638655465,0.782608695652174,1.0458255479640246,1.0215690203543968,1.0950831490880506,0.06277002134928766,0.026537279813356296,1.9990351696234043,True,0.8061958824712921
18,0.25,0.95,25,95,7.763888888888889,28.442361111111108,245,0.46530612244897956,22.448979591836736,1.2497445794074242,1.3986058647738373,5500.0,-1456.0,0.47346938775510206,0.22857142857142856,0.2897959183673469,0.7887323943661971,0.947225677093066,1.0002631643075688,1.0007856707230098,-0.07792280056598822,0.00032880163802229134,0.017623659633347444,True,0.8007342739229744
10,0.2,0.95,20,95,6.525,28.804999999999996,260,0.46923076923076923,22.06923076923077,1.251346970957992,1.3946884219615325,5738.0,-1288.5,0.4576923076923077,0.21923076923076923,0.31153846153846154,0.7654320987654321,0.9228035745124279,0.9951025944567885,0.967740852545674,-0.11667159059415089,-0.006158514334289267,-0.735666545145218,True,0.7998453048905092
21,0.3,0.9,30,90,8.810714285714285,23.49404761904762,222,0.46396396396396394,22.004504504504503,1.2497316088134554,1.4416856342145725,4885.0,-1348.0,0.46846846846846846,0.22522522522522523,0.2972972972972973,0.7727272727272727,0.9929809176260327,1.0062757146021375,1.0024697669562463,-0.010190840573361726,0.007794045699775598,0.054212106843685604,True,0.7945600923672143
16,0.3,0.9,30,90,8.6671875,24.267187500000006,220,0.4636363636363636,22.238636363636363,1.2521712238744427,1.4476625198586799,4892.5,-1684.0,0.4681818181818182,0.22727272727272727,0.29545454545454547,0.7692307692307693,0.95233808815864,0.9965749648834858,0.9705793115788408,-0.07245154242539531,-0.004303469949357819,-0.6741087344028536,True,0.7932520707571565
10,0.25,0.8,25,80,7.53125,18.805000000000003,183,0.46994535519125685,22.592896174863387,1.2625412750825502,1.5121024245237222,4134.5,-1424.0,0.44808743169398907,0.22404371584699453,0.31693989071038253,0.7413793103448276,0.9397562179734654,0.9944413254237848,0.9620289981530764,-0.09693446781468773,-0.0070572852392603025,-0.8917349726775967,True,0.7915479091067793
10,0.3,0.9,30,90,8.3425,23.8575,219,0.4657534246575342,22.908675799086758,1.2599010542129665,1.470130884475934,5017.0,-1337.0,0.4703196347031963,0.228310502283105,0.2922374429223744,0.78125,0.8028172746638186,0.9566812792312163,0.827799974071586,-0.3610839272526183,-0.05704857317539003,-4.765492498369209,True,0.7822709772291883
30,0.25,0.9,25,90,7.466666666666667,21.694166666666668,230,0.46956521739130436,21.96086956521739,1.2467453164309616,1.4271413788321126,5051.0,-1245.5,0.47391304347826085,0.22608695652173913,0.28695652173913044,0.803030303030303,0.893383523277426,0.9836024834921092,0.9264193927025495,-0.1703151912158405,-0.020784338439987504,-1.7442360685854261,True,0.7796019695430388
12,0.25,0.85,25,85,7.4375,21.047916666666666,210,0.4666666666666667,22.63095238095238,1.2609543158357128,1.4937545708055788,4752.5,-1446.0,0.45714285714285713,0.22380952380952382,0.3047619047619048,0.75,0.8023160513099685,0.9550176507008438,0.8219474230370113,-0.3680486031016057,-0.05939229232420562,-4.902380952380955,True,0.7786783310782498
14,0.2,0.95,20,95,6.553571428571429,28.818749999999994,256,0.46484375,21.494140625,1.2435812306330234,1.354674847885371,5502.5,-1288.5,0.4609375,0.21875,0.30859375,0.759493670886076,0.8845119894437676,0.9866356017952647,0.9287816990522132,-0.17687572921564598,-0.01684483586024421,-1.648154972484278,True,0.7686109001709505
30,0.2,0.85,20,85,6.615,19.24125,213,0.4694835680751174,21.86150234741784,1.2457580155693364,1.452165291878999,4656.5,-1405.0,0.4694835680751174,0.2300469483568075,0.2863849765258216,0.7868852459016393,0.8561290752510251,0.9693223558741734,0.8880948723150444,-0.24403372046409944,-0.039426431090683556,-2.7546766543033314,True,0.7662361681995677
12,0.3,0.85,30,85,8.466666666666665,21.047916666666666,203,0.4630541871921182,22.58128078817734,1.2558821066733652,1.476986341566648,4584.0,-1451.5,0.46798029556650245,0.22660098522167488,0.2955665024630542,0.7666666666666667,0.78981747466419,0.9499495884760402,0.8071707772442019,-0.393048684177274,-0.06616921258465802,-5.394559547957112,True,0.7645923118889439
14,0.25,0.85,25,85,7.553571428571429,21.029464285714283,207,0.46859903381642515,22.38888888888889,1.2551405213465827,1.4739460335458625,4634.5,-1841.5,0.463768115942029,0.2318840579710145,0.2898550724637681,0.7666666666666667,0.7833866059532093,0.9482564458688509,0.8067791707580706,-0.4075592441099818,-0.06848931192762797,-5.362061681453316,True,0.7629230584412543
60,0.25,0.85,25,85,6.339583333333334,15.973958333333332,209,0.4688995215311005,22.055023923444978,1.249182366137795,1.4573987367252557,4609.5,-1391.5,0.47368421052631576,0.22966507177033493,0.2822966507177033,0.7966101694915254,0.7926845069207472,0.9515572267769813,0.826966969077755,-0.3811621585628955,-0.0635945546669574,-4.614752195958008,True,0.7564369439910057
60,0.3,0.85,30,85,6.888333333333333,15.973958333333332,208,0.47115384615384615,22.485576923076923,1.2537572567956161,1.4824234484478636,4677.0,-1391.5,0.47596153846153844,0.23076923076923078,0.27884615384615385,0.8103448275862069,0.6842139331229021,0.9095697418415124,0.7144540035987405,-0.684184649814267,-0.12464969664729697,-8.986815714959885,True,0.7481106819121707
30,0.2,0.9,20,90,6.615,21.694166666666668,235,0.46808510638297873,21.185106382978724,1.2378188592719976,1.381298007661144,4978.5,-1245.5,0.4723404255319149,0.225531914893617,0.28936170212765955,0.7941176470588235,0.8188572721516734,0.9631125707239215,0.8527007052280451,-0.3055625169227938,-0.0474087422549907,-3.659609064175747,True,0.7429437515443478
12,0.15,0.8,15,80,5.382291666666666,18.941666666666666,202,0.47029702970297027,20.99009900990099,1.2424658317607364,1.4112601728021272,4240.0,-1143.5,0.44554455445544555,0.22772277227722773,0.3118811881188119,0.7301587301587301,0.8999389133474447,0.9833925221709198,0.932715527650326,-0.15691312415283365,-0.020982693369280936,-1.5141891547645336,True,0.7421048802633665
60,0.2,0.95,20,95,5.595833333333333,22.082708333333333,261,0.45977011494252873,20.99616858237548,1.2362272609707734,1.3210798511443131,5480.0,-1297.0,0.46360153256704983,0.21839080459770116,0.3065134099616858,0.75,1.1454936150760087,1.0385859402952462,1.2218877638926895,0.16779550825720446,0.0459287858928783,3.8127830024381737,True,0.7366835523076266
14,0.25,0.9,25,90,7.553571428571429,24.305357142857144,228,0.4649122807017544,20.717105263157894,1.2353454074387784,1.3512985591646143,4723.5,-1499.5,0.4649122807017544,0.2236842105263158,0.2982456140350877,0.7647058823529411,0.8797429117033717,0.981177955676583,0.9072355536314346,-0.18471672574198328,-0.023697766423532052,-2.118315130402035,True,0.7332459750010085
14,0.2,0.8,20,80,6.553571428571429,19.13928571428572,193,0.46632124352331605,21.740932642487046,1.2511146353870553,1.4646216126752531,4196.0,-979.5,0.44559585492227977,0.22797927461139897,0.31088082901554404,0.7166666666666667,0.7440022445903022,0.9341785969264766,0.7562675840657842,-0.503949884688673,-0.08815243785067883,-7.006739610771799,True,0.7319775622402946
18,0.2,0.8,20,80,6.608333333333333,19.21388888888889,182,0.46703296703296704,22.016483516483518,1.2520759939607449,1.472852543025485,4007.0,-1533.5,0.45604395604395603,0.23076923076923078,0.2967032967032967,0.7407407407407407,0.7382872414063547,0.9307951204088771,0.7574655879691852,-0.5221061402911404,-0.09309220310794664,-7.049501613628006,True,0.730176566412856
16,0.2,0.8,20,80,6.559375,19.512500000000003,194,0.4690721649484536,21.63144329896907,1.2484312100402557,1.4437059302068123,4196.5,-1000.5,0.4484536082474227,0.2268041237113402,0.30927835051546393,0.7333333333333333,0.7509852046517269,0.938073409454139,0.7725515463917525,-0.47871001256310963,-0.0824147530349717,-6.368556701030929,True,0.7267064316386356
14,0.3,0.85,30,85,8.607142857142858,21.029464285714283,199,0.4623115577889447,21.268844221105528,1.2385246132604468,1.3930855421403348,4232.5,-1679.0,0.4723618090452261,0.23115577889447236,0.2864321608040201,0.7719298245614035,0.8055334458374444,0.9571082480351246,0.8275680420705535,-0.3363094933346511,-0.05550311641699568,-4.431573315428917,True,0.7190571041251601
60,0.25,0.9,25,90,6.339583333333334,18.32125,236,0.461864406779661,20.218220338983052,1.2288708749040675,1.3117657726372056,4771.5,-1469.0,0.4703389830508475,0.22033898305084745,0.2966101694915254,0.7714285714285715,0.8558695647255495,0.977152947203041,0.9007093830668562,-0.22090442233327168,-0.028732531421966412,-2.228776127448043,True,0.716043407996738
10,0.25,0.85,25,85,7.53125,20.956249999999997,212,0.46226415094339623,21.077830188679247,1.2397135346816157,1.3918440755303987,4468.5,-1395.5,0.46226415094339623,0.22641509433962265,0.3018867924528302,0.75,0.7579718678077767,0.9425023119017993,0.7713023034343195,-0.4444299798061422,-0.07562916424513588,-6.249756018217305,True,0.7153454564063042
18,0.2,0.9,20,90,6.608333333333333,24.058333333333334,235,0.46382978723404256,20.2468085106383,1.2317696916557066,1.34256367259142,4758.0,-1609.5,0.46382978723404256,0.22127659574468084,0.3021276595744681,0.7605633802816901,0.8013598463273168,0.9572478549459562,0.8157239802175055,-0.332793133398392,-0.05501270779427614,-4.573852646386495,True,0.7121462976547168
60,0.3,0.9,30,90,6.888333333333333,18.32125,235,0.46382978723404256,20.591489361702127,1.2328625393999182,1.3331216643399653,4839.0,-1469.0,0.4723404255319149,0.22127659574468084,0.2936170212765957,0.782608695652174,0.7361400161773467,0.9399656253964601,0.7744190564292323,-0.4778404285274289,-0.07874131726230771,-5.998106014020415,True,0.7040331313233967
14,0.3,0.9,30,90,8.607142857142858,24.305357142857144,220,0.4590909090909091,19.64318181818182,1.2199180682425383,1.2748980655890652,4321.5,-1337.0,0.4727272727272727,0.22272727272727272,0.29545454545454547,0.7692307692307693,0.9330428316666529,0.99375390695452,0.9598042745535231,-0.0914894380925948,-0.007667614395053368,-0.8226384943181806,True,0.6971091201742188
21,0.15,0.85,15,85,5.648214285714285,20.761309523809523,217,0.45622119815668205,19.661290322580644,1.2198207017363079,1.3083222729347264,4266.5,-1571.5,0.46543778801843316,0.22580645161290322,0.29493087557603687,0.734375,0.8413288888630189,0.9678070967811192,0.8703889626211712,-0.2467441110364783,-0.04057582334950105,-2.927794749650495,True,0.6880072255279582
10,0.25,0.9,25,90,7.53125,23.8575,227,0.4581497797356828,19.94713656387665,1.2248708780294,1.287528098552959,4528.0,-1074.0,0.4669603524229075,0.22466960352422907,0.29955947136563876,0.75,0.7918563411767756,0.9599786456153948,0.8185998531031236,-0.3384336215231434,-0.05106466868705417,-4.420246948668151,True,0.6844759335130844
