atr_period,q_low,q_high,q_low_pct,q_high_pct,atr_low_threshold_is,atr_high_threshold_is,is_n_trades,is_win_rate,is_expectancy,is_profit_factor,is_sharpe_ratio,is_cumulative_pnl,is_max_drawdown,is_stop_hit_rate,is_target_hit_rate,is_time_exit_rate,is_time_exit_win_rate
30,0.1,0.9,10,90,4.264166666666667,21.694166666666668,710,0.48732394366197185,20.456338028169014,1.2320201923384133,1.402111293531872,14524.0,-2387.0,0.4422535211267606,0.19577464788732393,0.3591549295774648,0.807843137254902
14,0.15,0.85,15,85,5.447321428571429,21.029464285714283,619,0.505654281098546,25.706785137318256,1.3029625116615577,1.7678223348884723,15912.5,-1806.0,0.43295638126009695,0.20032310177705978,0.36348949919224555,0.8355555555555556
30,0.1,0.85,10,85,4.264166666666667,19.24125,676,0.4881656804733728,20.039201183431953,1.2289091477479153,1.3918781320352311,13546.5,-2387.0,0.4393491124260355,0.1908284023668639,0.3668639053254438,0.8064516129032258
14,0.15,0.9,15,90,5.447321428571429,24.305357142857144,652,0.49693251533742333,21.595858895705522,1.2483486634977468,1.4740388413845953,14080.5,-2006.5,0.44171779141104295,0.19631901840490798,0.3588957055214724,0.8333333333333334
18,0.1,0.9,10,90,4.416666666666667,24.058333333333334,701,0.49358059914407987,21.892296718972897,1.2520550870075797,1.4965024544750387,15346.5,-2006.5,0.43651925820256776,0.19400855920114124,0.3666191155492154,0.8132295719844358
16,0.1,0.95,10,95,4.328125,28.985156249999992,731,0.48700410396716826,19.656634746922023,1.221289637010457,1.3239471695951206,14369.0,-2006.5,0.44459644322845415,0.19425444596443228,0.35841313269493846,0.8129770992366412
60,0.15,0.8,15,80,4.8029166666666665,14.344166666666668,593,0.4974704890387858,24.957841483979763,1.2913930754767131,1.736110426658929,14800.0,-2004.5,0.4300168634064081,0.19898819561551434,0.3676222596964587,0.8073394495412844
18,0.1,0.95,10,95,4.416666666666667,28.442361111111108,732,0.48633879781420764,19.636612021857925,1.2213836865450962,1.3245100980820044,14374.0,-2006.5,0.44398907103825136,0.19398907103825136,0.3592896174863388,0.8098859315589354
14,0.1,0.8,10,80,4.319642857142857,19.13928571428572,631,0.5055467511885895,24.724247226624406,1.291397779168262,1.720442237010417,15601.0,-2231.0,0.4247226624405705,0.1949286846275753,0.37717908082408874,0.819327731092437
30,0.25,0.8,25,80,7.466666666666667,17.39666666666667,494,0.4939271255060729,21.267206477732792,1.2430341094416877,1.4733243607108952,10506.0,-2429.5,0.451417004048583,0.19230769230769232,0.354251012145749,0.8457142857142858
21,0.15,0.9,15,90,5.648214285714285,23.49404761904762,655,0.4946564885496183,21.19465648854962,1.2409110629067246,1.4414934851974568,13882.5,-2006.5,0.4488549618320611,0.1969465648854962,0.3511450381679389,0.8434782608695652
10,0.15,0.8,15,80,5.3425,18.805000000000003,583,0.4957118353344768,21.032590051457976,1.2442240280433396,1.4661610703495067,12262.0,-2084.5,0.43567753001715265,0.19210977701543738,0.3687821612349914,0.8186046511627907
60,0.15,0.85,15,85,4.8029166666666665,15.973958333333332,631,0.49445324881141045,23.683042789223453,1.274466228936131,1.6391376853293755,14944.0,-2157.0,0.4358161648177496,0.19809825673534073,0.3629160063391442,0.8122270742358079
16,0.1,0.8,10,80,4.328125,19.512500000000003,632,0.5,23.786392405063292,1.2788226129534832,1.653453362299261,15033.0,-2297.0,0.4287974683544304,0.19462025316455697,0.37341772151898733,0.8135593220338984
60,0.15,0.9,15,90,4.8029166666666665,18.32125,661,0.48714069591527986,20.202723146747353,1.229987599889777,1.3866445329199666,13354.0,-2006.5,0.443267776096823,0.19213313161875945,0.3615733736762481,0.8117154811715481
21,0.2,0.8,20,80,6.576190476190476,18.89761904761905,538,0.5130111524163569,30.065055762081784,1.3572888020056768,2.062072225512465,16175.0,-1962.0,0.43308550185873607,0.20817843866171004,0.35687732342007433,0.8489583333333334
10,0.15,0.85,15,85,5.3425,20.956249999999997,617,0.4991896272285251,24.418962722852513,1.2846226504203269,1.6721253195332102,15066.5,-1976.0,0.4327390599675851,0.20097244732576985,0.36304700162074555,0.8169642857142857
12,0.1,0.9,10,90,4.30625,23.78125,699,0.49642346208869814,22.795422031473535,1.2635788428931807,1.5549983692357365,15934.0,-2006.5,0.4334763948497854,0.19599427753934193,0.3676680972818312,0.8132295719844358
12,0.15,0.85,15,85,5.382291666666666,21.047916666666666,618,0.5016181229773463,24.866504854368934,1.2913905401177508,1.7069747566628528,15367.5,-2109.0,0.4320388349514563,0.20064724919093851,0.3640776699029126,0.8222222222222222
10,0.15,0.9,15,90,5.3425,23.8575,653,0.4946401225114854,22.049770290964776,1.25271832135429,1.499376279458711,14398.5,-2006.5,0.44104134762633995,0.19754977029096477,0.35834609494640124,0.8247863247863247
16,0.1,0.85,10,85,4.328125,21.311718749999997,669,0.5007473841554559,24.973094170403588,1.2922209104027287,1.7191660070786634,16707.0,-1794.5,0.4304932735426009,0.20029895366218237,0.3662182361733931,0.8163265306122449
30,0.2,0.8,20,80,6.615,17.39666666666667,541,0.49907578558225507,22.77449168207024,1.2651445049387764,1.587675347289164,12321.0,-2386.5,0.4417744916820702,0.1922365988909427,0.36414048059149723,0.8375634517766497
60,0.1,0.8,10,80,3.8275000000000006,14.344166666666668,640,0.496875,23.2078125,1.2692443646844496,1.6168569909984185,14853.0,-2004.5,0.4296875,0.196875,0.3703125,0.8059071729957806
18,0.1,0.8,10,80,4.416666666666667,19.21388888888889,634,0.5,25.18533123028391,1.296642050996238,1.7483468990689388,15967.5,-2043.5,0.42586750788643535,0.20031545741324921,0.37066246056782337,0.8042553191489362
60,0.1,0.9,10,90,3.8275000000000006,18.32125,708,0.4872881355932203,18.9364406779661,1.2147215682506125,1.3028239093066603,13407.0,-2006.5,0.442090395480226,0.1906779661016949,0.3644067796610169,0.810077519379845
60,0.1,0.85,10,85,3.8275000000000006,15.973958333333332,678,0.4941002949852507,22.11946902654867,1.2549534616855795,1.5337300567392496,14997.0,-2157.0,0.4351032448377581,0.19616519174041297,0.36578171091445427,0.8104838709677419
16,0.1,0.9,10,90,4.328125,24.267187500000006,701,0.4921540656205421,20.972182596291013,1.24019115304497,1.4339524171682452,14701.5,-2006.5,0.43794579172610554,0.19400855920114124,0.3651925820256776,0.8125
10,0.1,0.85,10,85,4.3425,20.956249999999997,665,0.4992481203007519,23.62706766917293,1.2768049046897572,1.6322202971359718,15712.0,-1886.5,0.4270676691729323,0.19699248120300752,0.37293233082706767,0.8064516129032258
10,0.1,0.8,10,80,4.3425,18.805000000000003,631,0.4960380348652932,20.455625990491285,1.2388729527158324,1.4375581550595589,12907.5,-2084.5,0.4294770206022187,0.18858954041204437,0.3787638668779715,0.8075313807531381
14,0.1,0.9,10,90,4.319642857142857,24.305357142857144,700,0.4928571428571429,20.962857142857143,1.2404627687467227,1.4353876680852269,14674.0,-2006.5,0.43714285714285717,0.19428571428571428,0.3657142857142857,0.8125
10,0.1,0.9,10,90,4.3425,23.8575,701,0.4950071326676177,21.46077032810271,1.2474281062144847,1.4722596017301628,15044.0,-2006.5,0.43509272467902993,0.19400855920114124,0.3680456490727532,0.813953488372093
14,0.1,0.85,10,85,4.319642857142857,21.029464285714283,667,0.5007496251874063,24.746626686656672,1.290340454349566,1.7065446900514094,16506.0,-1806.0,0.4287856071964018,0.19790104947526238,0.37031484257871067,0.8137651821862348
21,0.1,0.9,10,90,4.355952380952381,23.49404761904762,703,0.48933143669985774,20.061166429587484,1.2279622729954498,1.3716385105480382,14103.0,-2006.5,0.4423897581792319,0.1934566145092461,0.3613086770981508,0.8149606299212598
12,0.1,0.85,10,85,4.30625,21.047916666666666,666,0.5015015015015015,24.454204204204203,1.2868755724652998,1.6862529330136682,16286.5,-2109.0,0.4264264264264264,0.1981981981981982,0.37237237237237236,0.8104838709677419
21,0.15,0.8,15,80,5.648214285714285,18.89761904761905,585,0.5076923076923077,26.064957264957265,1.306936672168767,1.8032940546563505,15248.0,-1885.0,0.4324786324786325,0.20170940170940171,0.3623931623931624,0.839622641509434
30,0.15,0.8,15,80,5.425416666666667,17.39666666666667,588,0.49829931972789115,21.46343537414966,1.248249341044101,1.4965073517326282,12620.5,-2309.5,0.4387755102040816,0.1921768707482993,0.3656462585034014,0.8325581395348837
21,0.1,0.8,10,80,4.355952380952381,18.89761904761905,633,0.5007898894154819,24.436808846761455,1.286886690097091,1.6983316112182099,15468.5,-1885.0,0.4265402843601896,0.19747235387045814,0.37282780410742494,0.809322033898305
30,0.1,0.8,10,80,4.264166666666667,17.39666666666667,636,0.4889937106918239,18.184748427672957,1.208396774629488,1.2765585509575244,11565.5,-2387.0,0.4371069182389937,0.1871069182389937,0.37264150943396224,0.8059071729957806
