atr_period,q_low,q_high,q_low_pct,q_high_pct,atr_low_threshold_is,atr_high_threshold_is,is_n_trades,is_win_rate,is_expectancy,is_profit_factor,is_sharpe_ratio,is_cumulative_pnl,is_max_drawdown,is_stop_hit_rate,is_target_hit_rate,is_time_exit_rate,is_time_exit_win_rate
18,0.25,0.8,25,80,7.763888888888889,19.21388888888889,492,0.5020325203252033,30.13821138211382,1.3533715429620008,2.048456084438036,14828.0,-2163.5,0.44308943089430897,0.21341463414634146,0.34146341463414637,0.8392857142857143
60,0.25,0.95,25,95,6.339583333333334,22.082708333333333,590,0.4915254237288136,20.858474576271185,1.235510817250189,1.3969175448500608,12306.5,-2056.5,0.4559322033898305,0.19830508474576272,0.3423728813559322,0.8514851485148515
12,0.25,0.95,25,95,7.4375,28.549999999999994,587,0.4838160136286201,20.26831345826235,1.2245150211352658,1.3369800114132375,11897.5,-2083.5,0.46337308347529815,0.2010221465076661,0.3339011925042589,0.8418367346938775
21,0.25,0.95,25,95,7.773809523809524,27.99047619047619,586,0.4863481228668942,22.39419795221843,1.2493515870678435,1.4715669762501034,13123.0,-2126.5,0.46245733788395904,0.20477815699658702,0.3310580204778157,0.845360824742268
12,0.3,0.95,30,95,8.466666666666665,28.549999999999994,538,0.4758364312267658,19.99814126394052,1.2185988865862083,1.3031822052644388,10759.0,-2298.5,0.4721189591078067,0.20817843866171004,0.31970260223048325,0.8372093023255814
18,0.3,0.9,30,90,8.718055555555555,24.058333333333334,510,0.492156862745098,26.184313725490195,1.2955765336048428,1.7271940793281138,13354.0,-2111.0,0.4588235294117647,0.21176470588235294,0.32745098039215687,0.8502994011976048
14,0.3,0.8,30,80,8.607142857142858,19.13928571428572,443,0.49887133182844245,25.74604966139955,1.2958126385953082,1.750873029805749,11405.5,-2523.0,0.45146726862302483,0.20993227990970656,0.33860045146726864,0.8533333333333334
21,0.2,0.85,20,85,6.576190476190476,20.761309523809523,576,0.5034722222222222,26.041666666666668,1.30218783996132,1.7771113657501085,15000.0,-2386.5,0.4427083333333333,0.203125,0.3524305555555556,0.8472906403940886
14,0.25,0.95,25,95,7.553571428571429,28.818749999999994,589,0.4872665534804754,22.02546689303905,1.2456705140465663,1.4544082775148923,12973.0,-2126.5,0.4601018675721562,0.20203735144312393,0.3361629881154499,0.8434343434343434
16,0.3,0.85,30,85,8.6671875,21.311718749999997,478,0.497907949790795,28.64225941422594,1.3296891179232788,1.9146123402647852,13691.0,-2086.5,0.45397489539748953,0.2175732217573222,0.3284518828451883,0.8535031847133758
30,0.25,0.95,25,95,7.466666666666667,25.707083333333323,588,0.4880952380952381,22.456632653061224,1.251026576936238,1.481159492790245,13204.5,-2126.5,0.45918367346938777,0.20238095238095238,0.336734693877551,0.8434343434343434
12,0.25,0.9,25,90,7.4375,23.78125,558,0.4946236559139785,25.273297491039425,1.288964930793898,1.6882065618813746,14102.5,-2083.5,0.45161290322580644,0.2060931899641577,0.34050179211469533,0.8421052631578947
30,0.2,0.95,20,95,6.615,25.707083333333323,635,0.49291338582677163,23.65275590551181,1.2689618122397814,1.5736174381324677,15019.5,-2083.5,0.4503937007874016,0.2015748031496063,0.3464566929133858,0.8363636363636363
16,0.25,0.95,25,95,7.671875,28.985156249999992,589,0.4838709677419355,21.876061120543294,1.2424658694240847,1.4387186260237717,12885.0,-2126.5,0.4634974533106961,0.2037351443123939,0.3310696095076401,0.841025641025641
18,0.25,0.9,25,90,7.763888888888889,24.058333333333334,559,0.4937388193202147,25.415026833631483,1.2898234376115627,1.6985088407613949,14207.0,-2126.5,0.4543828264758497,0.2039355992844365,0.33989266547406083,0.8473684210526315
16,0.25,0.9,25,90,7.671875,24.267187500000006,559,0.49016100178890876,23.64490161001789,1.2674740974583132,1.5820887373139905,13217.5,-2126.5,0.4561717352415027,0.2039355992844365,0.33810375670840787,0.8412698412698413
10,0.25,0.95,25,95,7.53125,28.804999999999996,584,0.4811643835616438,20.324486301369863,1.2244016334555905,1.336239414540157,11869.5,-2092.5,0.4657534246575342,0.20205479452054795,0.3304794520547945,0.8393782383419689
12,0.3,0.9,30,90,8.466666666666665,23.78125,509,0.48722986247544203,25.469548133595286,1.2879001543432638,1.681287784264038,12964.0,-2298.5,0.45972495088408644,0.21414538310412573,0.32612966601178783,0.8373493975903614
10,0.3,0.85,30,85,8.3425,20.956249999999997,475,0.5010526315789474,31.177894736842106,1.3649637734733107,2.0779892453950946,14809.5,-2178.5,0.4442105263157895,0.2231578947368421,0.33263157894736844,0.8354430379746836
18,0.3,0.95,30,95,8.718055555555555,28.442361111111108,541,0.4824399260628466,22.886321626617374,1.2515440250294583,1.4862332807803755,12381.5,-2111.0,0.4676524953789279,0.21072088724584104,0.3197781885397412,0.8439306358381503
21,0.2,0.95,20,95,6.576190476190476,27.99047619047619,633,0.4960505529225908,24.448657187993682,1.2770398481973435,1.6155728387998793,15476.0,-2083.5,0.4518167456556082,0.20537124802527645,0.3412322274881517,0.8472222222222222
60,0.25,0.8,25,80,6.339583333333334,14.344166666666668,498,0.5100401606425703,28.41566265060241,1.3365559559059612,1.9702551337834173,14151.0,-2054.5,0.43373493975903615,0.20682730923694778,0.35542168674698793,0.847457627118644
14,0.3,0.95,30,95,8.607142857142858,28.818749999999994,542,0.477859778597786,19.71678966789668,1.2155796735994835,1.2910158117759494,10686.5,-2298.5,0.470479704797048,0.2066420664206642,0.32287822878228783,0.84
12,0.2,0.95,20,95,6.612500000000001,28.549999999999994,633,0.4928909952606635,22.309636650868878,1.2509730046739769,1.4763423285557427,14122.0,-2033.5,0.45339652448657186,0.20221169036334913,0.34281200631911535,0.8433179723502304
60,0.3,0.8,30,80,6.888333333333333,14.344166666666668,451,0.5188470066518847,33.80487804878049,1.4119037648425574,2.342267712702281,15246.0,-2065.5,0.42572062084257206,0.21286031042128603,0.35920177383592017,0.8518518518518519
30,0.25,0.85,25,85,7.466666666666667,19.24125,534,0.49250936329588013,23.383895131086142,1.2661934149799081,1.600374948977931,12487.0,-2429.5,0.45318352059925093,0.19662921348314608,0.34831460674157305,0.8440860215053764
16,0.3,0.95,30,95,8.6671875,28.985156249999992,540,0.47962962962962963,21.024074074074075,1.2303423788993153,1.36976040959871,11353.0,-2298.5,0.4703703703703704,0.2074074074074074,0.32222222222222224,0.8448275862068966
18,0.25,0.95,25,95,7.763888888888889,28.442361111111108,590,0.4847457627118644,22.431355932203388,1.249415777769402,1.4765286653398255,13234.5,-2126.5,0.46271186440677964,0.2033898305084746,0.33220338983050846,0.8418367346938775
10,0.2,0.95,20,95,6.525,28.804999999999996,633,0.49447077409162715,22.80489731437599,1.2575054852922813,1.5113600125556834,14435.5,-2033.5,0.45339652448657186,0.20063191153238547,0.344391785150079,0.8486238532110092
21,0.3,0.9,30,90,8.810714285714285,23.49404761904762,513,0.48148148148148145,21.950292397660817,1.2419375631136798,1.4518764747879342,11260.5,-2111.0,0.4697855750487329,0.20857699805068225,0.31968810916179335,0.8475609756097561
16,0.3,0.9,30,90,8.6671875,24.267187500000006,510,0.48627450980392156,22.912745098039217,1.2564746938238005,1.5201140622840752,11685.5,-2298.5,0.4627450980392157,0.20784313725490197,0.32941176470588235,0.8452380952380952
10,0.25,0.8,25,80,7.53125,18.805000000000003,488,0.4918032786885246,23.484631147540984,1.2695985603218105,1.60903689233841,11460.5,-2170.5,0.45081967213114754,0.2028688524590164,0.3442622950819672,0.8333333333333334
10,0.3,0.9,30,90,8.3425,23.8575,511,0.49510763209393344,27.674168297455967,1.3169496273883565,1.8312148117285523,14141.5,-2298.5,0.45401174168297453,0.2172211350293542,0.3287671232876712,0.8452380952380952
30,0.25,0.9,25,90,7.466666666666667,21.694166666666668,568,0.49119718309859156,23.705105633802816,1.2675296548709492,1.597456570047953,13464.5,-2126.5,0.45598591549295775,0.20246478873239437,0.3397887323943662,0.844559585492228
12,0.25,0.85,25,85,7.4375,21.047916666666666,525,0.5009523809523809,27.533333333333335,1.3203466081599184,1.8618031739071845,14455.0,-2186.0,0.4438095238095238,0.20952380952380953,0.34476190476190477,0.8397790055248618
14,0.2,0.95,20,95,6.553571428571429,28.818749999999994,636,0.4937106918238994,23.142295597484278,1.2604260664932676,1.531550577101017,14718.5,-2083.5,0.45440251572327045,0.2028301886792453,0.3411949685534591,0.847926267281106
30,0.2,0.85,20,85,6.615,19.24125,581,0.4974182444061962,24.61617900172117,1.28518444666002,1.6961990123430983,14302.0,-2386.5,0.4440619621342513,0.1962134251290878,0.35800344234079173,0.8365384615384616
12,0.3,0.85,30,85,8.466666666666665,21.047916666666666,476,0.49369747899159666,27.975840336134453,1.3220513192580232,1.870035025743922,13316.5,-2401.0,0.45168067226890757,0.2184873949579832,0.32983193277310924,0.8343949044585988
14,0.25,0.85,25,85,7.553571428571429,21.029464285714283,526,0.5019011406844106,27.750950570342205,1.3236298332742107,1.8815052776558443,14597.0,-1926.0,0.4448669201520912,0.20722433460076045,0.34600760456273766,0.8461538461538461
60,0.25,0.85,25,85,6.339583333333334,15.973958333333332,536,0.5055970149253731,26.669776119402986,1.3127769208047524,1.8385608952881511,14295.0,-2207.0,0.44029850746268656,0.20522388059701493,0.35074626865671643,0.851063829787234
60,0.3,0.85,30,85,6.888333333333333,15.973958333333332,489,0.5132924335378323,31.47239263803681,1.378406953442913,2.1666080982621305,15390.0,-2092.0,0.4335378323108384,0.21063394683026584,0.3537832310838446,0.8554913294797688
30,0.2,0.9,20,90,6.615,21.694166666666668,615,0.4959349593495935,24.84471544715447,1.2852276015269883,1.6868605245839379,15279.5,-2083.5,0.44715447154471544,0.2016260162601626,0.34959349593495936,0.8372093023255814
12,0.15,0.8,15,80,5.382291666666666,18.941666666666666,583,0.5008576329331046,22.504288164665525,1.2634485251300174,1.5681732969549609,13120.0,-2219.0,0.4339622641509434,0.19210977701543738,0.3704974271012007,0.8287037037037037
60,0.2,0.95,20,95,5.595833333333333,22.082708333333333,638,0.48119122257053293,17.183385579937305,1.190298475077895,1.1532843428871087,10963.0,-2006.5,0.4608150470219436,0.19435736677115986,0.34169278996865204,0.8348623853211009
14,0.25,0.9,25,90,7.553571428571429,24.305357142857144,559,0.4919499105545617,22.83542039355993,1.2590431738623105,1.5360152849065976,12765.0,-2126.5,0.4543828264758497,0.20214669051878353,0.3416815742397138,0.8429319371727748
14,0.2,0.8,20,80,6.553571428571429,19.13928571428572,537,0.5139664804469274,28.747672253258845,1.339267073237734,1.9685714973639261,15437.5,-2308.0,0.43575418994413406,0.2048417132216015,0.3575418994413408,0.859375
18,0.2,0.8,20,80,6.608333333333333,19.21388888888889,538,0.5074349442379182,29.065985130111525,1.3451681970686915,1.9949586833166255,15637.5,-2120.5,0.43308550185873607,0.20817843866171004,0.35687732342007433,0.8333333333333334
16,0.2,0.8,20,80,6.559375,19.512500000000003,536,0.5093283582089553,28.0,1.3308459630752274,1.922415942769922,15008.0,-2374.0,0.43656716417910446,0.20335820895522388,0.3582089552238806,0.8489583333333334
14,0.3,0.85,30,85,8.607142857142858,21.029464285714283,479,0.49269311064718163,25.700417536534445,1.2940277296774425,1.7293950354749859,12310.5,-2098.0,0.4551148225469729,0.21294363256784968,0.33194154488517746,0.8427672955974843
60,0.25,0.9,25,90,6.339583333333334,18.32125,566,0.49646643109540634,22.446996466431095,1.257603406326034,1.5326701949704773,12705.0,-2056.5,0.44876325088339225,0.1978798586572438,0.3498233215547703,0.8484848484848485
10,0.25,0.85,25,85,7.53125,20.956249999999997,522,0.49616858237547895,27.32758620689655,1.3153426989267516,1.8362740553365409,14265.0,-1972.5,0.446360153256705,0.21264367816091953,0.3390804597701149,0.8305084745762712
18,0.2,0.9,20,90,6.608333333333333,24.058333333333334,605,0.4991735537190083,24.820661157024794,1.2867823994499827,1.675356805989812,15016.5,-2083.5,0.4446280991735537,0.2,0.3537190082644628,0.8411214953271028
60,0.3,0.9,30,90,6.888333333333333,18.32125,519,0.5028901734104047,26.589595375722542,1.311603856662226,1.8109620928673942,13800.0,-1941.5,0.44315992292870904,0.2023121387283237,0.35260115606936415,0.8524590163934426
14,0.3,0.9,30,90,8.607142857142858,24.305357142857144,512,0.482421875,20.4658203125,1.2275856826375917,1.36638750368166,10478.5,-2298.5,0.46484375,0.20703125,0.328125,0.8392857142857143
21,0.15,0.85,15,85,5.648214285714285,20.761309523809523,623,0.49919743178170145,22.58908507223114,1.260396525085809,1.5550663839712047,14073.0,-2309.5,0.44141252006420545,0.19743178170144463,0.3579454253611557,0.8385650224215246
10,0.25,0.9,25,90,7.53125,23.8575,558,0.4910394265232975,24.3673835125448,1.2759355467164541,1.6259617200761023,13597.0,-2092.5,0.4551971326164875,0.2078853046594982,0.33512544802867383,0.839572192513369
60,0.15,0.95,15,95,4.8029166666666665,22.082708333333333,685,0.4832116788321168,18.913138686131386,1.2123904686180809,1.276287468667509,12955.5,-2006.5,0.44963503649635034,0.1927007299270073,0.35474452554744523,0.8148148148148148
18,0.15,0.85,15,85,5.532638888888889,21.129166666666666,620,0.5048387096774194,25.24516129032258,1.2951063849844924,1.7317770531092658,15652.0,-1883.0,0.43709677419354837,0.20161290322580644,0.3580645161290323,0.8423423423423423
12,0.2,0.9,20,90,6.612500000000001,23.78125,604,0.5033112582781457,27.031456953642383,1.313495454152706,1.810476313602636,16327.0,-2033.5,0.4420529801324503,0.20695364238410596,0.34933774834437087,0.8436018957345972
18,0.2,0.95,20,95,6.608333333333333,28.442361111111108,636,0.49056603773584906,22.08176100628931,1.2489872261964914,1.4687619761179342,14044.0,-2083.5,0.4528301886792453,0.19968553459119498,0.34591194968553457,0.8363636363636363
21,0.15,0.95,15,95,5.648214285714285,27.99047619047619,680,0.49264705882352944,21.395588235294117,1.2414030546637131,1.42824655988598,14549.0,-2006.5,0.45,0.2,0.34705882352941175,0.8389830508474576
21,0.3,0.8,30,80,8.810714285714285,18.89761904761905,443,0.4966139954853273,28.501128668171557,1.3271323453207586,1.9191904615254496,12626.0,-1989.5,0.45146726862302483,0.21670428893905191,0.3295711060948081,0.8424657534246576
21,0.25,0.9,25,90,7.773809523809524,23.49404761904762,561,0.48841354723707664,22.20409982174688,1.2492047614284285,1.4897089837056348,12456.5,-2126.5,0.46167557932263814,0.2014260249554367,0.33511586452762926,0.851063829787234
16,0.2,0.85,20,85,6.559375,21.311718749999997,573,0.5095986038394416,29.11343804537522,1.3431168884592444,1.9782855253774954,16682.0,-1871.5,0.43804537521815007,0.2094240837696335,0.3507853403141361,0.8507462686567164
16,0.2,0.95,20,95,6.559375,28.985156249999992,635,0.49291338582677163,22.588976377952754,1.2544187160226679,1.498583486014998,14344.0,-2083.5,0.45354330708661417,0.2015748031496063,0.34330708661417325,0.8440366972477065
30,0.15,0.95,15,95,5.425416666666667,25.707083333333323,682,0.49266862170087977,22.461876832844574,1.2544198367421506,1.4992234392787607,15319.0,-2006.5,0.4472140762463343,0.20087976539589442,0.3489736070381232,0.8319327731092437
10,0.2,0.8,20,80,6.525,18.805000000000003,537,0.5065176908752328,26.120111731843576,1.3070969578211036,1.8007713997953492,14026.5,-2111.5,0.4376163873370577,0.2011173184357542,0.35940409683426444,0.844559585492228
60,0.1,0.95,10,95,3.8275000000000006,22.082708333333333,732,0.48360655737704916,17.771174863387976,1.1989873572624994,1.20326596758488,13008.5,-2006.5,0.44808743169398907,0.1912568306010929,0.35792349726775957,0.8129770992366412
12,0.15,0.95,15,95,5.382291666666666,28.549999999999994,680,0.48676470588235293,18.83823529411765,1.2113599802004702,1.263901499451211,12810.0,-2006.5,0.45,0.19411764705882353,0.35294117647058826,0.825
10,0.15,0.95,15,95,5.3425,28.804999999999996,679,0.48600883652430044,18.661266568483065,1.2091182902174362,1.2518623739599677,12671.0,-2006.5,0.45066273932253315,0.19293078055964655,0.35346097201767307,0.825
30,0.3,0.8,30,80,8.264166666666666,17.39666666666667,447,0.49217002237136465,21.274049217002236,1.2426604743738596,1.4744424800507474,9509.5,-2414.0,0.4563758389261745,0.19686800894854586,0.34451901565995524,0.8506493506493507
14,0.15,0.95,15,95,5.447321428571429,28.818749999999994,682,0.49266862170087977,20.950879765395893,1.2372500020755328,1.40614479798937,14288.5,-2006.5,0.4472140762463343,0.19648093841642228,0.3533724340175953,0.8340248962655602
12,0.1,0.8,10,80,4.30625,18.941666666666666,631,0.5007923930269413,22.248811410459588,1.2607807261142947,1.556089644075934,14039.0,-2219.0,0.42789223454833597,0.1901743264659271,0.3787638668779715,0.8158995815899581
16,0.2,0.9,20,90,6.559375,24.267187500000006,605,0.4991735537190083,24.258677685950413,1.2787347589926692,1.636175641423077,14676.5,-2083.5,0.4462809917355372,0.20165289256198346,0.3504132231404959,0.8443396226415094
14,0.2,0.85,20,85,6.553571428571429,21.029464285714283,573,0.5078534031413613,28.520942408376964,1.3347878191930675,1.9347895037391443,16342.5,-1883.0,0.4397905759162304,0.20767888307155322,0.3507853403141361,0.8507462686567164
10,0.2,0.85,20,85,6.525,20.956249999999997,571,0.5096322241681261,29.476357267950963,1.3477371569062941,1.9956386666635768,16831.0,-1913.5,0.4343257443082312,0.21015761821366025,0.35376532399299476,0.8415841584158416
12,0.2,0.85,20,85,6.612500000000001,21.047916666666666,571,0.5096322241681261,29.21103327495622,1.3446177685950413,1.9791920002486147,16679.5,-2136.0,0.4343257443082312,0.21015761821366025,0.35376532399299476,0.8415841584158416
18,0.1,0.85,10,85,4.416666666666667,21.129166666666666,669,0.4992526158445441,24.44170403587444,1.2857255189767247,1.6839220896699745,16351.5,-1794.5,0.4304932735426009,0.19880418535127056,0.36771300448430494,0.8130081300813008
14,0.2,0.9,20,90,6.553571428571429,24.305357142857144,606,0.49834983498349833,23.944719471947195,1.2738450215143051,1.6121932731979114,14510.5,-2083.5,0.44884488448844884,0.20297029702970298,0.3465346534653465,0.8476190476190476
10,0.2,0.9,20,90,6.525,23.8575,607,0.5041186161449753,26.627677100494235,1.3082130394157243,1.7901082157402461,16163.0,-2033.5,0.443163097199341,0.20593080724876442,0.34925864909390447,0.8490566037735849
30,0.1,0.95,10,95,4.264166666666667,25.707083333333323,730,0.4849315068493151,19.53972602739726,1.2198825361101262,1.3153546961881948,14264.0,-2387.0,0.4452054794520548,0.1958904109589041,0.3561643835616438,0.8076923076923077
10,0.1,0.95,10,95,4.3425,28.804999999999996,727,0.48693259972489683,18.317056396148555,1.2067153579273358,1.2403024367718367,13316.5,-2006.5,0.4442916093535076,0.18982118294360384,0.3631361760660248,0.8143939393939394
21,0.2,0.9,20,90,6.576190476190476,23.49404761904762,608,0.49835526315789475,24.357730263157894,1.278277290791736,1.6413364149140126,14809.5,-2083.5,0.4506578947368421,0.20230263157894737,0.34539473684210525,0.8523809523809524
21,0.1,0.95,10,95,4.355952380952381,27.99047619047619,728,0.4876373626373626,20.287774725274726,1.2289525492566928,1.3627743736692757,14769.5,-2006.5,0.44368131868131866,0.19642857142857142,0.35714285714285715,0.8115384615384615
60,0.2,0.8,20,80,5.595833333333333,14.344166666666668,546,0.49633699633699635,23.456959706959708,1.2701918715652458,1.6248809393910155,12807.5,-2004.5,0.4413919413919414,0.20146520146520147,0.3534798534798535,0.8290155440414507
21,0.1,0.85,10,85,4.355952380952381,20.761309523809523,671,0.4932935916542474,21.301788375558868,1.2452346229733207,1.4733521614108755,14293.5,-2309.5,0.43517138599105815,0.19374068554396423,0.368107302533532,0.8097165991902834
12,0.1,0.95,10,95,4.30625,28.549999999999994,728,0.4876373626373626,18.858516483516482,1.2123884222088148,1.2722662978544146,13729.0,-2006.5,0.44368131868131866,0.19230769230769232,0.36126373626373626,0.8136882129277566
16,0.15,0.8,15,80,5.546875,19.512500000000003,584,0.5051369863013698,25.108732876712327,1.2968530159019365,1.7429261292448142,14663.5,-2297.0,0.4315068493150685,0.1969178082191781,0.3681506849315068,0.8325581395348837
30,0.15,0.9,15,90,5.425416666666667,21.694166666666668,662,0.4954682779456193,23.533232628398792,1.2688885628727011,1.6009432279904594,15579.0,-2006.5,0.44410876132930516,0.20090634441087613,0.35196374622356497,0.8326180257510729
30,0.15,0.85,15,85,5.425416666666667,19.24125,628,0.4968152866242038,23.25079617834395,1.267824061336415,1.6036944743069972,14601.5,-2309.5,0.4410828025477707,0.19585987261146498,0.35987261146496813,0.831858407079646
14,0.1,0.95,10,95,4.319642857142857,28.818749999999994,730,0.48904109589041095,20.386301369863013,1.2305392468204421,1.3738748164902828,14882.0,-2006.5,0.44246575342465755,0.19452054794520549,0.36027397260273974,0.8136882129277566
14,0.15,0.8,15,80,5.447321428571429,19.13928571428572,583,0.5111492281303602,25.741852487135507,1.304962305175672,1.7872349303408008,15007.5,-2231.0,0.4288164665523156,0.19725557461406518,0.3704974271012007,0.8425925925925926
60,0.2,0.85,20,85,5.595833333333333,15.973958333333332,584,0.4931506849315068,22.17722602739726,1.253660017430986,1.5283929777375995,12951.5,-2157.0,0.4469178082191781,0.20034246575342465,0.3493150684931507,0.8333333333333334
16,0.15,0.95,15,95,5.546875,28.985156249999992,683,0.4904831625183016,20.497071742313324,1.2317280078128232,1.3758918296368225,13999.5,-2006.5,0.4480234260614934,0.19619326500732065,0.3528550512445095,0.8298755186721992
60,0.2,0.9,20,90,5.595833333333333,18.32125,614,0.48534201954397393,18.504071661237784,1.207800640146319,1.2643339292861335,11361.5,-2006.5,0.4543973941368078,0.19381107491856678,0.3485342019543974,0.8317757009345794
21,0.25,0.8,25,80,7.773809523809524,18.89761904761905,491,0.5030549898167006,28.15071283095723,1.3287977544126743,1.9236313953548574,13822.0,-2005.0,0.4439918533604888,0.20773930753564154,0.34623217922606925,0.8470588235294118
18,0.15,0.9,15,90,5.532638888888889,24.058333333333334,652,0.49846625766871167,22.46472392638037,1.2583427402285876,1.5284552827388216,14647.0,-2006.5,0.4432515337423313,0.19631901840490798,0.35736196319018404,0.8412017167381974
16,0.15,0.85,15,85,5.546875,21.311718749999997,621,0.5056360708534622,26.308373590982285,1.310286213511101,1.8074201732899997,16337.5,-1794.5,0.4331723027375201,0.2028985507246377,0.3607085346215781,0.8348214285714286
18,0.15,0.95,15,95,5.532638888888889,28.442361111111108,683,0.4904831625183016,20.021229868228403,1.225137268783391,1.3432170959518492,13674.5,-2006.5,0.45095168374816985,0.19619326500732065,0.34992679355783307,0.8368200836820083
12,0.15,0.9,15,90,5.382291666666666,23.78125,651,0.49615975422427033,23.06451612903226,1.2661337492688634,1.5654703134701935,15015.0,-2006.5,0.4393241167434716,0.19815668202764977,0.35944700460829493,0.8247863247863247
18,0.15,0.8,15,80,5.532638888888889,19.21388888888889,585,0.505982905982906,26.0991452991453,1.3075869293686289,1.8046147319802996,15268.0,-2043.5,0.4324786324786325,0.20341880341880342,0.3606837606837607,0.8341232227488151
16,0.15,0.9,15,90,5.546875,24.267187500000006,653,0.49617151607963245,21.947932618683,1.2528224668360146,1.4969740167200651,14332.0,-2006.5,0.44104134762633995,0.19601837672281777,0.35987748851454826,0.8297872340425532
