entry_hour,trade_count,net_pnl_usd,expectancy_per_trade,win_rate
10.0,2,-78.75,-39.375,0.0
11.0,5,-43.21354166666424,-8.642708333332848,0.2
12.0,2,48.72916666666697,24.364583333333485,0.5
13.0,4,-40.30208333333576,-10.07552083333394,0.25
14.0,7,-144.375,-20.625,0.2857142857142857
15.0,2,0.3125,0.15625,0.5
