trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,variant_name,entry_signal_time,bars_held,holding_minutes,gross_pnl_usd,entry_hour,signal_atr,signal_box_width,mfe_points,mae_points,mfe_usd,mae_usd,mfe_r,mae_r
1,2025-01-03,short,1,2025-01-03 15:05:00-05:00,21508.75,21534.4375,21452.2375,2025-01-03 16:00:00-05:00,21508.5,session_close,50000.0,,,54.375,54.375,54.375,43017.5,0.86035,0.25,1.0,0.5,2.5,-2.0,vceb_n8_ct15_tr2p2,2025-01-03 15:00:00-05:00,11,55.0,0.5,15.0,21.796875,34.25,34.0,-19.5,68.0,-39.0,1.2505747126436781,-0.7172413793103448
2,2025-01-06,short,1,2025-01-06 15:00:00-05:00,21659.25,21687.375,21597.375,2025-01-06 15:05:00-05:00,21687.625,stop,50000.0,,,59.25,59.25,59.25,43318.5,0.86637,-28.375,-113.5,-56.75,2.5,-59.25,vceb_n8_ct15_tr2p2,2025-01-06 14:55:00-05:00,1,5.0,-56.75,15.0,26.171875,37.5,12.75,-31.25,25.5,-62.5,0.43037974683544306,-1.0548523206751055
3,2025-01-14,short,1,2025-01-14 14:55:00-05:00,20919.75,20954.4375,20843.4375,2025-01-14 15:05:00-05:00,20843.6875,target,50000.0,,,72.375,72.375,72.375,41839.5,0.83679,76.0625,304.25,152.125,2.5,149.625,vceb_n8_ct15_tr2p2,2025-01-14 14:50:00-05:00,2,10.0,152.125,14.0,32.114583333333336,46.25,141.5,-3.25,283.0,-6.5,3.9101899827288427,-0.08981001727115717
4,2025-01-15,short,1,2025-01-15 11:35:00-05:00,21283.75,21331.104166666668,21179.570833333335,2025-01-15 12:35:00-05:00,21331.354166666668,stop,50000.0,,,97.70833333333576,97.70833333333576,97.70833333333576,42567.5,0.85135,-47.60416666666788,-190.41666666667152,-95.20833333333576,2.5,-97.70833333333576,vceb_n8_ct15_tr2p2,2025-01-15 11:30:00-05:00,12,60.0,-95.20833333333576,11.0,47.354166666666664,57.5,37.5,-60.0,75.0,-120.0,0.7675906183368679,-1.2281449893389886
5,2025-01-16,short,1,2025-01-16 13:30:00-05:00,21343.5,21381.973958333332,21258.857291666667,2025-01-16 14:30:00-05:00,21345.75,time_stop,50000.0,,,79.94791666666424,79.94791666666424,79.94791666666424,42687.0,0.85374,-2.25,-9.0,-4.5,2.5,-7.0,vceb_n8_ct15_tr2p2,2025-01-16 13:25:00-05:00,12,60.0,-4.5,13.0,38.473958333333336,41.5,81.25,-11.5,162.5,-23.0,2.032573289902342,-0.28768729641694685
6,2025-01-21,short,1,2025-01-21 14:20:00-05:00,21721.25,21744.645833333332,21669.779166666667,2025-01-21 14:30:00-05:00,21744.895833333332,stop,50000.0,,,49.79166666666424,49.79166666666424,49.79166666666424,43442.5,0.86885,-23.64583333333212,-94.58333333332848,-47.29166666666424,2.5,-49.79166666666424,vceb_n8_ct15_tr2p2,2025-01-21 14:15:00-05:00,2,10.0,-47.29166666666424,14.0,23.395833333333332,28.5,9.5,-25.75,19.0,-51.5,0.3815899581590144,-1.0343096234310127
7,2025-01-27,long,1,2025-01-27 14:30:00-05:00,21252.5,21202.8125,21361.8125,2025-01-27 14:40:00-05:00,21202.5625,stop,50000.0,,,102.375,102.375,102.375,42505.0,0.8501,-49.9375,-199.75,-99.875,2.5,-102.375,vceb_n8_ct15_tr2p2,2025-01-27 14:25:00-05:00,2,10.0,-99.875,14.0,43.552083333333336,66.25,0.5,-69.0,1.0,-138.0,0.009768009768009768,-1.347985347985348
8,2025-01-29,short,1,2025-01-29 11:40:00-05:00,21474.25,21510.0625,21395.4625,2025-01-29 11:50:00-05:00,21510.3125,stop,50000.0,,,74.625,74.625,74.625,42948.5,0.85897,-36.0625,-144.25,-72.125,2.5,-74.625,vceb_n8_ct15_tr2p2,2025-01-29 11:35:00-05:00,2,10.0,-72.125,11.0,30.765625,47.75,8.0,-36.0,16.0,-72.0,0.21440536013400335,-0.964824120603015
9,2025-01-29,long,1,2025-01-29 12:05:00-05:00,21522.75,21486.1875,21603.1875,2025-01-29 13:00:00-05:00,21485.9375,stop,50000.0,,,76.125,76.125,76.125,43045.5,0.86091,-36.8125,-147.25,-73.625,2.5,-76.125,vceb_n8_ct15_tr2p2,2025-01-29 12:00:00-05:00,11,55.0,-73.625,12.0,32.307291666666664,48.75,23.25,-45.0,46.5,-90.0,0.6108374384236454,-1.1822660098522169
10,2025-01-31,short,1,2025-01-31 13:20:00-05:00,21849.5,21883.359375,21775.009375,2025-01-31 13:25:00-05:00,21883.609375,stop,50000.0,,,70.71875,70.71875,70.71875,43699.0,0.87398,-34.109375,-136.4375,-68.21875,2.5,-70.71875,vceb_n8_ct15_tr2p2,2025-01-31 13:15:00-05:00,1,5.0,-68.21875,13.0,33.859375,29.0,27.75,-34.5,55.5,-69.0,0.7847989394608926,-0.9756959787892179
