feature,bucket,bucket_lower,bucket_upper,n_trades,win_rate,avg_pnl,expectancy,profit_factor,stop_hit_rate,target_hit_rate,time_exit_rate,time_exit_win_rate,cumulative_pnl,time_exit_pnl,time_exit_edge_proxy
atr_14,"(0.767, 7.929]",0.767,7.929,282,0.425531914893617,-9.448581560283689,-9.448581560283689,0.893704870945865,0.38652482269503546,0.13120567375886524,0.475177304964539,0.6119402985074627,-2664.5,6008.5,0.18640838361384565
atr_14,"(7.929, 12.25]",7.929,12.25,281,0.5409252669039146,37.005338078291814,37.005338078291814,1.4587708462013589,0.39501779359430605,0.19572953736654805,0.40213523131672596,0.8407079646017699,10398.5,11864.0,0.29978269769785526
atr_14,"(12.25, 17.018]",12.25,17.018,281,0.4626334519572954,17.73665480427046,17.73665480427046,1.1994477570130857,0.4875444839857651,0.2206405693950178,0.28825622775800713,0.8271604938271605,4984.0,7077.0,0.3645270418698651
atr_14,"(17.018, 44.857]",17.018,44.857,281,0.41637010676156583,8.366548042704625,8.366548042704625,1.0801390758952158,0.5302491103202847,0.2206405693950178,0.2491103202846975,0.7857142857142857,2351.0,8519.5,0.36934417895271987
