variant_name,session_date,timestamp,from_state,to_state,trigger,current_day_pnl_usd,current_day_pnl_r,peak_day_pnl_usd,peak_day_pnl_r
hard_profit_lock_r_0p75,2019-05-07,2019-05-07 11:03:00-04:00,neutral,locked_profit,overlay_hard_profit_lock,95.76,0.7931091601788969,95.76,0.7931091601788969
hard_profit_lock_r_0p75,2019-06-03,2019-06-03 13:37:00-04:00,neutral,locked_profit,overlay_hard_profit_lock,142.26,0.7763588736083824,147.76,0.806374154114822
hard_profit_lock_r_0p75,2019-08-02,2019-08-02 10:33:00-04:00,neutral,locked_profit,overlay_hard_profit_lock,87.76,0.8668510470169895,96.76,0.9557487159225604
hard_profit_lock_r_0p75,2019-08-07,2019-08-07 10:51:00-04:00,neutral,locked_profit,overlay_hard_profit_lock,122.76,0.7733400529167191,133.26,0.8394859518709838
hard_profit_lock_r_0p75,2019-08-14,2019-08-14 11:14:00-04:00,neutral,locked_profit,overlay_hard_profit_lock,86.26,0.8315018315018315,87.26,0.8411413148255255
hard_profit_lock_r_0p75,2019-10-04,2019-10-04 14:40:00-04:00,neutral,locked_profit,overlay_hard_profit_lock,65.76,0.7760207694123201,66.76,0.7878215718668871
hard_profit_lock_r_0p75,2020-01-31,2020-01-31 11:15:00-05:00,neutral,locked_profit,overlay_hard_profit_lock,149.76,0.8619776677794404,152.26,0.8763669851502244
hard_profit_lock_r_0p75,2020-02-25,2020-02-25 10:52:00-05:00,neutral,locked_profit,overlay_hard_profit_lock,174.26,0.8469913483036842,174.76,0.849421600077768
hard_profit_lock_r_0p75,2020-03-04,2020-03-04 15:25:00-05:00,neutral,locked_profit,overlay_hard_profit_lock,186.26,0.781816655473472,190.76,0.8007051712558764
hard_profit_lock_r_0p75,2020-03-05,2020-03-05 11:13:00-05:00,neutral,locked_profit,overlay_hard_profit_lock,134.26,0.8027983735948336,138.26,0.8267160966276009
hard_profit_lock_r_0p75,2020-03-11,2020-03-11 12:57:00-04:00,neutral,locked_profit,overlay_hard_profit_lock,161.76,0.8180438960250833,170.26,0.861029634874077
hard_profit_lock_r_0p75,2020-03-27,2020-03-27 15:27:00-04:00,neutral,locked_profit,overlay_hard_profit_lock,190.76,0.751793174115236,191.76,0.7557342161267439
hard_profit_lock_r_0p75,2020-03-30,2020-03-30 10:41:00-04:00,neutral,locked_profit,overlay_hard_profit_lock,153.76,0.8626570915619388,153.76,0.8626570915619388
hard_profit_lock_r_0p75,2020-03-31,2020-03-31 10:15:00-04:00,neutral,locked_profit,overlay_hard_profit_lock,136.76,0.8455545937925064,137.26,0.8486459750216395
