variant_name,family,session_date,daily_pnl_usd,daily_pnl_r,daily_trade_count,daily_win_count,daily_loss_count,state_final,first_trade_result,peak_day_pnl_usd,peak_day_pnl_r,max_giveback_usd,max_giveback_r,day_cut_by_rule,hard_loss_cap_triggered,hard_profit_lock_triggered,giveback_triggered,max_trades_cap_triggered,first_trade_gate_triggered,policy_block_count,final_block_reason,transition_count,threshold_unit
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-05,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-06,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-07,95.76,0.7931091601788969,1,1,0,locked_profit,win,95.76,0.7931091601788969,50.5,0.4182540997184032,True,False,True,False,False,False,0,overlay_hard_profit_lock,1,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-08,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-09,-134.74,-1.0,1,0,1,neutral,loss,35.26,0.2616891791598634,142.5,1.0575924001781207,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-10,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-12,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-13,70.26,0.4788060515196947,1,1,0,neutral,win,118.76,0.8093226114215619,131.5,0.896142837672073,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-14,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-15,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-16,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-17,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-19,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-20,-54.24,-0.46462223745074527,1,0,1,neutral,loss,37.76,0.32345382902175773,144.0,1.2335103649134829,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-21,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-22,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-23,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-24,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-26,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-27,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-28,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-29,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-30,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-05-31,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-06-02,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-06-03,142.26,0.7763588736083824,1,1,0,locked_profit,win,147.76,0.806374154114822,130.5,0.712180746561886,True,False,True,False,False,False,0,overlay_hard_profit_lock,1,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-06-04,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-06-05,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-06-06,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-06-07,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-06-09,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
hard_profit_lock_r_0p75,block_1_hard_cap,2019-06-10,0.0,0.0,0,0,0,neutral,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0,,0,R
