hour,trades,net_pnl_usd,avg_trade_pnl_usd,win_rate
09:00,6181,-8635.5,-1.397104028474357,0.22941271638893382
10:00,4346,-6177.5,-1.4214219972388402,0.1461113667740451
11:00,2689,-2297.5,-0.8544068426924507,0.1074748977314987
12:00,2188,-3441.5,-1.5728976234003655,0.08957952468007313
13:00,1756,-1744.5,-0.9934510250569476,0.09567198177676538
14:00,1860,-2706.0,-1.4548387096774194,0.09731182795698924
15:00,1709,-5.5,-0.0032182562902282035,0.18665886483323582
