split,n_trades,win_rate,avg_win,avg_loss,average_losing_trade,expectancy,profit_factor,cumulative_pnl,max_drawdown,max_drawdown_pct,sharpe_ratio,max_consecutive_losses,avg_consecutive_losses,longest_loss_streak,number_of_loss_streaks_2_plus,worst_trade,worst_day,stop_hit_rate,target_hit_rate,time_exit_rate,time_exit_count,time_exit_win_rate,time_exit_loss_rate,time_exit_pnl_usd,eod_exit_rate,proportion_filtered_out,trade_count_after_filters,percent_of_days_traded,percent_days_traded,avg_R,median_R,pnl_to_risk_ratio,average_loss_streak_length,count_loss_streaks_2_plus,daily_sharpe_basis,n_sessions,raw_signal_count,net_pnl,sortino_ratio,max_daily_drawdown,worst_losing_days_streak,worst_losing_trades_streak,avg_trades_per_day,max_trades_per_day,expectancy_per_trade,expectancy_per_day,pct_green_days,avg_gain_loss_ratio,hit_rate,avg_time_in_position_min,rolling_20d_sharpe_median,rolling_20d_expectancy_median,days_to_target_pct,daily_loss_limit_breach_freq,trailing_drawdown_breach_freq,empirical_prob_red_streak_ge_threshold,profit_to_drawdown_ratio
overall,20729,0.15466255005065369,98.02510917030568,-19.40941075514874,-19.40941075514874,-1.2064257803077814,0.9262902087235633,-25008.0,-25495.5,1.01982,-0.8994759026914967,57,6.738627602158828,57,2132,-302.5,-1380.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20729,0.7183743560389239,0.7183743560389239,0.0,0.0,0.0,6.738627602158828,2132,daily_pnl_over_static_capital,1747,667606,-25008.0,-0.7457028693302986,-1507.0,10,57,11.865483686319404,53,-1.2064257803077814,-14.314825414997138,0.3331425300515169,5.050390782435398,0.15466255005065369,23.152153987167736,-1.5340104423242087,0.0,,0.0028620492272467086,0.9885518030910132,0.2537764350453172,-0.98087897864329
is,20116,0.155150129250348,98.19817366228773,-19.412965256886686,-19.412965256886686,-1.1250497116723006,0.9312338199010659,-22631.5,-23690.5,0.94762,-0.9982051145468038,57,6.708745548080728,57,2077,-302.5,-1228.5,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20116,1.0,1.0,0.0,0.0,0.0,6.708745548080728,2077,daily_pnl_over_static_capital,1222,466891,-22631.5,-0.9844398087556888,-1507.0,10,57,16.46153846153846,53,-1.1250497116723006,-18.520049099836335,0.46317512274959083,5.058380951228059,0.155150129250348,23.237671505269436,-1.4959646530294561,-24.65,,0.0032733224222585926,0.983633387888707,0.2554517133956386,-0.9552985373884046
oos,613,0.13866231647634583,91.67058823529412,-19.29506641366224,-19.29506641366224,-3.8768352365415986,0.7662880464178591,-2376.5,-2518.5,0.10074,-0.7066732810483942,51,7.865671641791045,51,55,-95.5,-1380.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,613,0.06285714285714286,0.06285714285714286,0.0,0.0,0.0,7.865671641791045,55,daily_pnl_over_static_capital,525,200715,-2376.5,-0.14840866731278232,-1369.5,4,51,1.1676190476190476,53,-3.8768352365415986,-4.526666666666666,0.030476190476190476,4.750985887790726,0.13866231647634583,20.34584013050571,-2.8700756906158285,0.0,,0.0019047619047619048,0.940952380952381,0.2,-0.9436172324796506
