scope,net_pnl,sharpe,sortino,profit_factor,expectancy,max_drawdown,n_trades,n_days_traded,pct_days_traded,hit_rate,avg_win,avg_loss,stop_hit_rate,target_hit_rate,exposure_time_pct
overall,33522.5,0.9183730299002896,1.0818238084482406,1.1546201549314938,30.447320617620345,-11393.5,1101,1101,0.9830357142857142,0.4904632152588556,463.57037037037037,-386.46256684491976,0.3787465940054496,0.1362397820163488,0.6734523809523809
is,10362.5,0.4134744690663317,0.48329461467292345,1.0664786979477408,13.370967741935484,-11393.5,775,775,0.9847522236340533,0.47096774193548385,455.4506849315068,-380.1878048780488,0.39225806451612905,0.11870967741935484,0.6740787801778907
oos,23160.0,2.035962546986916,2.416338836318486,1.3801176789187326,71.04294478527608,-5508.0,326,326,0.978978978978979,0.5368098159509203,480.5057142857143,-403.5,0.34662576687116564,0.17791411042944785,0.671971971971972
